name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
都会轩 实验学区 精装一居 黄金楼层 私产过2 大产权,单价59723元/平米,430,| 1室1厅 | 72平米 | 西北 | 精装,低楼层(共49层)  2012年建板楼  -,
信华南里 中间楼层 户型方正 大两室采光好,单价31143元/平米,200,| 2室0厅 | 64.22平米 | 西 | 其他,中楼层(共6层)  1985年建板楼  -,
金茂广场 繁华地段 交通便利 黄金楼层 视野开阔,单价19528元/平米,115,| 1室0厅 | 58.89平米 | 东 | 其他,中楼层(共46层)  1990年建板楼  -,
金茂广场 新上房源 可落户 黄金楼层 采光充足 地铁房,单价18767元/平米,115,| 1室0厅 | 61.28平米 | 南 | 其他,中楼层(共46层)  1990年建板楼  -,
信德楼 2室1厅 290万,单价52575元/平米,290,| 2室1厅 | 55.16平米 | 南 | 简装,高楼层(共6层)  1985年建板楼  -,
新秀居 万全道学区 周边配套齐全 采光好,单价29351元/平米,700,| 3室2厅 | 238.5平米 | 南 北 | 其他,高楼层(共17层)  2005年建板楼  -,
津门公寓 看海河豪宅 70年纯住宅 豪华装修,单价38029元/平米,1350,| 4室2厅 | 355平米 | 南 北 | 其他,中楼层(共41层)  2009年建板塔结合  -,
大同道 2室1厅 280万,单价46458元/平米,280,| 2室1厅 | 60.27平米 | 南 北 | 其他,低楼层(共5层)  板楼  -,
新丽居前排户型通透 采光好视野开阔 三室,单价43728元/平米,610,| 3室1厅 | 139.5平米 | 南 | 简装,高楼层(共12层)  2005年建板楼  -,
鼎成公寓 房龄较新 私产 付款灵活 中间楼层,单价25559元/平米,150,| 1室0厅 | 58.69平米 | 东北 | 其他,中楼层(共12层)  2000年建板楼  -,
融创星美御 楼层适中 南北通透大三室精装修,单价69652元/平米,1400,| 3室2厅 | 201平米 | 南 北 | 其他,中楼层(共6层)  2012年建板塔结合  -,
津门公寓  南北通透  精装四室 地段繁华,单价40731元/平米,1450,| 4室2厅 | 356平米 | 南 北 | 其他,中楼层(共47层)  2009年建塔楼  -,
成都道 五大道内 联排建筑 交通方便 采光好,单价72790元/平米,1100,| 3室1厅 | 151.12平米 | 南 北 | 其他,低楼层(共2层)  1998年建  -,
怀远里 二南开小学可直升二南开中学,单价42155元/平米,360,| 2室1厅 | 85.4平米 | 南 北 | 简装,中楼层(共6层)  1993年建板楼  -,
新文化花园  万全小学 楼层好 能落户,单价53226元/平米,165,| 1室0厅 | 31平米 | 东 北 | 精装,中楼层(共30层)  2006年建板楼  -,
吉利花园 私产可贷款  视野好 无遮挡,单价51021元/平米,330,| 2室1厅 | 64.68平米 | 东北 | 其他,低楼层(共32层)  2002年建板楼  -,
起发里 楼层好 楼前无遮挡 后期费用低,单价32591元/平米,190,| 2室1厅 | 58.3平米 | 西北 | 其他,高楼层(共7层)  2001年建板楼  -,
宜昌北里 3室2厅 550万,单价39008元/平米,550,| 3室2厅 | 141平米 | 南 北 | 其他,高楼层(共6层)  1985年建板楼  -,
香榭里 2室1厅 550万,单价56123元/平米,550,| 2室1厅 | 98平米 | 南 北 | 其他,低楼层(共18层)  1997年建板楼  -,
振河里  中间楼层 户型方正  交通便利,单价32025元/平米,190,| 2室1厅 | 59.33平米 | 西 | 其他,中楼层(共7层)  1985年建板楼  -,
同庆后小区 低楼层 南北通透格局 交通便利,单价58164元/平米,280,| 2室0厅 | 48.14平米 | 南 北 | 其他,低楼层(共7层)  板楼  -,
裕德里 精装两室 带小院 私产可贷款,单价67190元/平米,300,| 2室0厅 | 44.65平米 | 东 | 精装,低楼层(共8层)  板楼  -,
诚基中心 复式结构  耀华片 配套齐全,单价36275元/平米,185,| 2室1厅 | 51平米 | 东北 | 精装,高楼层(共50层)  2008年建塔楼  -,
诚基中心 西北角 无遮挡 精装一居室,单价25496元/平米,130,| 1室1厅 | 50.99平米 | 西北 | 其他,中楼层(共50层)  2008年建塔楼  -,
新文化新景居 万全道小学学区房 黄金楼层 配套齐全,单价41370元/平米,395,| 2室1厅 | 95.48平米 | 东南 | 其他,低楼层(共30层)  2006年建板楼  -,
同康里 配套设施齐全 交通便利 户型方正,单价30914元/平米,172,| 1室1厅 | 55.64平米 | 东 | 简装,高楼层(共7层)  1996年建板楼  -,
滨江道 诚基中心 耀华学区房   繁华地段,单价19118元/平米,130,| 1室1厅 | 68平米 | 东 | 精装,高楼层(共50层)  2008年建塔楼  -,
新福方里 万全学区 配套设施齐全 临近地铁,单价38108元/平米,580,| 3室2厅 | 152.2平米 | 南 北 | 简装,中楼层(共17层)  1998年建板楼  -,
万全铁片 同方花园 瞰海河风景 全明户型 带地下车位,单价49383元/平米,800,| 4室2厅 | 162平米 | 东 南 北 | 精装,高楼层(共28层)  2006年建板楼  -,
常德道 自住装修 使用面积大 环境好 出行便利,单价72464元/平米,1500,| 4室0厅 | 207平米 | 南 北 | 其他,低楼层(共3层)  1978年建  -,
云成里 3室1厅 450万,单价58442元/平米,450,| 3室1厅 | 77平米 | 南 北 | 其他,低楼层(共6层)  1991年建板楼  -,
大沽北路 2室1厅 230万,单价45125元/平米,230,| 2室1厅 | 50.97平米 | 南 北 | 其他,低楼层(共5层)  1998年建板楼  -,
中环公寓 南北通透  可看房 可贷款,单价40155元/平米,520,| 2室2厅 | 129.5平米 | 南 北 | 简装,低楼层(共6层)  1999年建板楼  -,
崇仁里 2室1厅 283万,单价52389元/平米,283,| 2室1厅 | 54.02平米 | 西北 | 简装,中楼层(共7层)  板楼  -,
西康路地铁站对过 建津里 两室一厅 过户费只需两个点,单价36586元/平米,150,| 2室1厅 | 41平米 | 东 | 简装,高楼层(共6层)  1997年建板楼  -,
贵都大厦 耀华学片 私产  采光佳 电梯直达,单价39869元/平米,290,| 2室1厅 | 72.74平米 | 东 | 简装,高楼层(共30层)  2001年建塔楼  -,
世升花园 实验学片 黄金楼层 东南金角,单价52565元/平米,410,| 2室1厅 | 78平米 | 东南 | 简装,中楼层(共16层)  2000年建板楼  -,
诚基中心 小户型 耀华学区 总价低交通方便,单价33334元/平米,100,| 1室0厅 | 30平米 | 北 | 其他,低楼层(共33层)  2008年建塔楼  -,
众诚里 中心小学片 公产房 带厅大一室 采光好居住舒适,单价49194元/平米,180,| 1室1厅 | 36.59平米 | 西 | 简装,高楼层(共6层)  1985年建板楼  -,
和平时光 楼层好 邻近地铁 业主诚心出售,单价40458元/平米,580,| 3室2厅 | 143.36平米 | 东南 | 其他,高楼层(共33层)  2013年建板楼  -,
大都会 南北通透 H户型 过两年 税费少,单价56256元/平米,1130,| 3室2厅 | 200.87平米 | 南 | 其他,高楼层(共38层)  2012年建板楼  -,
大都会 高档社区 黄金楼层 稀缺毛坯,单价50578元/平米,810,| 3室2厅 | 160.15平米 | 西南 | 其他,低楼层(共38层)  2012年建板楼  -,
诚基中心 两室跃层 简装 耀华片 70年大产权 可租可售,单价19827元/平米,215,| 2室2厅 | 108.44平米 | 北 | 简装,中楼层(共50层)  2008年建塔楼  -,
诚基中心 耀华学区 精装复式 私产过2,单价35258元/平米,240,| 2室2厅 | 68.07平米 | 南 | 精装,低楼层(共33层)  2008年建塔楼  -,
瑞景名郡 婚装一居 低楼层 环境安静 黄金地段,单价31183元/平米,145,| 2室1厅 | 46.5平米 | 北 | 精装,低楼层(共18层)  2012年建塔楼  -,
津塔公寓 商品房 适宜投资 可租办公,单价44675元/平米,625,| 3室1厅 | 139.9平米 | 西北 | 精装,中楼层(共30层)  2010年建塔楼  -,
福林里 私产满二年 南北通透 黄金楼层,单价34783元/平米,400,| 2室2厅 | 115平米 | 南 北 | 精装,低楼层(共11层)  1996年建板楼  -,
诚基经贸中心 交通便利 视野好 耀华学区房,单价48000元/平米,300,| 3室2厅 | 62.5平米 | 西 | 简装,低楼层(共33层)  2008年建塔楼  -,
裕德里 黄金楼层 万全学区铁片 采光好,单价59675元/平米,330,| 2室1厅 | 55.3平米 | 东南 西 | 精装,低楼层(共7层)  1985年建板楼  -,
重点学区房   精装修  交通便利   临近地铁,单价79366元/平米,115,| 1室0厅 | 14.49平米 | 西 | 精装,低楼层(共7层)  板楼  -,
保利大都会天汇茗苑 3室2厅 1960万,单价54981元/平米,1960,| 3室2厅 | 356.49平米 | 东 南 北 | 精装,高楼层(共34层)  1990年建板楼  -,
文善里 黄金楼层 适宜老人居住 中心小学房私产可贷款,单价52117元/平米,298,| 2室1厅 | 57.18平米 | 南 北 | 精装,中楼层(共5层)  1979年建板楼  -,
福后西里 万全片 低楼层 南北通透 私产过五年 地段好,单价48772元/平米,280,| 1室1厅 | 57.41平米 | 南 北 | 简装,低楼层(共7层)  1998年建板楼  -,
兴河里 黄金楼层 全明户型 户型方正 交通便利,单价37716元/平米,350,| 2室1厅 | 92.8平米 | 东 西 北 | 精装,中楼层(共7层)  板楼  -,
采光好 私产过两年 电梯房 临近地铁,单价31973元/平米,235,| 2室1厅 | 73.5平米 | 西 | 简装,低楼层(共24层)  1998年建板楼  -,
山西路171号，私产房，非顶楼，耀华学区,单价49987元/平米,185,| 1室1厅 | 37.01平米 | 西 | 简装,高楼层(共7层)  1992年建板楼  -,
都会轩 实验学区 豪装一居 私产过2 税费低 视野广阔,单价69403元/平米,465,| 1室1厅 | 67平米 | 西北 | 精装,高楼层(共57层)  2012年建板楼  -,
大连道（和平） 2室1厅 260万,单价45615元/平米,260,| 2室1厅 | 57平米 | 南 北 | 简装,中楼层(共6层)  1990年建板楼  -,
同安新里 医科大学附近一室 私产 过五年采光好,单价36805元/平米,135,| 1室0厅 | 36.68平米 | 南 | 其他,高楼层(共6层)  1995年建板楼  -,
福林里 2室1厅 395万,单价34592元/平米,395,| 2室1厅 | 114.19平米 | 南 北 | 其他,低楼层(共11层)  1996年建板楼  -,
康宁大厦 2室2厅 660万,单价30000元/平米,660,| 2室2厅 | 220平米 | 东 | 其他,高楼层(共15层)  板楼  -,
诚基中心 纯阳面一室 精装修 耀华学片,单价24167元/平米,145,| 1室1厅 | 60平米 | 南 | 其他,低楼层(共50层)  2008年建塔楼  -,
朗文名邸 4室2厅 1062万,单价44869元/平米,1062,| 4室2厅 | 236.69平米 | 南 北 | 其他,高楼层(共32层)  2011年建板楼  -,
裕德里 私产满两年 朝东两室 看房方便,单价52954元/平米,260,| 2室0厅 | 49.1平米 | 东 | 其他,高楼层(共8层)  1985年建板楼  -,
湯臣津湾一品 精装修 中间楼层 视野开阔,单价44977元/平米,940,| 3室2厅 | 209平米 | 西南 | 其他,中楼层(共57层)  2015年建板楼  -,
朗文名邸 私产过五年 采光和通风效果好,单价53714元/平米,1050,| 4室2厅 | 195.48平米 | 南 北 | 其他,高楼层(共32层)  2011年建板楼  -,
佳怡公寓  私产可贷款 低楼层  采光好,单价50676元/平米,1500,| 5室5厅 | 296平米 | 南 北 | 其他,低楼层(共15层)  2004年建塔楼  -,
富顿大厦 采光充足 交通便利 周边配套齐全,单价50667元/平米,460,| 2室1厅 | 90.79平米 | 东北 | 其他,中楼层(共30层)  2008年建板楼  -,
新汇华庭 2室1厅 545万,单价60355元/平米,545,| 2室1厅 | 90.3平米 | 南 | 其他,高楼层(共33层)  2015年建板楼  -,
诚基中心 精装68平复式户型 生活交通便利,单价30883元/平米,210,| 2室2厅 | 68平米 | 北 | 精装,中楼层(共33层)  2008年建塔楼  -,
实验学片 都会轩 精装修 双地铁 采光好,单价66667元/平米,440,| 1室1厅 | 66平米 | 东南 | 精装,低楼层(共53层)  2012年建板楼  -,
乐福里 南北通透三室 过二年 户型方正,单价29041元/平米,230,| 3室1厅 | 79.2平米 | 南 北 | 其他,高楼层(共6层)  1999年建板楼  -,
天津中心一室精装房 酒店公寓 投资入住,单价18618元/平米,175,| 1室1厅 | 94平米 | 东北 | 其他,中楼层(共46层)  2009年建塔楼  -,
振河里 无遮挡 采光好 户型方正 配套齐全,单价27836元/平米,108,| 1室0厅 | 38.8平米 | 东 | 简装,高楼层(共8层)  1985年建板楼  -,
精装 四居室视野无遮挡 改善首选房,单价49938元/平米,1270,| 4室2厅 | 254.32平米 | 南 北 | 精装,高楼层(共45层)  2012年建板楼  -,
城建里 低楼层  万全小学学区房 交通便利,单价46706元/平米,185,| 1室1厅 | 39.61平米 | 东 西 | 简装,低楼层(共6层)  1991年建板楼  -,
泰安道五大院 豪装精装 配套齐全 交通便利,单价53147元/平米,760,| 2室1厅 | 143平米 | 东 西 | 精装,中楼层(共9层)  2012年建板塔结合  -,
诚基中心 一居室 少有户型 诚意出售,单价26247元/平米,130,| 1室1厅 | 49.53平米 | 东 | 精装,低楼层(共50层)  2008年建塔楼  -,
兴河里 中间楼层 精装修 无遮挡 采光充足,单价39180元/平米,168,| 1室1厅 | 42.88平米 | 南 | 精装,中楼层(共7层)  1989年建板楼  -,
津塔公寓 可观海河 视野好 交通便利,单价39371元/平米,500,| 2室1厅 | 127平米 | 西北 | 精装,低楼层(共30层)  2010年建塔楼  -,
和平时光 鞍山道学片  临近地铁 诚意出售,单价52084元/平米,500,| 2室1厅 | 96平米 | 南 | 简装,低楼层(共31层)  2013年建板楼  -,
吉星北里 东西向两室 户型方正 中心学区房,单价52381元/平米,330,| 2室1厅 | 63平米 | 西 | 简装,低楼层(共6层)  1984年建板楼  -,
市政里 3室1厅 410万,单价48236元/平米,410,| 3室1厅 | 85平米 | 南 北 | 其他,高楼层(共6层)  1985年建板楼  -,
迎新里 2室1厅 280万,单价48832元/平米,280,| 2室1厅 | 57.34平米 | 西南 | 其他,低楼层(共5层)  1993年建板楼  -,
药研里 3室1厅 366万,单价47988元/平米,366,| 3室1厅 | 76.27平米 | 南 北 | 其他,中楼层(共6层)  1992年建板楼  -,
电台道 2室1厅 160万,单价36364元/平米,160,| 2室1厅 | 44平米 | 南 北 | 其他,高楼层(共6层)  1980年建板楼  -,
大同道 3室0厅 215万,单价28667元/平米,215,| 3室0厅 | 75平米 | 东 北 | 其他,低楼层(共5层)  板楼  -,
君隆广场 1室1厅 205万,单价25172元/平米,205,| 1室1厅 | 81.44平米 | 西 | 其他,高楼层(共38层)  2009年建塔楼  -,
襄阳道 2室2厅 290万,单价57426元/平米,290,| 2室2厅 | 50.5平米 | 南 西 | 其他,高楼层(共6层)  1987年建板楼  -,
协安里 私产房 无遮挡 视野开阔 诚意出售,单价32638元/平米,200,| 2室1厅 | 61.28平米 | 西南 | 其他,高楼层(共6层)  1996年建板楼  -,
佳怡公寓 1室1厅 400万,单价43016元/平米,400,| 1室1厅 | 92.99平米 | 东 西 | 其他,中楼层(共11层)  2004年建塔楼  -,
市政里 南北通透三居室 全明户型 视野开阔,单价50000元/平米,425,| 3室1厅 | 85平米 | 南 北 | 其他,高楼层(共6层)  1985年建板楼  -,
私产房 学区房 黄金楼层 地铁沿线,单价75937元/平米,308,| 1室1厅 | 40.56平米 | 南 | 其他,中楼层(共5层)  1996年建板楼  -,
鸿源里 独栋三层别墅 采光好视野开阔 诚意出售,单价55610元/平米,750,| 4室1厅 | 134.87平米 | 东 西 | 其他,低楼层(共2层)  板楼  -,
和平时光 低楼层 邻近地铁 业主诚心出售,单价43572元/平米,610,| 3室1厅 | 140平米 | 东南 | 其他,低楼层(共33层)  2013年建板楼  -,
忠厚里 户型方正  一楼带小院 实验小学,单价60541元/平米,280,| 1室1厅 | 46.25平米 | 南 北 | 其他,低楼层(共5层)  1990年建板楼  -,
庆华里  耀华学片 低楼层阳面两室 明厨明卫,单价34944元/平米,230,| 2室1厅 | 65.82平米 | 南 | 其他,中楼层(共7层)  1991年建板楼  -,
和平时光 精装两室 配套齐全 楼层好 视野开阔,单价54225元/平米,550,| 2室2厅 | 101.43平米 | 南 | 其他,高楼层(共31层)  2013年建板楼  -,
金德园 满五唯一 大面积 视野开阔 精装修 有名额,单价60976元/平米,750,| 3室2厅 | 123平米 | 西南 | 其他,高楼层(共31层)  2011年建板楼  -,
振河里 无遮挡 采光好 户型方正 配套齐全,单价27836元/平米,108,| 1室0厅 | 38.8平米 | 东 | 简装,高楼层(共8层)  1985年建板楼  -,
诚基中心 68㎡复式 有学区名额 满五免税,单价29172元/平米,200,| 2室2厅 | 68.56平米 | 北 | 简装,高楼层(共33层)  2008年建塔楼  -,
哈密道学区 不限购 鸿记里 不到顶 诚意出售,单价28654元/平米,200,| 2室1厅 | 69.8平米 | 西北 | 其他,高楼层(共6层)  1987年建板楼  -,
贵都大厦，耀华学区房，精装修,视野宽阔。,单价40667元/平米,610,| 2室1厅 | 150平米 | 东 南 西 | 精装,高楼层(共17层)  2001年建塔楼  -,
诚基中心 学区房 交通便利 低楼层,单价20834元/平米,125,| 1室0厅 | 60平米 | 东 | 其他,低楼层(共50层)  2008年建塔楼  -,
香港路7号 五大道风景区 私产带院一层别墅,单价147831元/平米,2000,| 4室1厅 | 135.29平米 | 南 北 | 其他,低楼层(共1层)  板楼  -,
南荣里 万全学片 私产过五年 一楼带院,单价74419元/平米,480,| 3室1厅 | 64.5平米 | 东北 | 简装,低楼层(共6层)  1980年建板楼  -,
新建村 南北通透 带阁楼 采光好 税费低,单价40000元/平米,200,| 2室1厅 | 50平米 | 南 北 | 其他,高楼层(共7层)  2007年建板楼  -,
进德里 联排别墅 黄金地段 私产可贷款,单价42935元/平米,1400,| 5室1厅 | 326.08平米 | 南 北 | 简装,低楼层(共4层)  1993年建板楼  -,
金宝公寓 南北通透 私产满五 豪华装修 黄金楼层没遮挡,单价32955元/平米,630,| 3室2厅 | 191.17平米 | 南 北 | 其他,高楼层(共14层)  1997年建板楼  -,
天赐园 大两室 南北通透 无遮挡 采光充足,单价55336元/平米,630,| 2室2厅 | 113.85平米 | 南 北 | 精装,高楼层(共20层)  2006年建板楼  -,
新文化花园新秀居 格局精装三居 交通便利,单价44643元/平米,750,| 3室1厅 | 168平米 | 东 西 北 | 其他,高楼层(共17层)  2005年建板楼  -,
