name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
海珠半岛 东南向 保养很好 安静不吵,单价32521元/平米,400,| 3室2厅 | 123平米 | 东南 | 精装,低楼层(共42层)  2006年建塔楼  -,
金碧花园 南向三房 格局方正 低于市场价,单价25491元/平米,260,| 3室2厅 | 102平米 | 南 | 其他,低楼层(共26层)  2000年建塔楼  -,
金碧花园 南北对流三房 望园景免税物业,单价26805元/平米,260,| 3室2厅 | 97平米 | 北 | 简装,高楼层(共32层)  2000年建塔楼  -,
第三金碧花园 安静舒适两居室 稀缺户型,单价29286元/平米,232,| 2室2厅 | 79.22平米 | 北 | 简装,中楼层(共32层)  2000年建塔楼  -,
金碧二期 碧水闲庭 舒适三房,单价26147元/平米,280,| 3室2厅 | 107.09平米 | 北 | 简装,低楼层(共32层)  2000年建塔楼  -,
碧花园一期 格局一流 安静舒适,单价23981元/平米,160,| 2室2厅 | 66.72平米 | 东北 | 简装,中楼层(共22层)  2000年建塔楼  -,
侨诚花园 楼王单位 格局方正 全明屋,单价22979元/平米,216,| 3室1厅 | 94平米 | 东 | 简装,低楼层(共15层)  1998年建塔楼  -,
罗马家园 南北对流 一线望江 地铁上盖,单价25317元/平米,400,| 5室2厅 | 158平米 | 南 | 精装,高楼层(共18层)  2007年建塔楼  -,
金碧花园 南向三房 格局方正 低于市场价,单价26508元/平米,265,| 3室2厅 | 99.97平米 | 东南 | 精装,低楼层(共26层)  2000年建塔楼  -,
金碧三期 精装南向三房 景观园林中心,单价30604元/平米,355,| 3室2厅 | 116平米 | 南 | 精装,低楼层(共32层)  2000年建塔楼  -,
保利花园 二期望花园 楼距宽阔,单价27643元/平米,340,| 4室2厅 | 123平米 | 北 | 精装,中楼层(共15层)  2000年建塔楼  -,
金碧二期 南北通透 格局方正 刚需首选,单价23415元/平米,192,| 3室2厅 | 82平米 | 北 | 精装,低楼层(共33层)  2000年建塔楼  -,
南洲名苑 地铁上盖 电梯两房,单价22536元/平米,160,| 2室2厅 | 71平米 | 东 | 精装,中楼层(共11层)  1997年建塔楼  -,
金碧花园 都市广场 豪装三房,单价29996元/平米,290,| 3室2厅 | 96.68平米 | 北 | 精装,中楼层(共32层)  2000年建塔楼  -,
金碧二期 南北通透 格局方正 刚需首选,单价23781元/平米,195,| 3室2厅 | 82平米 | 北 | 精装,中楼层(共12层)  2000年建塔楼  -,
海珠半岛花园   温馨两房   住家选择,单价33334元/平米,280,| 2室2厅 | 84平米 | 南 | 精装,低楼层(共31层)  1997年建塔楼  -,
金碧花园 厅直出阳台 格局方正 南北对流,单价26004元/平米,160,| 2室2厅 | 61.53平米 | 北 | 简装,高楼层(共15层)  2000年建塔楼  -,
鸣翠花园 地铁上盖旺中带静 刚需户型稀缺,单价26852元/平米,145,| 2室1厅 | 54平米 | 东 | 精装,低楼层(共11层)  2006年建塔楼  -,
泓景花园 精装三房 南北对流,单价37728元/平米,415,| 3室2厅 | 110平米 | 北 | 精装,高楼层(共28层)  2007年建塔楼  -,
温馨两房 户型方正实用 装修保养好,单价19174元/平米,115,| 2室1厅 | 59.98平米 | 东 | 简装,中楼层(共8层)  1998年建塔楼  -,
穗花新村 中层两房 入读省级名校,单价25313元/平米,162,| 2室1厅 | 64平米 | 南 | 简装,中楼层(共9层)  1995年建塔楼  -,
金碧花园 精装两房 西南望花园 满五年,单价25863元/平米,150,| 2室1厅 | 58平米 | 西 | 其他,低楼层(共33层)  2000年建塔楼  -,
金碧花园 东向厅直出阳台  安静望花园,单价24375元/平米,156,| 2室1厅 | 64平米 | 东北 | 简装,低楼层(共22层)  2000年建塔楼  -,
南北对流,位置安静舒适,通风采光好,单价25000元/平米,320,| 3室2厅 | 128平米 | 南 | 其他,低楼层(共17层)  2007年建板塔结合  -,
金碧花园 精装2房 保养新净 家电齐全,单价25715元/平米,180,| 2室2厅 | 70平米 | 东 | 精装,中楼层(共22层)  2000年建塔楼  -,
罗马家园新净实用3房,单价25437元/平米,262,| 3室2厅 | 103平米 | 东 | 精装,低楼层(共18层)  2007年建塔楼  -,
金碧一期 温馨两房 豪华装修,单价25736元/平米,160,| 2室2厅 | 62.17平米 | 北 | 简装,高楼层(共22层)  2000年建塔楼  -,
锦骏华庭 南向两房 户型方正,单价37500元/平米,270,| 2室1厅 | 72平米 | 南 | 精装,中楼层(共28层)  2001年建塔楼  -,
金碧花园一期 方正格局 实用两房,单价20000元/平米,130,| 2室2厅 | 65平米 | 北 | 简装,高楼层(共22层)  2000年建塔楼  -,
金碧花园 实用两房 户型方正,单价28750元/平米,230,| 2室2厅 | 80平米 | 东北 | 精装,中楼层(共32层)  2000年建塔楼  -,
实用温馨单位 配套完善,单价39216元/平米,1000,| 4室2厅 | 255平米 | 南 | 精装,中楼层(共47层)  2008年建塔楼  -,
全新未住 楼王单位 大户人家首选,单价49066元/平米,2100,| 4室2厅 | 428平米 | 南 | 精装,低楼层(共38层)  2002年建塔楼  -,
客村苑 方正实用两房 证过五年且唯一,单价15000元/平米,120,| 2室2厅 | 80平米 | 北 | 其他,高楼层(共9层)  1995年建塔楼  -,
南华花园 总价低 安静小区,单价17392元/平米,80,| 2室1厅 | 46平米 | 东南 | 简装,高楼层(共9层)  1998年建塔楼  -,
祈乐苑 间隔方正 实用三房,单价25715元/平米,360,| 3室2厅 | 140平米 | 北 | 简装,低楼层(共9层)  1999年建塔楼  -,
雅致花园 实用1房,单价16591元/平米,73,| 1室1厅 | 44平米 | 南 | 简装,高楼层(共9层)  1998年建塔楼  -,
万华花园 实用一房一厅 免重税,单价18270元/平米,95,| 1室1厅 | 52平米 | 南 | 简装,低楼层(共9层)  2005年建塔楼  -,
第三金碧花园 东南楼王三房带主套位置安静,单价30089元/平米,340,| 4室2厅 | 113平米 | 南 | 简装,低楼层(共32层)  2000年建塔楼  -,
保利海棠花园 精致3房 格局方正,单价33133元/平米,330,| 3室2厅 | 99.6平米 | 北 | 简装,中楼层(共11层)  2005年建塔楼  -,
万华花园温馨两房，东向，视野开阔！,单价19702元/平米,145,| 2室1厅 | 73.6平米 | 东北 | 简装,中楼层(共9层)  2005年建塔楼  -,
万华花园 精致三房 南北通透 采光充足,单价17347元/平米,170,| 3室2厅 | 98平米 | 南 | 简装,中楼层(共8层)  2005年建塔楼  -,
客村 鸿运花园 环境安静 东南 低层3房,单价23585元/平米,250,| 3室2厅 | 106平米 | 南 | 其他,中楼层(共8层)  1995年建塔楼  -,
富基广场 精致三房 邻近地铁 配套完善,单价32910元/平米,355,| 3室2厅 | 107.87平米 | 东 | 其他,高楼层(共31层)  2007年建塔楼  -,
第三金碧花园，刚需两房，直出阳台无按揭,单价28125元/平米,225,| 2室2厅 | 80平米 | 西北 | 简装,高楼层(共32层)  2000年建塔楼  -,
公安宿舍实用2房 安静舒适 刚需首选,单价16667元/平米,110,| 2室2厅 | 66平米 | 东 | 简装,中楼层(共13层)  2000年建塔楼  -,
万华花园 安静望花园 户型好 带学位,单价16529元/平米,200,| 3室2厅 | 121平米 | 南 | 简装,高楼层(共9层)  2005年建塔楼  -,
保利红棉花园 高层三房 采光好,单价17531元/平米,142,| 3室1厅 | 81平米 | 南 | 简装,高楼层(共9层)  1997年建塔楼  -,
晓港湾 地铁上盖 南向两房 方正实用,单价17024元/平米,143,| 2室2厅 | 84平米 | 南 | 简装,高楼层(共9层)  1999年建塔楼  -,
实用小户型 超高回报率,单价37143元/平米,130,| 1室1厅 | 35平米 | 南 | 简装,中楼层(共32层)  2000年建塔楼  -,
南洲花苑 南北对流 C区南向两房,单价15625元/平米,100,| 2室1厅 | 64平米 | 南 | 简装,高楼层(共9层)  1993年建塔楼  -,
顺景雅苑 南向大两房 交通便利,单价29348元/平米,270,| 2室2厅 | 92平米 | 南 | 精装,中楼层(共15层)  2005年建塔楼  -,
金碧花园二期 南向安静望花园 格局方正修,单价28704元/平米,310,| 3室2厅 | 108平米 | 南 | 简装,低楼层(共32层)  2000年建塔楼  -,
江南西路 通风透气 交通便利,单价22973元/平米,170,| 2室2厅 | 74平米 | 南 | 其他,中楼层(共8层)  塔楼  -,
珠光精装一房 格局方正 产权清晰 视野好,单价33334元/平米,120,| 1室0厅 | 36平米 | 北 | 简装,低楼层(共31层)  2006年建塔楼  -,
富力千禧 实用两房 东南朝向,单价37123元/平米,240,| 2室1厅 | 64.65平米 | 北 | 其他,低楼层(共18层)  2002年建塔楼  -,
富力千禧 高层南向望花园 业主自住保养好,单价41759元/平米,380,| 3室2厅 | 91平米 | 南 | 精装,高楼层(共26层)  2002年建塔楼  -,
金碧花园 南北通透 中高楼层,单价27000元/平米,216,| 2室1厅 | 80平米 | 南 | 精装,中楼层(共32层)  2000年建塔楼  -,
南向三房 高层靓向 地铁上盖,单价32000元/平米,320,| 3室2厅 | 100平米 | 南 | 精装,高楼层(共32层)  2000年建塔楼  -,
鸿荣阁 地铁上盖 电梯两房 交通方便,单价24325元/平米,180,| 2室1厅 | 74平米 | 东南 | 精装,中楼层(共9层)  2000年建塔楼  -,
保利红棉花园 装修保养好,单价16552元/平米,48,| 1室1厅 | 29平米 | 东 | 简装,高楼层(共9层)  1997年建塔楼  -,
侨城花园 地铁上盖 精装三房 采光一流,单价18479元/平米,170,| 2室1厅 | 92平米 | 南 | 简装,高楼层(共9层)  1998年建塔楼  -,
南洲花苑 环境清静 南向单位 采光通风好,单价13340元/平米,115,| 2室1厅 | 86.21平米 | 南 | 精装,高楼层(共9层)  1993年建塔楼  -,
保利花园 电梯复式4房 交通便利,单价25532元/平米,480,| 4室2厅 | 188平米 | 北 | 其他,高楼层(共11层)  2000年建塔楼  -,
侨城花园 三房 采光好,单价20556元/平米,185,| 3室1厅 | 90平米 | 南 | 简装,低楼层(共9层)  1998年建塔楼  -,
翠城花园 实用两房 东南朝向 带平台,单价34524元/平米,290,| 2室2厅 | 84平米 | 东南 | 简装,低楼层(共33层)  2009年建塔楼  -,
天鹅湾 三房带主套,单价31691元/平米,450,| 3室2厅 | 142平米 | 西 | 简装,低楼层(共31层)  2006年建塔楼  -,
翠城花园 实用三房 户型方正 装修新净,单价30152元/平米,313,| 3室2厅 | 103.81平米 | 东 | 简装,中楼层(共32层)  2009年建塔楼  -,
实用三房 业主诚意出售,单价30770元/平米,280,| 3室1厅 | 91平米 | 北 | 简装,低楼层(共14层)  2000年建塔楼  -,
保利百合花园 装修保养新 望花园靓向,单价32066元/平米,295,| 3室2厅 | 92平米 | 西北 | 简装,低楼层(共11层)  2004年建塔楼  -,
豪华装修 正南向 温馨三房,单价32674元/平米,330,| 3室2厅 | 101平米 | 南 | 精装,低楼层(共12层)  2003年建塔楼  -,
愉景雅苑 实用2房 南向 近地铁,单价27420元/平米,170,| 2室1厅 | 62平米 | 南 | 简装,高楼层(共14层)  2000年建塔楼  -,
保利红棉 间隔方正 采光一流修改房评,单价21177元/平米,72,| 1室1厅 | 34平米 | 南 | 简装,高楼层(共9层)  1997年建塔楼  -,
侨城花园黄金地段配黄金楼层，！,单价23959元/平米,115,| 2室1厅 | 48平米 | 西南 | 简装,低楼层(共9层)  1998年建塔楼  -,
金碧花园二期 南向两房 温馨居家,单价25518元/平米,148,| 2室1厅 | 58平米 | 东南 | 精装,中楼层(共32层)  2000年建塔楼  -,
工业大道南 中层两房 正南靓向,单价17705元/平米,108,| 2室1厅 | 61平米 | 南 | 其他,高楼层(共9层)  1992年建塔楼  -,
宏宇广场 罗马假日 实用两房 省级学位,单价28889元/平米,260,| 2室2厅 | 90平米 | 西南 | 简装,高楼层(共31层)  2000年建塔楼  -,
祈乐苑 南向 近中大 天台花园 学区房,单价20968元/平米,130,| 2室1厅 | 62平米 | 南 | 简装,高楼层(共9层)  1999年建塔楼  -,
金碧二期 格局一流 安静舒适,单价25863元/平米,150,| 2室2厅 | 58平米 | 西 | 精装,低楼层(共33层)  2000年建塔楼  -,
英豪花园一期 一房 带南武学位,单价19697元/平米,65,| 1室0厅 | 33平米 | 北 | 简装,高楼层(共9层)  2005年建塔楼  -,
赤岗路89号大院 采光超好 舒适小区,单价16667元/平米,135,| 3室2厅 | 81平米 | 东南 | 其他,高楼层(共8层)  1996年建塔楼  -,
翠城花园六期 楼龄新 保养新 望花园,单价36817元/平米,352,| 3室1厅 | 95.61平米 | 北 | 简装,低楼层(共33层)  2009年建塔楼  -,
实用两房 业主诚意出售,单价28314元/平米,235,| 2室1厅 | 83平米 | 西 | 简装,高楼层(共31层)  1998年建塔楼  -,
侨诚花园 生活配套齐全 干净舒适,单价21429元/平米,120,| 2室1厅 | 56平米 | 东 | 精装,低楼层(共9层)  1998年建塔楼  -,
万华花园 大2房 格局方正,单价14131元/平米,130,| 2室2厅 | 92平米 | 西 | 简装,高楼层(共9层)  2005年建塔楼  -,
金碧一期 稀缺小单位 户型方正好用 全明,单价25000元/平米,160,| 2室2厅 | 64平米 | 北 | 简装,中楼层(共15层)  2000年建塔楼  -,
英豪花园 馨润尚寓 电梯两房 有匙方便看,单价24667元/平米,185,| 2室2厅 | 75平米 | 西北 | 简装,低楼层(共32层)  2005年建塔楼  -,
光大花园 榕景四季 实用两房,单价37858元/平米,265,| 2室1厅 | 70平米 | 东北 | 其他,高楼层(共18层)  2006年建塔楼  -,
第一金碧 实用两房 户型方正 安静望湖,单价23914元/平米,165,| 2室2厅 | 69平米 | 西 | 精装,低楼层(共22层)  2000年建塔楼  -,
聚雅苑 东南靓向 间隔方正,单价34383元/平米,306,| 2室2厅 | 89平米 | 南 | 简装,中楼层(共21层)  2006年建塔楼  -,
嘉仕花园 南北对流三房 通风采光好,单价32906元/平米,385,| 3室2厅 | 117平米 | 南 | 简装,低楼层(共32层)  2003年建塔楼  -,
翠馨华庭 新发展中轴线 电梯两房,单价25975元/平米,100,| 2室1厅 | 38.5平米 | 东 | 简装,低楼层(共24层)  2003年建塔楼  -,
第三金碧花园 安静舒适两居室 稀缺户型,单价30245元/平米,235,| 2室2厅 | 77.7平米 | 东北 | 精装,高楼层(共32层)  2000年建塔楼  -,
英豪花园二期 低层楼梯房 安静花园中心,单价25343元/平米,185,| 2室2厅 | 73平米 | 东 | 简装,低楼层(共9层)  2005年建塔楼  -,
荟翠苑 精装实用两房,单价20000元/平米,126,| 2室1厅 | 63平米 | 南 | 简装,中楼层(共9层)  1998年建塔楼  -,
厅直出阳台 宽敞舒适 温馨大气 单边位,单价29018元/平米,325,| 4室2厅 | 112平米 | 南 | 简装,高楼层(共32层)  2000年建塔楼  -,
西基东 精装小三房 旺中带静,单价17902元/平米,145,| 3室1厅 | 81平米 | 东北 | 其他,中楼层(共8层)  塔楼  -,
晓港湾 方正两房 厅出阳台 地铁上盖,单价17242元/平米,110,| 2室2厅 | 63.8平米 | 西南 | 简装,高楼层(共9层)  1999年建塔楼  -,
侨诚花园 电梯两房 南向望花园,单价22034元/平米,130,| 2室1厅 | 59平米 | 南 | 简装,高楼层(共9层)  1998年建塔楼  -,
华标品峰 无敌江景 豪华装修 性价比高,单价43637元/平米,1200,| 5室2厅 | 275平米 | 东北 | 其他,高楼层(共47层)  2008年建塔楼  -,
雅致花园 南向两房 厅大房大 保养新,单价18572元/平米,130,| 2室2厅 | 70平米 | 东北 | 简装,高楼层(共9层)  1998年建塔楼  -,
南北对流 光线充足,单价20426元/平米,96,| 2室1厅 | 47平米 | 北 | 简装,中楼层(共9层)  1997年建塔楼  -,
金豪嘉苑 东西对流 间隔方正 厅大房大,单价30380元/平米,480,| 4室2厅 | 158平米 | 东 | 精装,中楼层(共20层)  2004年建塔楼  -,
南洲花苑 精装两房 证够两年,单价13479元/平米,93,| 2室1厅 | 69平米 | 东 | 简装,高楼层(共9层)  1993年建塔楼  -,
东晓南 晓港湾步梯正宗一房一厅 投资首选,单价17059元/平米,58,| 2室1厅 | 34平米 | 西南 | 简装,高楼层(共9层)  1999年建塔楼  -,
晓港湾 地铁上盖 户型方正 正宗一房一厅,单价15250元/平米,61,| 1室1厅 | 40平米 | 东南 | 简装,高楼层(共9层)  1999年建塔楼  -,
翠馨华庭 学位两房 电梯房推荐,单价27693元/平米,108,| 2室1厅 | 39平米 | 东南 | 精装,高楼层(共25层)  2003年建塔楼  -,
嘉鸿花园 金玫瑰园电梯一房 安静向望花园,单价25000元/平米,80,| 1室0厅 | 32平米 | 北 | 简装,高楼层(共27层)  1999年建塔楼  -,
晓港湾 精装两房 实用舒适 居家首选,单价22141元/平米,120,| 2室1厅 | 54.2平米 | 东 | 简装,低楼层(共23层)  1999年建塔楼  -,
保利红棉花园 精致一房 方正实用,单价19025元/平米,78,| 1室1厅 | 41平米 | 东南 | 简装,中楼层(共9层)  1997年建塔楼  -,
富景花园 间隔方正 通风采光好,单价28226元/平米,175,| 2室1厅 | 62平米 | 北 | 简装,中楼层(共32层)  2003年建塔楼  -,
江南花园 三房出售,单价27967元/平米,330,| 3室2厅 | 118平米 | 东 | 简装,高楼层(共9层)  2005年建塔楼  -,
元邦明月园 4房单位 带入户花园,单价36145元/平米,600,| 4室2厅 | 166平米 | 南 | 精装,中楼层(共25层)  2002年建塔楼  -,
保利红棉花园 方正实用 通风光猛,单价18422元/平米,105,| 2室2厅 | 57平米 | 西南 | 简装,高楼层(共9层)  1997年建塔楼  -,
晓港湾 实用两房 中层采光好 满五年唯一,单价18086元/平米,85,| 2室1厅 | 47平米 | 东 | 简装,中楼层(共9层)  1999年建塔楼  -,
成熟小区 稀缺户型 厅大房大,单价21819元/平米,192,| 3室2厅 | 88平米 | 东南 | 其他,低楼层(共12层)  1999年建塔楼  -,
晓港湾 实用两房 南北对流 有天台花园,单价14063元/平米,90,| 2室2厅 | 64平米 | 西北 | 简装,高楼层(共9层)  1999年建塔楼  -,
双子星城 繁华地段 交通方便投资住家好,单价28889元/平米,182,| 3室2厅 | 63平米 | 南 | 其他,低楼层(共18层)  2005年建塔楼  -,
