name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
新安苑 实用两房 地铁口物业 下沙学位,单价13514元/平米,100,| 3室1厅 | 74平米 | 北 | 简装,高楼层(共9层)  1998年建塔楼  -,
省电力一局 实用三房 房出阳台南向,单价10149元/平米,88,| 3室1厅 | 86.71平米 | 东 | 其他,高楼层(共9层)  塔楼  -,
港前路 南向精装两房 荔园学位  商品房,单价11972元/平米,85,| 2室2厅 | 71平米 | 南 | 其他,中楼层(共7层)  塔楼  -,
冶炼厂宿舍 实用中层南北向3房 一手业主,单价11310元/平米,95,| 3室2厅 | 84平米 | 南 | 简装,中楼层(共8层)  塔楼  -,
石化生活区 地铁口精装南北向学位3房,单价15169元/平米,135,| 3室2厅 | 89平米 | 暂无数据 | 简装,高楼层(共8层)  1993年建塔楼  -,
总价低 框架两房 楼层好 采光一流 实用,单价13889元/平米,100,| 2室1厅 | 72平米 | 南 | 简装,高楼层(共8层)  塔楼  -,
海员路 实用2房,单价13381元/平米,95,| 2室1厅 | 71平米 | 东南 | 其他,高楼层(共6层)  塔楼  -,
港湾西四街 南北对流 周边配套齐全,单价17911元/平米,120,| 2室2厅 | 67平米 | 南 | 简装,低楼层(共8层)  塔楼  -,
富域尚品居 电梯中楼层 地铁上盖 升值大,单价14241元/平米,100,| 2室1厅 | 70.22平米 | 北 | 其他,中楼层(共17层)  2009年建塔楼  -,
丰逸尚居 户型方正 实用一房 地铁上盖,单价19303元/平米,83,| 1室1厅 | 43平米 | 北 | 其他,高楼层(共29层)  塔楼  -,
新港生活区 地铁上盖 配套齐全 交通方便,单价13914元/平米,128,| 3室2厅 | 92平米 | 南 | 精装,中楼层(共8层)  塔楼  -,
高层的一房，房屋里面装修简单，一梯四户，,单价14652元/平米,63,| 2室1厅 | 43平米 | 南 | 简装,中楼层(共5层)  1976年建塔楼  -,
天虹花园 配套成熟 交通便利,单价12500元/平米,70,| 2室1厅 | 56平米 | 东 | 其他,高楼层(共9层)  塔楼  -,
泰景花园东城华庭 南向大三房 地铁口物业,单价26000元/平米,325,| 3室2厅 | 125平米 | 南 | 简装,高楼层(共27层)  2012年建塔楼  -,
金碧世纪花园 高层南向 视野开阔,单价23189元/平米,160,| 2室2厅 | 69平米 | 南 | 简装,高楼层(共17层)  2004年建塔楼  -,
文船生活区 适合老人小孩 未来13号线,单价18000元/平米,162,| 4室2厅 | 90平米 | 南 | 其他,低楼层(共7层)  1999年建塔楼  -,
新安苑 实用两方房 南北对流 地铁上盖,单价15574元/平米,95,| 2室1厅 | 61平米 | 北 | 精装,高楼层(共9层)  1998年建塔楼  -,
黄埔花园 安静不吵 省级怡园东学位,单价26207元/平米,228,| 2室1厅 | 87平米 | 北 | 其他,低楼层(共18层)  2011年建塔楼  -,
火电厂宿舍 实用大两房 3号地铁庙头站修,单价11177元/平米,95,| 2室2厅 | 85平米 | 东 | 其他,高楼层(共8层)  塔楼  -,
东城国际商住两用公寓，地铁上盖 可注册,单价16439元/平米,120,| 1室1厅 | 73平米 | 南 | 精装,中楼层(共30层)  塔楼  -,
新港生活区 地铁上盖 配套齐全 交通方便,单价9445元/平米,34,| 1室1厅 | 36平米 | 南 | 其他,高楼层(共5层)  塔楼  -,
长洲岛 总价低 刚需房 南北对流,单价10735元/平米,58,| 2室1厅 | 54.03平米 | 南 | 简装,低楼层(共6层)  塔楼  -,
蟹山路 兵站宿舍 环境安静舒适,单价14211元/平米,135,| 3室2厅 | 95平米 | 南 | 其他,中楼层(共6层)  塔楼  -,
墩美小区 近未来13号线地铁 总价低,单价10295元/平米,70,| 3室1厅 | 68平米 | 暂无数据 | 其他,高楼层(共9层)  塔楼  -,
火电厂宿舍 全新装修 南向望公园 南北向,单价13403元/平米,130,| 4室2厅 | 97平米 | 南 | 精装,中楼层(共6层)  塔楼  -,
三村远洋宿舍 稀缺南向小三房 采光超好,单价15278元/平米,110,| 3室1厅 | 72平米 | 东南 | 其他,高楼层(共7层)  塔楼  -,
三村远洋舒适保养好 楼层低 过五唯一,单价18056元/平米,130,| 2室1厅 | 72平米 | 南 | 精装,低楼层(共8层)  塔楼  -,
三村远洋舒适保养好 中楼层两房,单价18465元/平米,115,| 2室2厅 | 62.28平米 | 西 | 其他,中楼层(共7层)  塔楼  -,
怡港花园 温馨2房 楼王单位,单价25288元/平米,220,| 2室2厅 | 87平米 | 西南 | 其他,高楼层(共24层)  1999年建塔楼  -,
怡园小区 新装修两房 黄金楼层 总价便宜,单价21213元/平米,140,| 2室2厅 | 66平米 | 东北 | 精装,中楼层(共8层)  1992年建塔楼  -,
碧世纪花园 实用两房 采光好,单价24308元/平米,158,| 2室2厅 | 65平米 | 北 | 简装,中楼层(共32层)  2004年建塔楼  -,
金碧世纪花园 精装时尚两房 产权清晰,单价25000元/平米,180,| 2室2厅 | 72平米 | 北 | 其他,高楼层(共17层)  2004年建塔楼  -,
大沙地铁口物业  靓装三房 旺地位置,单价16667元/平米,160,| 3室2厅 | 96平米 | 南 | 简装,中楼层(共8层)  塔楼  -,
荔景园 交通便利 楼龄新 荔园小区,单价15069元/平米,110,| 2室1厅 | 73平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
金碧世纪花园 高楼层 采光好,单价24265元/平米,165,| 2室2厅 | 68平米 | 北 | 简装,高楼层(共32层)  2004年建塔楼  -,
新景楼 大沙东地铁口物业 入读名校,单价13229元/平米,168,| 3室2厅 | 127平米 | 南 | 精装,高楼层(共9层)  塔楼  -,
荔园小区 实用2房 低楼层,单价18592元/平米,132,| 2室1厅 | 71平米 | 南 | 精装,中楼层(共9层)  1995年建塔楼  -,
新世纪花园 黄金楼层三房 省一级学位,单价16266元/平米,135,| 3室1厅 | 83平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
地铁口 黄金楼层 温馨两房 家私齐全,单价16623元/平米,125,| 2室1厅 | 75.2平米 | 西 | 简装,中楼层(共9层)  塔楼  -,
东城国际写字楼 近地铁 配套完善,单价15847元/平米,103,| 1室1厅 | 65平米 | 暂无数据 | 精装,中楼层(共30层)  塔楼  -,
南北对流 高层单位 双阳台 入读名校,单价13219元/平米,115,| 2室2厅 | 87平米 | 南 | 精装,高楼层(共9层)  塔楼  -,
黄电新村 未来地铁口 黄金楼层 采光充足,单价10431元/平米,104,| 2室2厅 | 99.71平米 | 南 | 其他,高楼层(共7层)  塔楼  -,
文船生活区 未来13号线地铁口 低总价,单价14667元/平米,110,| 2室2厅 | 75平米 | 南 | 其他,高楼层(共8层)  1999年建塔楼  -,
怡园小区 精装两房 南向少有 怡园学位,单价20000元/平米,150,| 2室2厅 | 75平米 | 南 | 其他,中楼层(共8层)  1992年建塔楼  -,
石化生活区 地铁上盖 简单装修 证过五年,单价15080元/平米,95,| 2室1厅 | 63平米 | 南 | 其他,中楼层(共8层)  1987年建塔楼  -,
实用舒适单位 配套完善,单价23944元/平米,170,| 2室2厅 | 71平米 | 南 | 其他,低楼层(共17层)  2004年建塔楼  -,
实用两房  通风采光很好 投资自住两相宜,单价7888元/平米,56,| 2室2厅 | 71平米 | 南 | 其他,中楼层(共8层)  塔楼  -,
金逸雅居,精装三房,通风采光好,交通便利,单价20477元/平米,215,| 3室2厅 | 105平米 | 北 | 精装,高楼层(共17层)  2006年建塔楼  -,
金逸雅居 方正 安静看花园 带学位 地铁,单价25000元/平米,240,| 3室2厅 | 96平米 | 东南 | 精装,中楼层(共16层)  2006年建塔楼  -,
天虹花园 配套成熟 交通便利 格局方正,单价17000元/平米,90.54,| 1室1厅 | 53.26平米 | 东 | 其他,中楼层(共9层)  塔楼  -,
石化生活区 地铁上盖物业 成熟大型社区,单价15874元/平米,100,| 2室2厅 | 63平米 | 南 | 简装,低楼层(共6层)  1984年建塔楼  -,
荔香花园 南北对流 正规2房,单价15556元/平米,126,| 2室2厅 | 81平米 | 南 | 精装,高楼层(共9层)  塔楼  -,
装修保养好,单价15589元/平米,53,| 1室1厅 | 34平米 | 南 | 简装,低楼层(共6层)  1976年建塔楼  -,
菠萝庙船 东南向 实用2房,单价12122元/平米,80,| 2室2厅 | 66平米 | 南 | 简装,高楼层(共8层)  塔楼  -,
怡园总校学位 南北通透 精装修 总价低,单价17693元/平米,92,| 2室1厅 | 52平米 | 南 | 精装,高楼层(共6层)  1999年建塔楼  -,
红山派出所宿舍 实用大两房 地铁口物业,单价17858元/平米,150,| 2室2厅 | 84平米 | 南 | 精装,中楼层(共9层)  塔楼  -,
荔景园 入读荔园小学 南北对流 房大厅大,单价14904元/平米,155,| 4室2厅 | 104平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
墩美小区 大两房出售,单价10000元/平米,71,| 2室0厅 | 71平米 | 南 | 简装,中楼层(共8层)  塔楼  -,
新港生活区 地铁上盖 交通便利,单价10870元/平米,50,| 2室1厅 | 46平米 | 南 | 其他,低楼层(共9层)  塔楼  -,
天虹花园 配套成熟 交通便利 格局方正,单价17000元/平米,90.54,| 1室1厅 | 53.26平米 | 东 | 其他,中楼层(共9层)  塔楼  -,
怡港花园怡海楼 2室1厅 240万,单价28572元/平米,240,| 2室1厅 | 84平米 | 西南 | 其他,中楼层(共24层)  1999年建塔楼  -,
沙浦远洋宿舍 小区安静 黄金楼层,单价11047元/平米,95,| 2室1厅 | 86平米 | 南 | 其他,低楼层(共9层)  塔楼  -,
三村远洋舒适保养好 中楼层 过五不唯一,单价17663元/平米,110,| 3室1厅 | 62.28平米 | 南 | 其他,高楼层(共7层)  塔楼  -,
沙浦远洋宿舍 精装两房 南北对流,单价11112元/平米,90,| 3室1厅 | 81平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
东城国际商住写字楼 地铁上盖 可注册,单价17022元/平米,160,| 2室1厅 | 94平米 | 西北 | 简装,低楼层(共30层)  塔楼  -,
怡港花园 精装实用2房 装修保养好,单价23438元/平米,225,| 2室2厅 | 96平米 | 北 | 精装,高楼层(共17层)  1999年建塔楼  -,
怡港花园 实用2房 南北对流 靓楼层,单价22353元/平米,190,| 2室2厅 | 85平米 | 南 | 简装,中楼层(共11层)  1999年建塔楼  -,
黄埔花园 精致两房 配备省级学位 免装修,单价25803元/平米,209,| 2室2厅 | 81平米 | 北 | 精装,低楼层(共30层)  2011年建塔楼  -,
电梯房，大三房,单价11364元/平米,100,| 4室2厅 | 88平米 | 南 | 其他,高楼层(共13层)  塔楼  -,
带省一级小学 用公积金贷款 交通方便,单价9460元/平米,70,| 2室2厅 | 74平米 | 暂无数据 | 其他,中楼层(共6层)  塔楼  -,
地铁物业 黄金楼层 证过两年 刚需两房,单价15672元/平米,105,| 2室2厅 | 67平米 | 南 | 简装,中楼层(共8层)  塔楼  -,
祥辉苑 低层两房 投资落户首选 各付各税,单价16052元/平米,100,| 2室1厅 | 62.3平米 | 东 | 简装,低楼层(共10层)  塔楼  -,
金堂楼精装大两房放卖，省级荔园学位,单价18628元/平米,190,| 3室1厅 | 102平米 | 北 | 简装,低楼层(共24层)  1994年建塔楼  -,
怡园小区 中层南向两房 怡园学位房,单价21233元/平米,155,| 2室2厅 | 73平米 | 南 | 其他,中楼层(共8层)  1992年建塔楼  -,
君和名城 新房未住过 精装修安静不吵,单价24223元/平米,218,| 3室2厅 | 90平米 | 北 | 简装,中楼层(共34层)  塔楼  -,
金碧领秀国际 南向望江大三房 格局方正,单价26316元/平米,350,| 3室2厅 | 133平米 | 东南 | 简装,低楼层(共33层)  2007年建塔楼  -,
大沙地铁口物业 靓装三房 带怡园学,单价16592元/平米,110,| 3室2厅 | 66.3平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
黄埔花园 一房一厅西南向 学位房 地铁口,单价26063元/平米,160,| 1室1厅 | 61.39平米 | 西南 | 精装,中楼层(共25层)  2011年建塔楼  -,
黄埔雅苑 三房 南北通透 格局大气,单价19588元/平米,190,| 3室2厅 | 97平米 | 南 | 毛坯,中楼层(共17层)  1970年建塔楼  -,
祥辉花园 实用大三房 未来地铁口物业,单价11463元/平米,100,| 2室0厅 | 87.24平米 | 东南 | 简装,低楼层(共13层)  塔楼  -,
悦涛雅苑 省级学位房 明年通地铁,单价17709元/平米,170,| 3室2厅 | 96平米 | 北 | 精装,高楼层(共6层)  2000年建塔楼  -,
三角楼 周边配套完善 方正实用,单价15091元/平米,83,| 2室1厅 | 55平米 | 东南 | 精装,低楼层(共6层)  塔楼  -,
石化生活区 中间楼层 南北对流 交通便利,单价14916元/平米,88,| 3室2厅 | 59平米 | 南 | 精装,低楼层(共8层)  1987年建塔楼  -,
银丰花园 精致3房 证够2年 地铁上盖,单价12526元/平米,135,| 3室2厅 | 107.78平米 | 北 | 简装,中楼层(共9层)  1999年建塔楼  -,
精装靓屋 刚需两房 方正实用 南北对流,单价16667元/平米,100,| 2室2厅 | 60平米 | 北 | 简装,高楼层(共9层)  1995年建塔楼  -,
框架两房 通风采光好 证满五年,单价16770元/平米,98,| 2室1厅 | 58.44平米 | 南 | 其他,中楼层(共6层)  塔楼  -,
石化生活区 黄金楼层 装修保养好,单价15317元/平米,55,| 1室1厅 | 35.91平米 | 南 | 精装,低楼层(共6层)  1976年建塔楼  -,
红山派出所宿舍 中间位置楼王 楼层好,单价15731元/平米,140,| 3室2厅 | 89平米 | 东 | 精装,中楼层(共8层)  塔楼  -,
未来地铁沿线,实用大三房,保养新净,单价22917元/平米,275,| 3室2厅 | 120平米 | 东南 | 精装,低楼层(共17层)  2006年建塔楼  -,
省电力一局 总价低 投资首选 未来地铁口,单价10186元/平米,55,| 2室1厅 | 54平米 | 暂无数据 | 其他,中楼层(共9层)  塔楼  -,
安静不吵 出行便利,单价15847元/平米,103,| 2室1厅 | 65平米 | 南 | 简装,中楼层(共8层)  塔楼  -,
广机床研究所宿舍 中层实用两房 少有放卖,单价11924元/平米,62,| 2室1厅 | 52平米 | 南 | 其他,中楼层(共5层)  塔楼  -,
金碧领秀 南向单间 南北对流 怡园学位,单价24616元/平米,96,| 1室0厅 | 39平米 | 南 | 精装,低楼层(共33层)  2007年建塔楼  -,
荔园小区 适用两房 南北向 荔园学位,单价14018元/平米,112,| 3室2厅 | 79.9平米 | 南 | 精装,高楼层(共9层)  2006年建塔楼  -,
荔香花园 精装二房 荔园学位,单价15215元/平米,110,| 2室2厅 | 72.3平米 | 东 | 简装,低楼层(共9层)  塔楼  -,
金碧领秀精装3房 带省一级学位,单价23637元/平米,260,| 3室2厅 | 110平米 | 北 | 精装,高楼层(共33层)  2007年建塔楼  -,
金碧领秀国际 精致大三房 证过五年,单价29907元/平米,320,| 3室2厅 | 107平米 | 北 | 其他,低楼层(共33层)  2007年建塔楼  -,
万科城市花园 望泳池四房 中高楼层视野宽,单价18438元/平米,295,| 4室2厅 | 160平米 | 东南 | 精装,高楼层(共18层)  2003年建塔楼  -,
骏鸿苑 地铁口上盖 精装三房 配套成熟,单价19673元/平米,180,| 3室2厅 | 91.5平米 | 南 | 精装,中楼层(共7层)  塔楼  -,
【满堂红链家】鱼木小区 南向三房,单价20000元/平米,152,| 3室1厅 | 76平米 | 南 | 简装,中楼层(共6层)  塔楼  -,
煤气公司宿舍 豪装两房 双阳台 荔园学位,单价20271元/平米,135,| 2室1厅 | 66.6平米 | 南 | 简装,中楼层(共8层)  1993年建塔楼  -,
全新装修 北向两房 重金打造 稀有房源,单价26471元/平米,270,| 3室2厅 | 102平米 | 北 | 其他,高楼层(共24层)  塔楼  -,
文船生活区 低楼层 南向 宜自住 稀缺户,单价18997元/平米,120,| 3室2厅 | 63.17平米 | 南 | 其他,低楼层(共8层)  1999年建塔楼  -,
石化生活区 通风采光好,单价12904元/平米,80,| 2室2厅 | 62平米 | 南 | 其他,低楼层(共6层)  1984年建塔楼  -,
大沙地铁口物业 靓装三房 带怡园学,单价16154元/平米,126,| 2室1厅 | 78平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
石化生活区 中等装修 框架结构 地铁口,单价15790元/平米,90,| 2室1厅 | 57平米 | 南 | 简装,低楼层(共8层)  1987年建塔楼  -,
新景楼 地铁口物业 交通方便 省级学位,单价13096元/平米,110,| 2室2厅 | 84平米 | 西北 | 简装,高楼层(共9层)  塔楼  -,
石化大院 经典一房 价格实惠,单价13685元/平米,52,| 1室1厅 | 38平米 | 南 | 简装,中楼层(共6层)  1976年建塔楼  -,
黄埔雅苑 刚需两房 精装修,单价21217元/平米,165,| 2室1厅 | 77.77平米 | 北 | 简装,高楼层(共17层)  1970年建塔楼  -,
省电力一局宿舍 房改房 素质住户黄金楼层,单价9871元/平米,76,| 2室1厅 | 77平米 | 南 | 其他,低楼层(共9层)  塔楼  -,
户型大气 超爽式精装修 异域享乐,单价26163元/平米,450,| 3室2厅 | 172平米 | 南 | 精装,高楼层(共24层)  2011年建塔楼  -,
金逸雅居 未来地铁口物业 带省级怡园学位,单价23000元/平米,282.9,| 3室2厅 | 123平米 | 西南 | 精装,高楼层(共17层)  2006年建塔楼  -,
省一级怡园学区 全新装修南向大两房,单价17858元/平米,150,| 2室2厅 | 84平米 | 南 | 简装,中楼层(共8层)  1992年建塔楼  -,
鹤林苑 地铁口 省级学位 投资回报率高,单价15065元/平米,116,| 2室1厅 | 77平米 | 北 | 简装,中楼层(共9层)  2000年建塔楼  -,
乙烯大院  精装三房  地铁五号线 学位,单价14400元/平米,108,| 3室1厅 | 75平米 | 南 | 精装,高楼层(共8层)  1998年建塔楼  -,
丰乐小区学位房近地铁,单价12924元/平米,84,| 2室1厅 | 65平米 | 北 | 简装,高楼层(共9层)  1990年建塔楼  -,
带有公立的荔园小学学位 生活十分便利,单价16667元/平米,165,| 3室1厅 | 99平米 | 南 | 简装,低楼层(共9层)  塔楼  -,
荔香花园 南北通透 正规3房,单价15556元/平米,140,| 3室2厅 | 90平米 | 南 | 精装,高楼层(共9层)  塔楼  -,
黄埔花园，精装大四房，省级怡园学位,单价25863元/平米,450,| 4室2厅 | 174平米 | 南 | 其他,高楼层(共24层)  2011年建塔楼  -,
黄埔新村 地铁上盖 生活设施齐全,单价13685元/平米,130,| 3室1厅 | 95平米 | 南 | 精装,高楼层(共9层)  1970年建塔楼  -,
荔香花园 精装三房 无遮挡采光好,单价12922元/平米,115,| 3室2厅 | 89平米 | 南 | 精装,高楼层(共9层)  塔楼  -,
