name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
浪琴屿花园，南二外学位，客厅高5.4米，7房5卫4阳台,单价63690元/平米,1800,| 7室2厅 | 282.62平米 | 南 北 | 精装,中楼层(共7层)  2001年建板塔结合  -,
阳光带海滨城一期大四房，东南向采光好，南外学位可用,单价100835元/平米,1450,| 4室2厅 | 143.8平米 | 东南 | 简装,低楼层(共30层)  2002年建板塔结合  -,
地铁口 公园物业 看花园 安静 满五年唯一住宅税费少,单价100000元/平米,890,| 4室2厅 | 89平米 | 南 | 精装,中楼层(共32层)  2011年建板塔结合  -,
海尚国际，蛇口十佳户型，使用面积高,单价53399元/平米,550,| 3室2厅 | 103平米 | 东南 | 其他,低楼层(共32层)  2004年建塔楼  -,
南山前海山水情三层复式带双实验学位,单价86673元/平米,1060,| 4室2厅 | 122.3平米 | 东南 | 精装,高楼层(共7层)  2001年建板塔结合  -,
星海五期精装一房 满二年 红本 通透明亮 带阳台和入户,单价71236元/平米,290,| 1室1厅 | 40.71平米 | 北 | 精装,高楼层(共32层)  2006年建板塔结合  -,
桃源村三期   红本免税   东南向  中间楼层,单价54941元/平米,491,| 3室2厅 | 89.37平米 | 南 | 简装,中楼层(共34层)  2008年建塔楼  -,
信和看花园东南向三房 距离新地铁南油站150米,单价66816元/平米,599,| 3室2厅 | 89.65平米 | 东南 | 精装,中楼层(共29层)  2006年建板塔结合  -,
精装两房  红本无税  南山双实验,单价65433元/平米,530,| 2室2厅 | 81平米 | 南 | 简装,低楼层(共16层)  2004年建板塔结合  -,
南国丽城 地铁口物业 学区房 无营业税,单价54789元/平米,595,| 3室2厅 | 108.6平米 | 东 西 | 精装,中楼层(共22层)  2003年建板塔结合  -,
海伴雅居 海上世界稀缺精装电梯两房 免税 急售,单价58065元/平米,360,| 2室2厅 | 62平米 | 西南 | 精装,低楼层(共18层)  2002年建板塔结合  -,
鼎太风华七期 两居室 朝南 满五且唯一,单价75000元/平米,540,| 2室2厅 | 72平米 | 南 | 精装,高楼层(共11层)  2008年建板塔结合  -,
半岛城邦一期 高层 看海景 121平3房 满五年 看房方便,单价101653元/平米,1230,| 3室2厅 | 121平米 | 西南 | 精装,高楼层(共29层)  2006年建板塔结合  -,
世纪村/正规2居/高楼层/随时看房/满五年唯一/红本在手,单价84783元/平米,780,| 2室2厅 | 92平米 | 西南 | 精装,中楼层(共16层)  2002年建塔楼  -,
恒立心海湾花园满五唯一复式房，业主诚心出售。,单价84270元/平米,750,| 4室3厅 | 89平米 | 南 | 简装,高楼层(共32层)  2009年建板塔结合  -,
东滨华苑 东南向 送精装修 配套成熟社区,单价50834元/平米,610,| 3室2厅 | 120平米 | 东南 | 精装,低楼层(共20层)  2000年建板塔结合  -,
桃花园、大三房出售、满五唯一、优质！！！,单价49300元/平米,493,| 3室2厅 | 100平米 | 西南 | 其他,低楼层(共7层)  1990年建板塔结合  -,
铭筑，满五唯一 税费比较少 高楼层，前后无遮挡！,单价106025元/平米,880,| 3室2厅 | 83平米 | 西南 | 精装,低楼层(共32层)  2011年建板塔结合  -,
山水情家园满五年唯一，红本在手，税费少，双实验学位,单价69028元/平米,540,| 2室2厅 | 78.23平米 | 西北 | 精装,低楼层(共9层)  2001年建板塔结合  -,
南海台大厦，经典大两房，采光好，无遮挡。,单价52381元/平米,440,| 2室1厅 | 84平米 | 西 | 其他,高楼层(共19层)  1999年建塔楼  -,
塘朗雅苑 精装修四房 客厅出阳台 看山景,单价61776元/平米,650,| 4室2厅 | 105.22平米 | 北 | 精装,高楼层(共17层)  2009年建塔楼  -,
中信红树湾精装四房 一线海景 朝南满五唯一,单价99602元/平米,1750,| 4室2厅 | 175.7平米 | 东南 | 精装,高楼层(共32层)  2005年建板楼  -,
此房满五年唯一，南北通透，带南外文华学位,单价68641元/平米,670,| 3室2厅 | 97.61平米 | 南 北 | 简装,低楼层(共7层)  板塔结合  -,
世纪假日广场 精装小两房 稀缺户型送储物间,单价63856元/平米,530,| 2室2厅 | 83平米 | 西北 | 精装,低楼层(共34层)  2009年建板塔结合  -,
英达钰龙园满五年唯一 三房两厅 诚意出售,单价68203元/平米,607,| 3室2厅 | 89平米 | 西南 | 精装,高楼层(共32层)  2004年建塔楼  -,
满五唯一免营业税个税 南北通透 看花园安静,单价81633元/平米,800,| 3室2厅 | 98平米 | 东南 | 精装,低楼层(共31层)  2009年建塔楼  -,
诺德假日花园89平830万，客厅出阳台,单价93259元/平米,830,| 4室2厅 | 89平米 | 东南 | 其他,中楼层(共32层)  2009年建板塔结合  -,
美丽湾国际公寓，实用两房，位置安静，投资首选,单价65542元/平米,299,| 2室2厅 | 45.62平米 | 西 | 精装,高楼层(共14层)  2006年建塔楼  -,
两房变三房 龙城花园实用户型通透,单价58929元/平米,330,| 3室1厅 | 56平米 | 南 | 简装,低楼层(共6层)  1986年建板楼  -,
星海名城五期 满五年唯一 红本在手 厅出阳台大两房,单价69880元/平米,580,| 2室2厅 | 83平米 | 西南 | 精装,中楼层(共32层)  2006年建板塔结合  -,
波托菲诺天鹅堡业主自住精装房 满5年,单价82273元/平米,1900,| 4室2厅 | 230.94平米 | 南 | 精装,低楼层(共31层)  2002年建板塔结合  -,
前海商圈，满五唯一，观看大南山，随时看房,单价60780元/平米,382,| 2室2厅 | 62.85平米 | 东 北 | 简装,高楼层(共18层)  2002年建板塔结合  -,
颐安阅海 270度海景房 南北通透 三面采光,单价140450元/平米,1250,| 3室2厅 | 89平米 | 南 | 精装,高楼层(共25层)  2009年建板楼  -,
龙都名园 中间楼层 电梯房 两房一厅 看山景,单价58036元/平米,325,| 2室1厅 | 56平米 | 北 | 简装,高楼层(共17层)  2002年建塔楼  -,
嘉南美地  红本免税三房  本月必卖优质好房,单价57827元/平米,628,| 3室2厅 | 108.6平米 | 南 北 | 简装,高楼层(共19层)  2005年建板塔结合  -,
1号线大新地铁口 新德家园 一手业主 满五 正南向 三房,单价77105元/平米,750,| 3室2厅 | 97.27平米 | 东南 | 精装,中楼层(共28层)  2006年建塔楼  -,
三湘海尚花园经典户型148平米豪华装修看园林怡景,单价100000元/平米,1480,| 3室2厅 | 148平米 | 南 北 | 精装,低楼层(共30层)  2010年建板楼  -,
厚德品园大四房，高层采光通风都不错。满五年唯一,单价86852元/平米,938,| 4室2厅 | 108平米 | 南 | 毛坯,高楼层(共32层)  2008年建板塔结合  -,
南山中心 鸿瑞花园 朝南向新装修三房 地铁口物业,单价70182元/平米,780,| 4室2厅 | 111.14平米 | 西南 | 精装,高楼层(共25层)  2001年建板塔结合  -,
海月一期，南北通透4房，满五唯一，红本在手。免个税,单价79662元/平米,1280,| 4室2厅 | 160.68平米 | 南 北 | 简装,中楼层(共13层)  1999年建板塔结合  -,
后海公馆 满五唯一 育才学位 看房方便,单价89847元/平米,1168,| 4室2厅 | 130平米 | 东南 | 精装,低楼层(共30层)  2007年建板塔结合  -,
滨福庭院 南向精装四房 红本唯一 学位可用,单价101695元/平米,1200,| 4室2厅 | 118平米 | 南 北 | 精装,高楼层(共11层)  2005年建板塔结合  -,
蔚蓝海岸二期 全南两房 北师大学位连读 地铁房,单价90019元/平米,680,| 2室2厅 | 75.54平米 | 西南 | 简装,中楼层(共18层)  2003年建塔楼  -,
红树西岸  此房满五年唯一，且红本在手，南北通透。,单价103822元/平米,2100,| 3室2厅 | 202.27平米 | 南 北 | 精装,低楼层(共31层)  2005年建塔楼  -,
东方新地正规两房，精装修，周边配套和地段好,单价53704元/平米,435,| 2室1厅 | 81平米 | 南 北 | 其他,高楼层(共22层)  2005年建塔楼  -,
中信红树湾北区高楼层全高尔夫景观送大中庭,单价128458元/平米,3000,| 5室2厅 | 233.54平米 | 西南 | 精装,高楼层(共31层)  2008年建板楼  -,
招商名仕花园 2室2厅 660万,单价75300元/平米,660,| 2室2厅 | 87.65平米 | 南 北 | 精装,中楼层(共7层)  2002年建板塔结合  -,
海尚国际高层看海景标准两房通风采光佳,单价60420元/平米,490,| 2室2厅 | 81.1平米 | 东南 | 精装,高楼层(共32层)  2004年建塔楼  -,
新街口花园满5年唯一红本在手 临在建地铁口 学府中学,单价56314元/平米,355,| 2室1厅 | 63.04平米 | 东南 | 精装,中楼层(共12层)  2004年建板塔结合  -,
欧陆经典 一梯两户 满五唯一 税费少,单价60551元/平米,660,| 3室2厅 | 109平米 | 南 | 精装,低楼层(共11层)  2005年建塔楼  -,
城市假日，东南向，红本在手，看园景,单价60888元/平米,755,| 4室2厅 | 124平米 | 南 | 精装,低楼层(共18层)  2003年建板楼  -,
南海玫瑰二期，满五年，高楼层，景光好！,单价85859元/平米,850,| 3室2厅 | 99平米 | 东南 | 其他,高楼层(共18层)  2005年建板塔结合  -,
香瑞园87平二房二厅一厨一卫，厅出阳台朝南，两卧朝南,单价63219元/平米,550,| 2室2厅 | 87平米 | 南 | 精装,低楼层(共12层)  2008年建板楼  -,
1号线大新站 新德家园 正南向 满五唯一 两居室,单价88948元/平米,338,| 2室1厅 | 38平米 | 南 | 精装,低楼层(共32层)  2006年建塔楼  -,
东方新地大三房 新上独家随时看房房主自荐房子满两年,单价61382元/平米,600,| 3室2厅 | 97.75平米 | 南 北 | 精装,高楼层(共25层)  2005年建板塔结合  -,
中信红树湾南北通四居室 弧形阳台 满5唯一,单价99503元/平米,2000,| 4室2厅 | 201平米 | 南 | 精装,低楼层(共32层)  2005年建板楼  -,
深蓝季节精装两房一厅，客厅出阳台户型方正,单价68853元/平米,420,| 2室1厅 | 61平米 | 东南 | 其他,低楼层(共32层)  2006年建塔楼  -,
红树西岸经典户型，240平户型很棒。,单价149919元/平米,3600,| 3室2厅 | 240.13平米 | 西南 | 精装,中楼层(共31层)  2005年建塔楼  -,
明舍御园豪宅品质小区，电梯入户一梯一户！,单价100830元/平米,1350,| 3室2厅 | 133.89平米 | 东 西 | 精装,中楼层(共17层)  2004年建塔楼  -,
名家富居赠送入户花园，南北通透,单价73302元/平米,850,| 3室2厅 | 115.96平米 | 南 北 | 其他,低楼层(共18层)  2005年建塔楼  -,
送花园 世纪村平层四房 满五唯一 免税,单价81519元/平米,1250,| 4室2厅 | 153.34平米 | 东南 西北 | 简装,中楼层(共18层)  2002年建塔楼  -,
红树西岸稀缺374大户型，钻石房间。,单价101605元/平米,3800,| 4室2厅 | 374平米 | 西南 | 精装,中楼层(共31层)  2005年建板楼  -,
满2年精装修三房 诚意出售看房方便。,单价80598元/平米,1080,| 3室2厅 | 134平米 | 西北 | 精装,低楼层(共19层)  2001年建塔楼  -,
学府花园 南北大三房 满五唯一 业主急售,单价65485元/平米,698,| 4室2厅 | 106.59平米 | 南 北 | 其他,低楼层(共12层)  1999年建板塔结合  -,
漾日湾畔 南北精装四房 南二外学位,单价86896元/平米,1230,| 4室2厅 | 141.55平米 | 南 | 精装,中楼层(共33层)  2003年建板塔结合  -,
大两房 自住标准装修 小区中心 位置安静,单价82052元/平米,640,| 2室2厅 | 78平米 | 北 | 精装,低楼层(共24层)  2004年建塔楼  -,
天鹅堡四房，户型方正，税费少，看房方便,单价74752元/平米,1650,| 3室2厅 | 220.73平米 | 南 | 精装,中楼层(共34层)  2002年建板塔结合  -,
学林雅院小区 经典户型 使用率高 采光好,单价69586元/平米,480,| 2室2厅 | 68.98平米 | 东 北 | 精装,中楼层(共7层)  2001年建板塔结合  -,
曙光花园大平面五房两卫出售 证满五年免税,单价49594元/平米,800,| 5室2厅 | 161.31平米 | 南 | 简装,中楼层(共7层)  1996年建板塔结合  -,
南海玫瑰三期 看海景 150平大三居 近地铁,单价96667元/平米,1450,| 4室2厅 | 150平米 | 南 | 其他,中楼层(共23层)  2006年建塔楼  -,
阳光带二期园林风情，南北通透，采光极好,单价96552元/平米,1400,| 4室2厅 | 145平米 | 南 | 简装,低楼层(共25层)  2003年建板塔结合  -,
天鹅堡  豪装4+1房  满五年唯一  高楼层 视野好,单价79975元/平米,1756,| 5室2厅 | 219.57平米 | 南 | 精装,中楼层(共31层)  2002年建板塔结合  -,
中海阳光玫瑰园 48平标准两房 赠送面积大 楼层佳,单价74689元/平米,360,| 2室1厅 | 48.2平米 | 西 | 精装,中楼层(共17层)  2009年建塔楼  -,
万象新园自住两房 高楼层 视野通风好 满五唯一,单价59904元/平米,470,| 2室2厅 | 78.46平米 | 东 | 其他,中楼层(共32层)  2000年建板塔结合  -,
天朗风清精装两房，看小区花园，安静舒适。,单价69118元/平米,470,| 2室2厅 | 68平米 | 西北 | 精装,高楼层(共18层)  2005年建板塔结合  -,
城市山谷三期 欧式设计 满五唯一  精装修,单价92308元/平米,1560,| 4室2厅 | 169平米 | 南 北 | 精装,低楼层(共16层)  2009年建塔楼  -,
卓越维港的连排别墅 上下4层有花园有车库 有天有地,单价147170元/平米,3900,| 4室2厅 | 265平米 | 南 | 毛坯,低楼层(共1层)  2009年建  -,
中海湾畔花园 白石洲地铁口精装3+1房,单价66102元/平米,780,| 3室2厅 | 118平米 | 西南 | 其他,低楼层(共33层)  2003年建塔楼  -,
金盛苑，总价低三房，精装修，无营业税,单价45958元/平米,440,| 3室2厅 | 95.74平米 | 东南 | 精装,中楼层(共9层)  2003年建塔楼  -,
阳光带海滨城一期优质两房，南外科苑、高新双学区房。,单价100000元/平米,930,| 3室2厅 | 93平米 | 东北 | 精装,中楼层(共22层)  2002年建塔楼  -,
地铁口 现代城华庭 精装修两房两厅 东向安静,单价64342元/平米,415,| 2室2厅 | 64.5平米 | 东 | 精装,中楼层(共33层)  2004年建板塔结合  -,
桃源村二期三房户型方正南向满5年带固定地下车位,单价53637元/平米,500,| 3室2厅 | 93.22平米 | 南 | 精装,中楼层(共20层)  2000年建塔楼  -,
南山区龙都名园电梯三房 南山文理学区房 自带幼儿园,单价51805元/平米,465,| 3室2厅 | 89.76平米 | 南 | 精装,低楼层(共17层)  2002年建板塔结合  -,
东方新地精装修2居室，采光足，南北通透,单价54871元/平米,445,| 2室1厅 | 81.1平米 | 东南 北 | 精装,中楼层(共22层)  2005年建塔楼  -,
华侨城芳华苑朝南三房  黄金楼层 满五唯一 精装税少,单价60000元/平米,552,| 3室2厅 | 92平米 | 南 | 精装,低楼层(共7层)  1991年建板塔结合  -,
万象新园标准两房  红本在手  卧室出阳台,单价62004元/平米,390,| 2室1厅 | 62.9平米 | 西北 | 简装,低楼层(共32层)  2000年建板塔结合  -,
后海蔚蓝海岸，笋盘两房，西南向看花园，满5唯一,单价92000元/平米,690,| 2室2厅 | 75平米 | 南 西 | 精装,低楼层(共18层)  2003年建塔楼  -,
欧陆经典 红本 南北通 稀缺 诚心卖,单价57273元/平米,630,| 3室2厅 | 110平米 | 南 北 | 精装,低楼层(共11层)  2005年建塔楼  -,
南景苑 双地铁口大三房 户型方正 满五唯一 红本在手,单价52174元/平米,600,| 3室2厅 | 115平米 | 北 | 其他,中楼层(共31层)  2002年建塔楼  -,
满两年 精装小一房 投资自住两相宜,单价69690元/平米,209,| 1室0厅 | 29.99平米 | 西 | 其他,低楼层(共33层)  2013年建板塔结合  -,
中海阳光玫瑰园   南向3居  650万,单价77971元/平米,630,| 3室1厅 | 80.8平米 | 东南 | 精装,中楼层(共17层)  2009年建塔楼  -,
中信红树湾南区  高层三房  景观好,单价103383元/平米,1620,| 4室2厅 | 156.7平米 | 西南 | 简装,高楼层(共32层)  2005年建板楼  -,
百仕达红树西岸 大三房 满2年 观海景,单价107143元/平米,2100,| 3室3厅 | 196平米 | 西南 | 精装,高楼层(共31层)  2005年建塔楼  -,
世纪广场标准两房，装修保养好，近大南山、蛇口自贸区,单价49231元/平米,320,| 2室2厅 | 65平米 | 南 | 精装,低楼层(共16层)  1998年建板塔结合  -,
香山里高层 视野无遮挡 满两年诚心出手,单价67081元/平米,1080,| 3室1厅 | 161平米 | 西南 | 精装,高楼层(共33层)  2012年建板塔结合  -,
香山里楼王户型 安静四房 景观高尔夫 采光充分,单价76705元/平米,1350,| 4室2厅 | 176平米 | 东南 南 | 精装,中楼层(共32层)  2010年建板塔结合  -,
官龙名苑 精装两房 正看空中花园 满二年,单价50432元/平米,415,| 2室2厅 | 82.29平米 | 东南 | 精装,高楼层(共30层)  2013年建板楼  -,
新街口两房，不临街，安静客厅出阳台,单价60659元/平米,350,| 2室1厅 | 57.7平米 | 西北 | 简装,高楼层(共16层)  2004年建板塔结合  -,
