name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
棠德花园 精致1房1厅 靠棠东棠下BRT,50平米,1800,棠德花园C区,1室1厅,
中怡城市花园 大型小区 保养装修好,93平米,7500,中怡城市花园,1室1厅,
侨翠苑 实用三房 东南靓向 通风采光好,94平米,3600,侨翠苑,3室2厅,
地铁上盖，交通方便，生活便利,145平米,13000,金碧华府C区,3室2厅,
天盛大厦 两房一厅 厅出阳台 商圈繁华,85平米,5500,天盛大厦,2室1厅,
赛拉维 精装大单间 家电齐全 拎包入住,36平米,3000,赛拉维,1室0厅,
天成广场 精装三房出租,119平米,6500,天诚广场,3室2厅,
星汇园 双地铁大花园 南北朝向,122平米,9000,星汇园B区,3室2厅,
富力天朗明居 正规两房 家电齐全,78平米,4100,富力天朗明居S区,2室2厅,
保利最心语 温馨南向两房 干净整洁 急租,72平米,6600,保利心语花园,2室2厅,
天河区 东莞庄路富力院士庭一房一厅少出租,56平米,3500,富力院士庭B1区,1室1厅,
先烈东横路 36号大院 豪华装修宽敞大气,46平米,3000,公路局大院,2室1厅,
华景三期 西南三房 安静舒适,85平米,4999,华景新城雅怡居,3室2厅,
铂林国际公寓 实用大单间 通风采光好,33平米,4000,铂林国际公寓,1室0厅,
远洋明苑 精装三房 户型方正,98平米,4100,远洋明苑,3室2厅,
利雅湾 实用3房 诚心放租 性价比高,125平米,9000,利雅湾,3室2厅,
中兴花园 精装修两房 户型方正,80平米,3300,中兴花园,2室2厅,
位于天河区天河东圃中山大道旁,90平米,3500,龙怡苑,3室2厅,
汇景新城 维纶特莱 位置安静 低价放租,209平米,18000,汇景新城维纶特莱,4室2厅,
侨林苑三期 精致装修单间,39平米,3700,侨林苑三期,1室1厅,
利雅湾 方正实用3房 家私齐全 拎包入住,90平米,7600,利雅湾,3室1厅,
【满堂红链家】东圃广场3房一厅精装修,112平米,4500,东圃广场,3室2厅,
华景理想地 安新复式三房 东向看花园,86平米,7000,华景新城信华花园,3室2厅,
双城国际公寓 精装修 家私家电齐全,40平米,4100,双城国际公寓,1室0厅,
正佳万豪金殿 精装修 采光好 配置齐全,69平米,10000,正佳万豪金殿,1室1厅,
景阁 南向单间 家私家电齐全 保养好,30平米,1899,环宇花园文景阁,1室1厅,
鸿翔大厦 一房一厅 可拎包入住,42平米,3800,鸿翔大厦,1室1厅,
沙泉大街 实用俩房 格局方正,54平米,2700,先烈东横路沙泉大街,2室1厅,
嘉尚国际公寓 交通方便 住家装修,50平米,4500,嘉尚国际公寓,1室1厅,
珠光新城国际中心 地铁潭村上盖 家私齐全,37平米,6000,珠光新城国际中心,1室0厅,
天翔花园 地铁上盖,144平米,8000,天翔花园,4室2厅,
翠拥华庭 精装一房 双地铁口物业,45平米,3500,翠拥华庭锋尚,1室0厅,
天力居 地铁口旁 小区成熟 配套齐全,61平米,3200,天力居,2室1厅,
鸿运花园 豪华装修 给她一个温家,63平米,2500,天河鸿运花园,2室1厅,
马赛国际公寓 配套成熟 实用大单间,72平米,4000,马赛国际公寓,1室1厅,
芳草园 望花园安静两房 装修保养好,86平米,6500,芳草园A区,2室1厅,
海景中心 实用一房 租金便宜 家电齐全,44平米,3000,海景中心,1室1厅,
合景睿峰L7 2室2厅 9000元,114平米,9000,合景睿峰L7,2室2厅,
龙怡苑 采光充足 单间,30平米,1600,龙怡苑,1室0厅,
侨林苑一期 住家装修 拎包入住,40平米,3200,侨林苑一期,1室1厅,
理想青年荟 1室2厅 4000元,42平米,4000,理想青年荟,1室2厅,
邮通小区 精装电梯三房 近BRT随时入住,100平米,5000,邮通小区,3室2厅,
单房出租，让你拥有一个温暖的家,46平米,5300,嘉裕礼顿阳光,1室0厅,
龙怡苑温馨一房,45平米,2300,龙怡苑,1室1厅,
帝景苑 精装三房 配置齐全,113平米,6800,帝景苑,3室2厅,
棠德花园 黄金楼层 舒适小两房,54平米,2700,棠德花园D区,2室1厅,
天河北 金鼎大厦 南向2房 新装修,60平米,4600,金鼎大厦,2室1厅,
林和东珠委西苑 实用三房 装修保养好,105平米,5000,珠委西苑,3室1厅,
盈彩美居 高层小三房 家私齐全 随时拎包,88平米,4300,盈彩美居菁玥轩,3室2厅,
珠江新城 高端住宅 看花园 景观优美,138平米,8000,尚东美御,3室0厅,
猎德花园3区 家私齐全,60平米,5500,猎德花园3区,2室1厅,
盈彩美居 精装两房 安静望花园 家电齐全,80平米,3700,盈彩美居华彩轩,2室2厅,
星汇云锦 时尚高档 星级标准 服务一流,86平米,9000,星汇云锦,1室1厅,
金燕花园 精美装修 地铁物业 居家首选,92平米,4000,金燕花园,3室2厅,
天隆花苑 实用两房 吉屋出租,75平米,3500,天隆花苑,2室1厅,
宝供大厦 2室0厅 3200元,71平米,3200,宝供大厦,2室0厅,
羊城花园 实用四房 户型方正 交通方便,121平米,4700,羊城花园趣苑,4室2厅,
星汇云锦 高端大三房 服务一流,241平米,20000,星汇云锦,3室2厅,
学校三房 性价比高 共享资源丰富 幽美舒,78平米,3300,农工商学院,3室1厅,
水荫横路 体院宿舍 全新装修 住宅首选,55平米,3500,体院宿舍,2室1厅,
盈彩美居 精装小三房,88平米,4300,盈彩美居华彩轩,3室1厅,
天寿路 南北对流三房 家私家电齐全,86平米,4500,天寿路,3室2厅,
新陶苑小区 两房两厅 配套齐全 住家首选,79平米,4500,新陶苑,2室2厅,
紫荆小区 海棠电梯最笋二房,81平米,3300,紫荆小区海棠阁,2室1厅,
保利心语花园 精装2房 安静舒适,81平米,6500,保利心语花园,2室1厅,
嘉尚国际公寓 住家装修 保养好,37平米,4000,嘉尚国际公寓,1室1厅,
少有东南实用三房 同风采关一,108平米,5000,华港花园华港西街,3室2厅,
中怡城市花园 1室0厅 4200元,38平米,4200,中怡城市花园,1室0厅,
租) 铂林国际公寓 性价比最高的两房,55平米,6000,铂林国际公寓,2室1厅,
珠江新城 嘉裕公馆 全新三房,152平米,15000,嘉裕公馆,3室2厅,
星汇国际 高端大气 房间保养好,45平米,4500,星汇国际大厦,1室1厅,
先烈东横路电子宿舍 环境清静 采光通风好,67平米,3500,电子宿舍,2室1厅,
15年新装修 南北对流 安静望花园,78平米,7000,协和新世界,2室1厅,
邮通小区 安静实用小二房,55平米,3600,邮通小区,2室2厅,
利湾湾 三房出租 近地铁,87平米,7800,利雅湾,3室2厅,
公安宿舍 户型方正的两房 华阳学位,75平米,4000,林和东公安宿舍,2室1厅,
东成花苑 一房一厅 家电齐全 拎包入住,46平米,2500,东成花苑,1室1厅,
盈彩美居 格局方正 采光好 南北对流,98平米,4500,盈彩美居御彩轩,3室1厅,
太阳广场 实用两房诚心放租,76平米,4500,太阳广场,2室1厅,
临江上品公寓 精装修大单间,43平米,4500,佳润临江上品,1室1厅,
保养不错家电全大两房,62平米,3199,穗茵园,2室1厅,
广园东路实用三房 格局方正,90平米,3500,广园东路,3室1厅,
甲子花园 景色别致 安静舒适,109平米,6800,甲子花园,3室2厅,
带装修 配齐看房方便,64平米,4000,广信玉兰阁,1室1厅,
金燕花园 电梯4房 东北向 简单装修修改,122平米,4800,金燕花园,4室1厅,
安静二房 通风采光好 周边完善,95平米,3500,吉祥花园,2室2厅,
新世界东逸花园，家私家电齐全,86平米,5000,新世界东逸花园,2室2厅,
力迅上筑公寓 复试 交通方便。,58平米,5500,力迅上筑Mintel商务公寓,1室1厅,
骏景花园 南向正规两房 华丽绽放,76平米,4000,骏景花园北苑骏宇轩,2室2厅,
MBA国际公寓 精致一房一厅 家具齐全,50平米,3500,MBA国际公寓,1室1厅,
羊城花园 北向两房 实用率高,81平米,4000,羊城花园趣苑,2室1厅,
珠江太阳城广场 北向一房一厅 经济实用,40平米,4600,珠江太阳城广场裕景,1室1厅,
龙口西路 简单装修两房,54平米,4300,枫丹雅筑,2室1厅,
雅怡居 温馨两房， 格局方正 配套成熟,49平米,2300,雅怡居A区,2室1厅,
尚东君御 地铁上盖 安静舒适,39平米,6500,尚东君御雅苑,1室0厅,
羊城花园 楼层靓 户型方正 交通方便,74平米,3500,羊城花园乐苑,3室2厅,
华师高教新村 大三房 保养好,120平米,6500,华师大学宿舍高教新村,3室2厅,
泰然楼  通风采光好,49平米,2500,泰然楼,2室1厅,
棠德花园中高层小三房 采光透风 拎包入住,62平米,2500,棠德花园H区,3室1厅,
公安宿舍 实用电梯2房一厅 地铁上盖,75平米,4500,林和东公安宿舍,2室1厅,
铂林国际公寓 复式一房一厅 装修保养好修,38平米,4700,铂林国际公寓,1室1厅,
棠德花园2房1厅 厅出西向阳台 家电齐全,60平米,2400,棠德花园C区,2室1厅,
华景新城三期 精装两房 拎包入住,103平米,3200,华景新城绿茵居,2室2厅,
碧海湾 三房打通 办公可用 环境好,400平米,35000,碧海湾,4室3厅,
碧海湾 三套打通 超大办公室 可租办公,190平米,17204,碧海湾,4室2厅,
君怡大厦，豪华装修，家私家电齐全,129平米,6500,君怡大厦,3室2厅,
东圃广场 实用两房,82平米,3700,东圃广场,2室2厅,
东成花苑 新装修两房 拎包入住,63平米,3200,东成花苑,2室2厅,
海景中心 新装修大单间 拎包入住,44平米,3200,海景中心,1室1厅,
嘉裕君玥公馆 南向三房 家电齐全,130平米,12000,嘉裕君玥公馆,3室2厅,
碧海湾 三套打通 超大办公室 可租办公,66平米,5612,碧海湾,1室1厅,
检察院小区 车位多 小区管理好 安静舒适,84平米,3800,检察院宿舍,2室1厅,
尚德大厦 大两房一厅三阳台,79平米,5400,尚德大厦,2室2厅,
骏景花园 精品四房 高层南向精装修,144平米,6500,骏景花园南苑骏腾轩,4室2厅,
丽晶华庭 大面积豪华复式 全新装修,400平米,22000,丽晶华庭,8室3厅,
嘉裕丹顿阳光 豪装三房 家私家电齐全,126平米,9800,嘉裕丹顿阳光,3室2厅,
华景里 全新公寓 复式三房,86平米,6500,华景新城信华花园,3室2厅,
协和新世界 2房2厅 家电齐全,84平米,6000,协和新世界,2室2厅,
保利心语 近地铁 温馨两房 家私家电全,81平米,7200,保利心语花园,2室2厅,
保利中宇 温馨两房 通风采光好 实用率高,84平米,7500,保利中宇广场,2室1厅,
金田花苑 东南电梯实用三房 双卫双阳台,107平米,5800,金田花苑,3室2厅,
星汇云锦 高档住宅 创意两房 拎入即住,98平米,11000,星汇云锦,2室1厅,
隽峰苑 精致两房 精美家私 拎包入住,89平米,8000,隽峰苑,2室1厅,
凯悦阁 三房两厅 采光好 户型正 办公装,139平米,5500,跑马地花园,3室2厅,
凯旋新世界 保养新净 家电齐全 采光好,156平米,20000,凯旋新世界枫丹丽舍,3室2厅,
博雅御轩 大两房两厅 全齐家私电器,77平米,6800,博雅御轩,2室2厅,
博雅御轩 大四房加工人房 南向,175平米,20000,博雅御轩,5室2厅,
恒康阁 精装修 安静温馨,97平米,1700,恒康阁,2室2厅,
利汇名悦大厦 豪华装修,192平米,16000,利汇名悦大厦,4室2厅,
历德雅舍 东南向大户型 家私电器齐全,124平米,9000,历德雅舍,5室2厅,
业主放租 时尚四房 包车位,205平米,18000,中海璟晖华庭二期,4室2厅,
双城国际 独立明火厨房 大阳台 家电齐全,46平米,4200,双城国际公寓,1室1厅,
龙口花苑 天河北 环境舒适小区 家电齐全,114平米,4900,龙口花苑龙盛街,3室2厅,
商住两用出租 126方 地段好 采光佳,126平米,5600,银燕大厦,4室2厅,
南向小三房 家具齐全 看房有K,100平米,9000,保利香槟花园夏尔(1栋),3室2厅,
华景新城理想地 全新公寓,86平米,7600,华景新城信华花园,3室2厅,
星汇国际 高端大气 希缺户型放租,46平米,4000,星汇国际大厦,1室0厅,
珠江俊园 精致三房 采光阳光好,123平米,5700,珠江俊园,3室2厅,
星汇园 实用的两房 保养好 家私齐全,94平米,6500,星汇园A区,2室1厅,
穗茵园 极品三房 家电齐全 安静,69平米,3999,穗茵园,3室2厅,
昌乐园 交通便利 楼层适中,43平米,2700,昌乐园,2室1厅,
经典住家 实用2房 出行方便,64平米,4800,远洋小区,2室1厅,
远洋明苑 精装修大两房 家私齐全,81平米,3500,远洋明苑,2室2厅,
方正三房 通风非常好，南北通透,93平米,5000,都市兰亭花园,3室1厅,
汇景新城 棕榈园 精装三房 安静舒适,177平米,9000,汇景新城棕榈园,3室2厅,
侨怡苑 实用3房 ，新装修,93平米,5800,侨怡苑,3室2厅,
省水科院 南北对流 三房,97平米,4800,省水科院,3室2厅,
美林湖畔花园 大两房 寻求合租 安静宜居,74平米,1700,美林湖畔花园,2室1厅,
方圆月岛 复式一房一厅 家私家电齐全,66平米,7500,方圆月岛,1室1厅,
南天广场 漂亮住家 保养超好,94平米,6500,南天广场,2室2厅,
金田花苑三期 南向五房 厅出阳台 合租房,105平米,2400,金田花苑,5室2厅,
新陶苑 三室一厅 大三房 采光好,101平米,4700,新陶苑,3室1厅,
誉峰园 景观豪宅 一线珠江公园景观,234平米,31000,誉峰,4室2厅,
远洋明珠 方正两房 省级学位,65平米,6000,远洋明珠大厦,2室0厅,
菁品园 精装三房 拎包入住,86平米,4500,盈彩美居菁玥轩,3室2厅,
华港花园 沁园春 东向三房 户型方正,91平米,5300,华港花园沁园春,3室2厅,
南天广场 交通便利 看房方便,113平米,6500,南天广场,3室2厅,
华景新城 翠安侬苑 南向大三房,113平米,5800,华景新城翠安侬苑,3室2厅,
沾益直街 嘉尚国际公寓 93号公寓,53平米,4500,嘉尚国际公寓,1室1厅,
保利心语花园 全新豪华三房 首次放租,106平米,8500,保利心语花园,3室2厅,
领汇国际公寓 学位房 户型方正,100平米,3500,纵横白领公寓逸趣轩,3室1厅,
金碧华府 豪华装修 超大阳台,128平米,10000,金碧华府C区,3室2厅,
太阳城广场 家私全新 安静望小区,85平米,7000,珠江太阳城广场裕景,2室1厅,
沙河西街 南北对流 繁华地段,67平米,3300,先烈东路沙河西街,2室1厅,
方圆月岛 复式loft公寓 精致实用,66平米,7500,方圆月岛,1室1厅,
智景花园 交通便利 装修保养好 户型大,90平米,3999,智景花园,3室2厅,
天河北 侨林苑 精致装修,40平米,3800,侨林苑三期,1室0厅,
峻林2房75方居住首选 近东站,75平米,5700,峻林,2室2厅,
华景里时尚复式 新装修 环境好,43平米,4600,华景新城信华花园,1室1厅,
丽晶华庭 地铁上盖 办公居家均可,111平米,8000,丽晶华庭,3室2厅,
东璟花园 新装修两房 全新装修 生活方便,63平米,4000,东璟花园,2室2厅,
华景路 最实用的房源低于市场价位,93平米,1600,暨大教工宿舍华景路,3室1厅,
尚德大厦 地铁上盖,80平米,6000,尚德大厦,2室1厅,
大窗单间 邻近地铁 大金燕小区,126平米,1500,金燕花园,1室1厅,
汇峰公寓 东向两房 家具齐全,88平米,7500,汇峰,2室2厅,
盈嘉花园 舒适房间 视野明亮 拎包入住修,110平米,7500,盈嘉花园,3室2厅,
车陂天朗明居 交通便利 新装修 家电齐,75平米,3800,富力天朗明居S区,2室1厅,
嘉裕礼顿阳光 紧缺房源 随时可看,55平米,6200,嘉裕礼顿阳光,1室1厅,
东方都会广场 时尚带平台 住家办公都可,65平米,4500,东方都会广场,2室2厅,
博雅御轩精装两房 近地铁 拎包入住,85平米,7800,博雅御轩,2室2厅,
天誉花园 豪装大两房 拎包入住 地铁上盖,112平米,6500,天誉花园,2室2厅,
嘉裕礼顿阳光 紧缺单间 随时出租,39平米,4600,嘉裕礼顿阳光,1室1厅,
东景花园 双阳台 三房两厅 家私家电齐全,78平米,3700,东景花园雍庭居,3室2厅,
保林苑 东向看小区花园,102平米,8000,保利中心108公馆,3室1厅,
华景里理想地 全新精装 豪华家私,47平米,4700,华景新城信华花园,1室1厅,
东方都会广场 家私电器齐全 复式精装修,39平米,3200,东方都会广场,1室1厅,
东方新世界 低层安静精品两房 拎包入住,85平米,5500,东方新世界,2室2厅,
天逸名都 精装修，一房一厅，采光通透,46平米,3600,天逸名都,1室0厅,
穗园小区  机关房改，安静小区,103平米,6500,穗园小区,3室2厅,
嘉裕礼顿阳光 1室0厅 4500元,34平米,4500,嘉裕礼顿阳光,1室0厅,
天河北苑B栋鸿兴阁 3室2厅 3500元,86平米,3500,天河北苑B栋鸿兴阁,3室2厅,
六运小区六运五街 6室3厅 13500元,135平米,13500,六运小区六运五街,6室3厅,
天雅居C区 3室2厅 3300元,98平米,3300,天雅居C区,3室2厅,
星汇云锦 2室2厅 9000元,97平米,9000,星汇云锦,2室2厅,
