name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
金宇花园 南北对流 格局方正 低楼层,单价15493元/平米,110,| 2室1厅 | 71平米 | 南 | 简装,低楼层(共9层)  1996年建塔楼  -,
金道花园 该推荐物业是电梯楼望花园单位,单价18572元/平米,195,| 3室1厅 | 105平米 | 东 | 简装,低楼层(共22层)  2000年建塔楼  -,
珠岛花园 东南靓向 复式四房 预约看房,单价17778元/平米,240,| 4室2厅 | 135平米 | 东 | 简装,低楼层(共17层)  1995年建塔楼  -,
新婚东向两房 省级学位 装修新净,单价17728元/平米,78,| 2室1厅 | 44平米 | 东 | 精装,高楼层(共8层)  塔楼  -,
珠岛花园 近邻地铁 三面单边 望江五房,单价20101元/平米,400,| 5室2厅 | 199平米 | 南 | 其他,中楼层(共12层)  1995年建塔楼  -,
伟腾阁 方正实用 交通便利,单价15334元/平米,115,| 2室1厅 | 75平米 | 北 | 其他,中楼层(共10层)  1997年建塔楼  -,
荔湾广场 近地铁 近上下九 华林国际商圈,单价21250元/平米,170,| 3室1厅 | 80平米 | 西南 | 其他,中楼层(共30层)  2000年建塔楼  -,
龙津华府 厅出阳台 南向三房,单价44898元/平米,440,| 3室2厅 | 98平米 | 南 | 其他,中楼层(共32层)  2015年建塔楼  -,
园林局宿舍 证够五年唯一 近地铁,单价22500元/平米,180,| 2室2厅 | 80平米 | 南 | 简装,低楼层(共9层)  2000年建塔楼  -,
加怡大厦 地铁沿线洲头嘴隧道旁 电梯2房,单价23388元/平米,145,| 2室1厅 | 62平米 | 东南 | 其他,低楼层(共22层)  1999年建塔楼  -,
滘口瑞安公寓 精装修一房 投资办公最佳,单价14890元/平米,68,| 1室1厅 | 45.67平米 | 南 | 其他,低楼层(共33层)  2010年建塔楼  -,
恒荔湾畔 高层两房 景观一流 诚意出售,单价32433元/平米,240,| 2室1厅 | 74平米 | 西北 | 精装,高楼层(共31层)  2008年建塔楼  -,
添祥街 中层三房单位 东南向,单价15334元/平米,138,| 3室1厅 | 90平米 | 东南 | 毛坯,中楼层(共9层)  1995年建塔楼  -,
桥东小区 低层实用三房 价格实惠 有匙睇,单价15275元/平米,130,| 3室2厅 | 85.11平米 | 东北 | 简装,中楼层(共9层)  1988年建塔楼  -,
新世界凯粤湾 原装三房 精装修,单价32016元/平米,413,| 3室2厅 | 129平米 | 东北 | 其他,高楼层(共33层)  2012年建塔楼  -,
城启十三行 四房大积 间隔合理 交通便利,单价23937元/平米,450,| 4室2厅 | 188平米 | 东南 | 其他,中楼层(共25层)  2000年建塔楼  -,
芳丽苑 中层首选 精装修,单价15117元/平米,130,| 2室2厅 | 86平米 | 西 | 其他,中楼层(共9层)  1995年建塔楼  -,
珠岛花园 2房2厅 有租客,单价15080元/平米,95,| 2室2厅 | 63平米 | 南 | 简装,高楼层(共9层)  1995年建塔楼  -,
富力广场 实用方正三房,单价31684元/平米,320,| 3室2厅 | 101平米 | 南 | 其他,高楼层(共25层)  2005年建塔楼  -,
保利•塞纳维拉精装修3室出售了,单价18230元/平米,175,| 3室1厅 | 96平米 | 东 | 精装,低楼层(共17层)  2015年建塔楼  -,
红棉苑北 中层北向单位 步行5分钟到地铁,单价19835元/平米,240,| 4室2厅 | 121平米 | 北 | 精装,中楼层(共9层)  2000年建塔楼  -,
保利公园九里 全新未住 精装四室两厅,单价23637元/平米,390,| 4室2厅 | 165平米 | 南 | 其他,高楼层(共38层)  2014年建塔楼  -,
鹤洞路 真光中学旁,单价13639元/平米,115,| 3室1厅 | 84.32平米 | 南 | 其他,高楼层(共8层)  塔楼  -,
芳村花园 成熟社区 配套齐全 入读名校修,单价24325元/平米,270,| 3室2厅 | 111平米 | 东北 | 精装,高楼层(共28层)  1999年建塔楼  -,
少有放盘 地铁上盖,单价24684元/平米,195,| 2室1厅 | 79平米 | 西南 | 精装,高楼层(共18层)  2007年建塔楼  -,
心悦阁 电梯小两房 精致装修 黄金地段,单价23556元/平米,106,| 2室1厅 | 45平米 | 北 | 其他,高楼层(共9层)  1999年建塔楼  -,
恒荔湾畔 地铁1号线 省一级学位,单价33899元/平米,400,| 3室1厅 | 118平米 | 东北 | 精装,中楼层(共31层)  2008年建塔楼  -,
路劲隽泷湾 实用电梯三房两厅 安居首选,单价22223元/平米,200,| 3室2厅 | 90平米 | 暂无数据 | 其他,高楼层(共30层)  塔楼  -,
规划局宿舍 精装两房 南北向 够五年,单价24823元/平米,210,| 2室1厅 | 84.6平米 | 北 | 简装,中楼层(共10层)  1998年建塔楼  -,
芳村大道西 原装两房 东南靓向,单价13014元/平米,95,| 2室2厅 | 73平米 | 东南 | 其他,高楼层(共8层)  1988年建塔楼  -,
东鹏花园，精装修超值超笋电梯两房,单价24510元/平米,125,| 2室1厅 | 51平米 | 东南 | 简装,高楼层(共12层)  塔楼  -,
芳村大道西 超大三房 地铁沿线 配套完善,单价13011元/平米,128,| 3室2厅 | 98.38平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
汇城花园楼梯封闭管理小区，间隔方正,单价15077元/平米,98,| 2室1厅 | 65平米 | 北 | 其他,低楼层(共7层)  2000年建塔楼  -,
中山七路一栋私房 带天台花园,单价25870元/平米,238,| 3室1厅 | 92平米 | 南 | 其他,低楼层(共1层)  1988年建塔楼  -,
荔港南湾 南向望江三房 全明屋,单价27756元/平米,272,| 3室2厅 | 98平米 | 南 | 其他,中楼层(共34层)  2008年建塔楼  -,
合兴苑 地铁沿线 园景低层套间,单价17802元/平米,68,| 1室1厅 | 38.2平米 | 南 | 其他,低楼层(共8层)  1997年建塔楼  -,
多宝华厦 近地铁 采光好 位置佳,单价27653元/平米,318,| 3室2厅 | 115平米 | 北 | 其他,中楼层(共33层)  2000年建塔楼  -,
金宇花园 高层南北对流两房,单价11250元/平米,81,| 2室1厅 | 72平米 | 南 | 简装,高楼层(共9层)  1996年建塔楼  -,
珠岛花园 实用一房 户型方正 采光通风,单价15112元/平米,68,| 1室2厅 | 45平米 | 西 | 简装,高楼层(共9层)  1995年建塔楼  -,
金道花园 家电齐全  交通方便 拎包入住,单价16924元/平米,88,| 2室1厅 | 52平米 | 北 | 精装,低楼层(共9层)  2000年建塔楼  -,
东鹏花园 地铁沿线 精致装修 园景单位,单价19394元/平米,128,| 2室1厅 | 66平米 | 北 | 其他,高楼层(共9层)  塔楼  -,
间隔方正 南向望花园 厅出阳台 全新未住,单价19681元/平米,185,| 3室2厅 | 94平米 | 南 | 其他,高楼层(共18层)  2015年建塔楼  -,
花地城广场 复式豪华阔气四房,单价21635元/平米,450,| 4室2厅 | 208平米 | 东南 | 精装,高楼层(共17层)  2002年建塔楼  -,
嘉茗华庭 电梯单位 间隔方正 交通方便,单价14913元/平米,85,| 1室1厅 | 57平米 | 暂无数据 | 其他,中楼层(共4层)  2002年建塔楼  -,
周门小区楼梯楼低层笋盘出售,单价22981元/平米,99,| 2室1厅 | 43.08平米 | 南 | 其他,低楼层(共7层)  1998年建塔楼  -,
中山七路 正规三房 小区管理,单价23215元/平米,195,| 3室2厅 | 84平米 | 南 | 简装,中楼层(共9层)  1999年建塔楼  -,
金道花园 广钢新城旁 小单位总价低好房,单价13182元/平米,58,| 1室1厅 | 44平米 | 南 | 精装,高楼层(共9层)  2000年建塔楼  -,
富力广场 单间 少有放盘,单价37572元/平米,125,| 1室0厅 | 33.27平米 | 西 | 简装,高楼层(共25层)  2005年建塔楼  -,
桃源小区内高层楼梯三房 总价低 单价笋,单价13878元/平米,130,| 3室2厅 | 93.68平米 | 东北 | 简装,高楼层(共9层)  1991年建塔楼  -,
西华路 总价低实用一房一厅 证过二年,单价17392元/平米,80,| 1室1厅 | 46平米 | 南 | 其他,高楼层(共9层)  2003年建塔楼  -,
怡康苑 电梯实用户型 安逸生活 无烦恼,单价16819元/平米,148,| 3室2厅 | 88平米 | 北 | 其他,中楼层(共30层)  2000年建塔楼  -,
荔港南湾 实用小三房 标准装修,单价25000元/平米,190,| 3室1厅 | 76平米 | 西 | 其他,中楼层(共32层)  2008年建塔楼  -,
乐怡居 花地湾地铁站旁边 精装电梯两房,单价20260元/平米,156,| 2室1厅 | 77平米 | 东 | 简装,中楼层(共31层)  1996年建塔楼  -,
文昌雅居 温馨两房 配套完善,单价31334元/平米,235,| 2室2厅 | 75平米 | 西北 | 简装,低楼层(共32层)  2006年建塔楼  -,
新光城市广场 地铁上盖物业 装修保养新净,单价30000元/平米,390,| 3室2厅 | 130平米 | 西北 | 其他,低楼层(共31层)  2003年建塔楼  -,
珠岛花园 五期 复式楼 三房二厅 视野开,单价18519元/平米,200,| 3室2厅 | 108平米 | 东北 | 简装,中楼层(共23层)  1999年建塔楼  -,
万兴苑 两房一厅 81 东南向,单价16050元/平米,130,| 2室2厅 | 81平米 | 东南 | 其他,中楼层(共9层)  2000年建塔楼  -,
恒荔湾畔 地铁1号线 省一级学位,单价29055元/平米,215,| 2室1厅 | 74平米 | 西南 | 精装,高楼层(共31层)  2008年建塔楼  -,
西关大厦 临近上下九 电梯三房 北向够五,单价17576元/平米,168,| 3室1厅 | 95.59平米 | 东北 | 其他,中楼层(共20层)  2012年建塔楼  -,
荔港南湾 全新H区三房两厅放售 即可入住,单价23256元/平米,200,| 3室2厅 | 86平米 | 东 | 精装,中楼层(共28层)  2008年建塔楼  -,
珠岛花园 两房两厅 间隔方正实用,单价22795元/平米,155,| 2室2厅 | 68平米 | 暂无数据 | 其他,低楼层(共23层)  1999年建塔楼  -,
隆城大厦标准一房笋价出售,单价24469元/平米,115,| 1室0厅 | 47平米 | 东北 | 精装,中楼层(共28层)  2000年建塔楼  -,
金宇花园 楼梯低层2房 间隔实用南向单位,单价14926元/平米,100,| 2室1厅 | 67平米 | 南 | 简装,低楼层(共9层)  1996年建塔楼  -,
新光城市广场 正南向 豪装方正三房,单价37736元/平米,400,| 3室1厅 | 106平米 | 南 | 其他,中楼层(共30层)  2000年建塔楼  -,
世纪广场 带省一级学位 交通便利 配套齐,单价29630元/平米,320,| 3室2厅 | 108平米 | 南 | 简装,低楼层(共33层)  1999年建塔楼  -,
珠岛花园 东南靓向 一线花园景观,单价19117元/平米,210,| 3室2厅 | 109.85平米 | 东南 | 其他,中楼层(共23层)  1999年建塔楼  -,
保利公园九里 全新未住 成熟配套,单价21500元/平米,172,| 2室2厅 | 80平米 | 南 | 其他,低楼层(共32层)  2014年建塔楼  -,
珠岛花园 实用两室 南北对流通透,单价19183元/平米,115,| 2室2厅 | 59.95平米 | 东 | 简装,低楼层(共9层)  1995年建塔楼  -,
中市外约 临近地铁1号线 纯两房 通风好,单价10098元/平米,67,| 2室1厅 | 66.35平米 | 东南 | 其他,高楼层(共7层)  塔楼  -,
龙湾小区 地铁沿线 实用两房 省一级学位,单价13663元/平米,78,| 2室1厅 | 57.09平米 | 南 | 简装,高楼层(共7层)  塔楼  -,
福盛花苑实用小两房 全新装修 投资首选,单价17200元/平米,86,| 2室1厅 | 50平米 | 东 | 简装,高楼层(共7层)  1998年建塔楼  -,
芳雅苑 小区安静 楼梯低层向望花园,单价18188元/平米,110,| 2室1厅 | 60.48平米 | 南 | 简装,低楼层(共9层)  1992年建塔楼  -,
富力广场D区 望花园两房 实用率高,单价33226元/平米,205,| 2室1厅 | 61.7平米 | 东 | 其他,中楼层(共25层)  2005年建塔楼  -,
上风上水 南北对流 地铁上盖高档物业,单价29334元/平米,220,| 2室1厅 | 75平米 | 北 | 精装,低楼层(共34层)  2008年建塔楼  -,
逸彩新世界 地铁上盖 三房望花园,单价25672元/平米,258,| 3室1厅 | 100.5平米 | 北 | 精装,低楼层(共19层)  2007年建塔楼  -,
温馨两方 小区管理模式 近地铁 生活方便,单价15117元/平米,65,| 2室1厅 | 43平米 | 东 | 简装,高楼层(共9层)  2013年建塔楼  -,
鸿图苑 精装两房 证够五年 交通便捷,单价12770元/平米,83,| 2室1厅 | 65平米 | 北 | 简装,高楼层(共9层)  1995年建塔楼  -,
金道花园 楼梯中层一房 紧邻地铁 配套齐,单价15625元/平米,75,| 2室1厅 | 48平米 | 南 | 其他,中楼层(共9层)  2000年建塔楼  -,
金盈居环境优静北双阳台两房修改房评,单价26507元/平米,220,| 2室1厅 | 83平米 | 北 | 其他,低楼层(共20层)  2003年建塔楼  -,
穗芳阁 三房带装修 附送天台花园修改房评,单价13553元/平米,103,| 3室1厅 | 76平米 | 南 | 其他,高楼层(共9层)  1996年建塔楼  -,
光复北路小区 东南单边 采光好 实用高,单价16311元/平米,168,| 4室2厅 | 103平米 | 东南 | 其他,高楼层(共10层)  1995年建塔楼  -,
周门中兴苑小区 实用三房,单价15385元/平米,120,| 3室1厅 | 78平米 | 南 | 其他,高楼层(共9层)  1998年建塔楼  -,
乐怡居 地铁上盖 实用两室 成熟配套,单价23240元/平米,165,| 2室1厅 | 71平米 | 西北 | 简装,中楼层(共35层)  1996年建塔楼  -,
瑞安花园国际公寓 中层精装一房 地铁旁,单价15109元/平米,80,| 1室1厅 | 52.95平米 | 东北 | 其他,中楼层(共33层)  2010年建塔楼  -,
公安小区 中层精装2房 格局方正,单价15212元/平米,108,| 2室1厅 | 71平米 | 西北 | 其他,高楼层(共9层)  1999年建塔楼  -,
恒利翠竹苑 一期 东南向大5房单位,单价26316元/平米,500,| 5室3厅 | 190平米 | 南 | 其他,高楼层(共33层)  2007年建塔楼  -,
恒荔湾畔 芳村地铁 精装两房 眺望远景,单价30667元/平米,230,| 2室1厅 | 75平米 | 西 | 简装,中楼层(共33层)  2008年建塔楼  -,
中铁荔湾国际城 精装4房 三代同堂之选,单价25582元/平米,330,| 4室2厅 | 129平米 | 东 | 其他,低楼层(共33层)  2015年建塔楼  -,
瑞安花园 地铁上盖 小区管理 生活便利,单价18096元/平米,190,| 3室2厅 | 105平米 | 南 | 简装,中楼层(共33层)  1994年建塔楼  -,
文苑楼 位于芳村花地湾繁华地段东漖北路,单价18306元/平米,108,| 2室1厅 | 59平米 | 东 | 简装,中楼层(共9层)  1995年建塔楼  -,
环翠园低层小户型 高实用全明 双洗手间,单价15786元/平米,57,| 2室1厅 | 36.11平米 | 北 | 其他,低楼层(共6层)  塔楼  -,
光复北路 三房一厅 过五唯一,单价20000元/平米,136,| 3室1厅 | 68平米 | 西 | 其他,中楼层(共9层)  塔楼  -,
金兰大厦 地铁沿线 价格实惠 证够五年,单价17242元/平米,150,| 2室2厅 | 87平米 | 西北 | 其他,高楼层(共22层)  2001年建塔楼  -,
荔港南湾 江景实用两房 户型方正,单价27206元/平米,185,| 2室2厅 | 68平米 | 西南 | 精装,中楼层(共33层)  2008年建塔楼  -,
杉木栏路 舒适两房 地铁沿线,单价21237元/平米,135,| 2室1厅 | 63.57平米 | 西南 | 其他,低楼层(共6层)  塔楼  -,
龙津东路 厅出阳台 眼镜两房,单价19403元/平米,130,| 2室1厅 | 67平米 | 西 | 其他,低楼层(共9层)  塔楼  -,
花地河湾 绝版复式五房 买一层两一层,单价27632元/平米,210,| 5室1厅 | 76平米 | 东南 | 精装,中楼层(共22层)  2009年建塔楼  -,
周门小区 中层两房 豪华装修 实用两房,单价21407元/平米,98,| 2室2厅 | 45.78平米 | 南 | 其他,中楼层(共9层)  1998年建塔楼  -,
万科金域华府 豪装三房 南北向双阳台,单价47873元/平米,450,| 3室2厅 | 94平米 | 南 | 其他,低楼层(共31层)  2009年建塔楼  -,
新光城市广场 老城区中心旺中带静 大单间,单价32342元/平米,88,| 1室0厅 | 27.21平米 | 南 | 其他,中楼层(共25层)  2000年建塔楼  -,
文昌南路 商业区中心 学区房,单价15273元/平米,115,| 2室1厅 | 75.3平米 | 西南 | 其他,高楼层(共9层)  塔楼  -,
富力广场 方正两房双阳台 附送天台花园,单价22728元/平米,150,| 2室2厅 | 66平米 | 东北 | 其他,高楼层(共9层)  2005年建塔楼  -,
逢源路 私房笋价出售 两房一厅,单价18000元/平米,166.5,| 3室2厅 | 92.5平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
荔港南湾 实用稀缺两房 采光通风好,单价25455元/平米,168,| 2室1厅 | 66平米 | 北 | 简装,高楼层(共25层)  1999年建塔楼  -,
业主装修新 保养新 厅大 非常舒适外墙为,单价28572元/平米,200,| 2室1厅 | 70平米 | 西 | 其他,高楼层(共32层)  1997年建塔楼  -,
西华路 正规三房 采光一流 地铁沿线,单价17334元/平米,130,| 3室2厅 | 75平米 | 东南 | 其他,高楼层(共9层)  1990年建塔楼  -,
芳村大道西 高层两房 周边配套完善,单价13151元/平米,96,| 2室2厅 | 73平米 | 东南 | 其他,高楼层(共8层)  1988年建塔楼  -,
珠岛花园 大复式楼 五房二厅 南北对流,单价22436元/平米,350,| 5室2厅 | 156平米 | 南 | 其他,中楼层(共12层)  1995年建塔楼  -,
环翠园 两房一厅 光线好,单价13077元/平米,85,| 2室1厅 | 65平米 | 南 | 其他,高楼层(共9层)  1994年建塔楼  -,
金花苑豪华装修三房 住家推介,单价28035元/平米,328,| 3室2厅 | 117平米 | 东北 | 精装,中楼层(共25层)  2000年建塔楼  -,
合兴苑 中层单位 户型方正 学位房,单价15541元/平米,115,| 2室1厅 | 74平米 | 西南 | 简装,高楼层(共8层)  1997年建塔楼  -,
恒利翠竹苑 南北对流通风 双地铁便利,单价25648元/平米,218,| 2室2厅 | 85平米 | 北 | 精装,高楼层(共24层)  2007年建塔楼  -,
龙泉居 康有为学位房 电梯3房,单价18900元/平米,158,| 3室1厅 | 83.6平米 | 南 | 简装,中楼层(共9层)  1996年建塔楼  -,
合兴苑 精装两房东南向 附属省级名校,单价14715元/平米,103,| 2室2厅 | 70平米 | 东南 | 简装,高楼层(共8层)  1997年建塔楼  -,
荔港南湾 小区中心温馨三房 中层望花园,单价27778元/平米,250,| 3室2厅 | 90平米 | 南 | 简装,中楼层(共32层)  2008年建塔楼  -,
白兰大厦  笋盘放卖  通风采光一流,单价17242元/平米,150,| 2室2厅 | 87平米 | 南 | 其他,中楼层(共22层)  2001年建塔楼  -,
西关大厦 电梯精装两房 通风采光一流,单价23334元/平米,105,| 2室1厅 | 45平米 | 北 | 其他,中楼层(共20层)  2012年建塔楼  -,
剑兰街 小户型投资自住两相宜,单价15496元/平米,60,| 1室1厅 | 38.72平米 | 西 | 简装,低楼层(共9层)  2001年建塔楼  -,
西平里 方正两房一厅双阳台 南北正向,单价16177元/平米,110,| 2室1厅 | 68平米 | 南 | 其他,高楼层(共8层)  塔楼  -,
