name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
苏堤东里  私产满五唯一  南北通透  采光好,单价23826元/平米,173,| 2室1厅 | 72.61平米 | 南 北 | 简装,高楼层(共6层)  1996年建板楼  -,
宁乐大厦 带两车位 360度观景 随时可看 改善首选,单价35619元/平米,800,| 3室2厅 | 224.6平米 | 西南 北 | 其他,中楼层(共32层)  1990年建板楼  -,
昌宁南里  1998年砖房 经典L户型 明厨明厕,单价21622元/平米,160,| 2室1厅 | 74平米 | 南 北 | 简装,高楼层(共6层)  1990年建板楼  -,
新华园 电梯洋房 两室H户型 满五年 临地铁 前后无遮挡,单价27017元/平米,289,| 2室2厅 | 106.97平米 | 南 北 | 简装,高楼层(共9层)  1999年建板楼  -,
中海御湖翰苑 精装修 复式 带电梯 教新小区,单价18044元/平米,83,| 1室1厅 | 46平米 | 南 | 精装,中楼层(共20层)  2010年建板楼  -,
碧华里 精装三居 学区房 婚房 诚心出售,单价22480元/平米,350,| 4室2厅 | 155.7平米 | 南 北 | 精装,高楼层(共6层)  1998年建板楼  -,
川东里 1室1厅 115万,单价21768元/平米,115,| 1室1厅 | 52.83平米 | 南 | 精装,中楼层(共6层)  1991年建板楼  -,
二期稀缺一楼H户型两室 出行方便 紧挨地铁,单价31777元/平米,302,| 2室1厅 | 95.04平米 | 南 北 | 其他,低楼层(共6层)  1999年建板楼  -,
英俊名邸 3室1厅 550万,单价40235元/平米,550,| 3室1厅 | 136.7平米 | 南 北 | 精装,高楼层(共7层)  2006年建板楼  -,
凤园里  一楼带小院 紧邻地铁 重点学区房,单价29907元/平米,160,| 2室1厅 | 53.5平米 | 南 | 简装,低楼层(共6层)  1987年建板楼  -,
融创王府  豪装未住 私产过二  视野开阔,单价39793元/平米,1150,| 4室2厅 | 289平米 | 东 南 北 | 精装,高楼层(共26层)  2015年建板塔结合  -,
金环里  大底商 繁华地段 投资首选 满五年,单价25374元/平米,170,| 1室1厅 | 67平米 | 南 北 | 毛坯,低楼层(共7层)  1996年建板楼  -,
阳光100 底商出售 低投资 高回报 位置优越,单价33057元/平米,330,| 1室2厅 | 99.83平米 | 西 | 精装,低楼层(共28层)  1990年建板楼  -,
华章里 三居室 南开小学片 砖楼 免营业税,单价18396元/平米,172,| 3室1厅 | 93.5平米 | 东 西 | 简装,高楼层(共6层)  1991年建板楼  -,
阳光壹佰西园 舒适一室 精装修 通风良好,单价31750元/平米,145,| 1室1厅 | 45.67平米 | 西 | 其他,低楼层(共11层)  2007年建板楼  -,
招商钻石山 毛坯次新房 低价急售,单价35047元/平米,450,| 2室2厅 | 128.4平米 | 南 | 精装,高楼层(共42层)  2014年建板楼  -,
南北通透 不临街 采光充足 小区环境好,单价47735元/平米,750,| 3室2厅 | 157.12平米 | 南 北 | 精装,低楼层(共11层)  2004年建板楼  -,
宜宾东里 1室1厅 148万,单价28084元/平米,148,| 1室1厅 | 52.7平米 | 南 北 | 精装,中楼层(共6层)  1983年建板楼  -,
金庄公寓 豪华观景房 无遮挡 随时看房,单价30420元/平米,435,| 3室1厅 | 143平米 | 南 北 | 精装,高楼层(共5层)  2001年建板楼  -,
绮华里   两室两厅 南北通透  紧邻花园  成熟社区,单价36150元/平米,350,| 2室2厅 | 96.82平米 | 南 北 | 精装,高楼层(共6层)  2002年建板楼  -,
迎水西里 临近地铁 采光好 重点学区,单价25981元/平米,106,| 1室1厅 | 40.8平米 | 南 | 简装,高楼层(共6层)  1984年建板楼  -,
光湖里 交通便利 周边配套成熟,单价25970元/平米,146,| 2室1厅 | 56.22平米 | 南 北 | 其他,中楼层(共7层)  1986年建板楼  -,
林苑西里 不到顶 双阳两室 户型方正,单价22712元/平米,130,| 2室1厅 | 57.24平米 | 南 | 其他,高楼层(共6层)  1998年建板楼  -,
南开金庄公寓 两室改善投资好房 紧邻水上公园,单价28342元/平米,240,| 2室1厅 | 84.68平米 | 东北 | 其他,中楼层(共5层)  2001年建板楼  -,
桂荷园精装跃层 带车位 私产过五年 合适,单价36443元/平米,538,| 4室3厅 | 147.63平米 | 南 北 | 其他,高楼层(共7层)  2005年建板楼  -,
奥城，双阳两室，中间层，自住投资首选,单价40249元/平米,370,| 2室2厅 | 91.93平米 | 南 | 其他,高楼层(共24层)  2005年建板楼  -,
万维花园 学区房 私产可贷款 装修好,单价22384元/平米,380,| 4室1厅 | 169.77平米 | 南 北 | 精装,高楼层(共6层)  2001年建板楼  -,
泾水园 东西H户型 大客厅  交通便利,单价27112元/平米,285,| 2室1厅 | 105.12平米 | 东 西 | 简装,高楼层(共6层)  2005年建板楼  -,
浩天天娇源 三楼金角 采光好 南北通透,单价37284元/平米,645,| 3室1厅 | 173平米 | 南 北 | 其他,低楼层(共15层)  2004年建板楼  -,
盈江里 交通方便 配套成熟 学区房 生活便利,单价20679元/平米,86,| 1室1厅 | 41.59平米 | 东 | 其他,中楼层(共6层)  1985年建板楼  -,
天华里 两室一厅 实验学区片 采光好,单价28206元/平米,220,| 2室1厅 | 78平米 | 南 北 | 简装,高楼层(共6层)  1998年建板楼  -,
时代奥城 精装一室 满五年 邻南翠屏,单价40743元/平米,325,| 1室1厅 | 79.77平米 | 南 | 其他,高楼层(共27层)  2005年建板楼  -,
龙井里 南开小学片 黄金楼层 大户型 采光好 交通便利,单价21112元/平米,190,| 2室1厅 | 90平米 | 南 | 其他,中楼层(共6层)  1989年建板楼  -,
红磡花园 临地铁 南开中心小学 过五年,单价30834元/平米,370,| 2室2厅 | 120平米 | 南 北 | 简装,高楼层(共6层)  2001年建板楼  -,
居祥南里 核心地段 带30平米小院 诚心出售,单价28229元/平米,155,| 2室1厅 | 54.91平米 | 西南 | 精装,低楼层(共6层)  1992年建板楼  -,
林苑北里小区 交通便利 南北通透 黄金二楼,单价24627元/平米,99,| 2室1厅 | 40.2平米 | 南 北 | 其他,低楼层(共6层)  1986年建板楼  -,
龙滨园  6层到顶的小砖楼，业主诚心出售。,单价33510元/平米,310,| 2室2厅 | 92.51平米 | 东 西 | 其他,高楼层(共6层)  1999年建板楼  -,
凤园里 2室1厅 170万,单价29170元/平米,170,| 2室1厅 | 58.28平米 | 南 北 | 精装,中楼层(共6层)  1987年建板楼  -,
金厦里 2室1厅 220万,单价28242元/平米,220,| 2室1厅 | 77.9平米 | 南 北 | 其他,低楼层(共6层)  1995年建板楼  -,
九州国际 银角两室 中间楼层 采光无挡,单价39552元/平米,335,| 2室1厅 | 84.7平米 | 西南 | 其他,中楼层(共34层)  2010年建板楼  -,
格调故里三跃四大三室 过五年 无二套,单价47128元/平米,900,| 4室2厅 | 190.97平米 | 南 北 | 简装,低楼层(共2层)  2006年建  -,
龙亭家园 繁华地段 黄金楼层 中营学区,单价48276元/平米,420,| 2室1厅 | 87平米 | 西南 | 其他,高楼层(共30层)  2008年建板楼  -,
时代奥城 婚房未入住 中心位置 满五年,单价44381元/平米,400,| 2室1厅 | 90.13平米 | 南 | 其他,高楼层(共27层)  2005年建板楼  -,
静德花园 改造大两居室 学区房 采光无遮挡,单价42500元/平米,510,| 2室2厅 | 120平米 | 南 北 | 毛坯,低楼层(共32层)  2008年建板楼  -,
绮华新增两室 双阳户型 中心位置 采光超棒,单价33882元/平米,280,| 2室1厅 | 82.64平米 | 南 北 | 其他,高楼层(共6层)  2002年建板楼  -,
龙井里 周边配套 视野宽阔 采光充足 户型好,单价23794元/平米,138,| 2室1厅 | 58平米 | 南 | 其他,高楼层(共6层)  1989年建板楼  -,
鼓楼核心经典复式 地段繁华 可商住两用,单价20265元/平米,118,| 2室1厅 | 58.23平米 | 北 | 其他,中楼层(共20层)  2007年建塔楼  -,
阳光100西园 窗子临街  适合投资 环境优美,单价22858元/平米,240,| 2室1厅 | 105平米 | 南 北 | 精装,中楼层(共11层)  2007年建板楼  -,
日环里 地段繁华 交通便利 采光好,单价17188元/平米,110,| 2室1厅 | 64平米 | 东 西 | 简装,高楼层(共7层)  1989年建板楼  -,
兴泰西里 户型好 位置好 采光好 交通便利,单价30000元/平米,228,| 2室1厅 | 76平米 | 南 北 | 简装,中楼层(共7层)  1990年建板楼  -,
绮华里 低楼层 通透三室 紧邻花园,单价33737元/平米,485,| 3室2厅 | 143.76平米 | 南 北 | 其他,低楼层(共6层)  2002年建板楼  -,
【民水民电，高档公寓，商住两用】,单价13429元/平米,47,| 1室0厅 | 35平米 | 南 | 精装,高楼层(共17层)  2005年建板楼  -,
纽约公寓 写字楼 商住两用 办公好房,单价10114元/平米,63,| 1室1厅 | 62.29平米 | 南 北 | 精装,低楼层(共16层)  2013年建板楼  -,
宁乐里，南北通透，前后无遮挡，黄金二楼,单价36459元/平米,168,| 1室1厅 | 46.08平米 | 南 北 | 简装,低楼层(共6层)  1990年建板楼  -,
瑞德里 阳面一室  不到顶 私产房可贷款  小区中心,单价28750元/平米,115,| 1室0厅 | 40平米 | 南 | 简装,中楼层(共11层)  1996年建板楼  -,
铜锣湾花园 投资落户首选 朝阳面 很诚意卖的一套！,单价49050元/平米,178,| 1室0厅 | 36.29平米 | 南 | 简装,中楼层(共26层)  2004年建板楼  -,
九州三室 改善首选 中营学片 诚意卖房,单价40266元/平米,455,| 3室1厅 | 113平米 | 西南 | 其他,高楼层(共34层)  2010年建板楼  -,
汉中里 2室1厅 160万,单价18835元/平米,160,| 2室1厅 | 84.95平米 | 南 北 | 其他,中楼层(共6层)  1998年建板楼  -,
汉中里 2室1厅 175万,单价20601元/平米,175,| 2室1厅 | 84.95平米 | 南 北 | 其他,低楼层(共6层)  1998年建板楼  -,
阳光壹佰西园 2室1厅 170万,单价22667元/平米,170,| 2室1厅 | 75平米 | 东 | 其他,高楼层(共18层)  2007年建板楼  -,
黄金楼层 品质物业 海河观景房 满五唯一 黄金楼层,单价51642元/平米,870,| 3室2厅 | 168.47平米 | 南 | 其他,中楼层(共33层)  2012年建板楼  -,
金谷园 1室1厅 123万,单价25440元/平米,123,| 1室1厅 | 48.35平米 | 南 | 其他,低楼层(共6层)  1998年建板楼  -,
竹华里H户型大三居 南北通透 改善首选,单价28738元/平米,360,| 3室2厅 | 125.27平米 | 南 北 | 其他,低楼层(共6层)  2003年建板楼  -,
金环里 稀缺独单 婚房首选 采光霸道,单价25918元/平米,125,| 1室1厅 | 48.23平米 | 南 | 简装,高楼层(共6层)  1996年建板楼  -,
瑞丽园 2室1厅 270万,单价32143元/平米,270,| 2室1厅 | 84平米 | 南 北 | 其他,高楼层(共6层)  2004年建板楼  -,
九州国际 采光无挡 交通便利 有钥匙,单价37106元/平米,320,| 2室1厅 | 86.24平米 | 西 北 | 其他,中楼层(共34层)  2010年建板楼  -,
艺术公寓 黄金楼层 采光好 繁华地段,单价25925元/平米,265,| 3室1厅 | 102.22平米 | 西南 | 其他,中楼层(共32层)  2011年建塔楼  -,
大悦公寓 全明户型  黄金楼层 阳面两室,单价27097元/平米,265,| 2室1厅 | 97.8平米 | 西南 | 其他,中楼层(共28层)  2013年建板楼  -,
兴华公寓 1室1厅 122万,单价23476元/平米,122,| 1室1厅 | 51.97平米 | 南 北 | 其他,中楼层(共7层)  2006年建板楼  -,
光湖里  不到顶金角双台  过五年无税随时看,单价21740元/平米,100,| 1室1厅 | 46平米 | 东 南 | 其他,高楼层(共7层)  1986年建板楼  -,
凤园里 地铁房 交通便利 南北通透,单价41401元/平米,220,| 2室1厅 | 53.14平米 | 南 北 | 简装,低楼层(共7层)  1998年建板楼  -,
满五唯一  南北通透   黄金二楼  重点学区,单价33625元/平米,316,| 2室2厅 | 93.98平米 | 南 北 | 简装,低楼层(共6层)  2000年建板楼  -,
林苑北里 视野开阔 交通便利 周边配套齐全,单价26316元/平米,150,| 2室1厅 | 57平米 | 南 | 精装,高楼层(共6层)  1986年建板楼  -,
欣苑公寓 电梯入户 地铁房 次顶层,单价24980元/平米,370,| 2室2厅 | 148.12平米 | 南 北 | 简装,高楼层(共7层)  2000年建板楼  -,
学区安华里 诚心出售 能签合同 拎包入住,单价30012元/平米,206,| 2室1厅 | 68.64平米 | 南 北 | 精装,高楼层(共6层)  1997年建板楼  -,
彩虹花园 南北通透H户型 购房首选,单价23084元/平米,240,| 2室1厅 | 103.97平米 | 南 北 | 其他,高楼层(共6层)  1999年建板楼  -,
汉中里 2室1厅 175万,单价20601元/平米,175,| 2室1厅 | 84.95平米 | 南 北 | 其他,低楼层(共6层)  1998年建板楼  -,
兴泰南里 南北通透 黄金楼层 满五唯一,单价31103元/平米,165,| 2室1厅 | 53.05平米 | 南 北 | 简装,中楼层(共5层)  1993年建板楼  -,
双峰道旁 通透两室 满五唯一 中心小学片 临地铁 超值,单价26563元/平米,170,| 2室1厅 | 64平米 | 南 北 | 简装,高楼层(共6层)  1987年建板楼  -,
浩天天娇园 学区房  紧邻水上公园 电梯洋房,单价39770元/平米,690,| 3室2厅 | 173.5平米 | 南 北 | 其他,低楼层(共11层)  2004年建板楼  -,
美丽心殿 南北通透 电梯房 采光好,单价27420元/平米,340,| 2室1厅 | 124平米 | 南 北 | 其他,低楼层(共20层)  2000年建板楼  -,
金环里 2室1厅 200万,单价25764元/平米,200,| 2室1厅 | 77.63平米 | 北 南 | 其他,中楼层(共6层)  1996年建板楼  -,
新华园 南北通透 电梯房 采光好 紧邻地铁,单价26773元/平米,600,| 5室2厅 | 224.11平米 | 南 北 | 简装,高楼层(共9层)  1999年建板楼  -,
云居公寓 2室2厅 380万,单价38284元/平米,380,| 2室2厅 | 99.26平米 | 西南 | 其他,高楼层(共6层)  1999年建板楼  -,
宝利国际博朗园 3室1厅 670万,单价54650元/平米,670,| 3室1厅 | 122.6平米 | 南 北 | 毛坯,中楼层(共32层)  2013年建板楼  -,
汉中里 2室1厅 160万,单价18835元/平米,160,| 2室1厅 | 84.95平米 | 南 北 | 其他,中楼层(共6层)  1998年建板楼  -,
铜锣湾 婚房装修两室 全明户型 中营学区,单价38563元/平米,310,| 2室1厅 | 80.39平米 | 东 | 精装,低楼层(共26层)  2004年建板楼  -,
水乡花园 双阳两室 稀缺一楼 出房率高,单价33608元/平米,270,| 2室1厅 | 80.34平米 | 西南 | 其他,低楼层(共9层)  2005年建板楼  -,
金冠里 1室1厅 148万,单价30547元/平米,148,| 1室1厅 | 48.45平米 | 南 | 其他,低楼层(共6层)  1998年建板楼  -,
庆达园 南北通透 经典H户型 采光充足 楼层合适,单价32676元/平米,298,| 2室2厅 | 91.2平米 | 南 北 | 其他,中楼层(共6层)  板楼  -,
优质学区 南北通透 采光好 中心位置,单价34356元/平米,390,| 3室2厅 | 113.52平米 | 南 北 | 其他,中楼层(共6层)  1998年建板楼  -,
长华里 单价低 中心位置 紧邻公交站,单价19274元/平米,198,| 2室2厅 | 102.73平米 | 南 北 | 简装,高楼层(共6层)  1999年建板楼  -,
金环里 2楼老人首选 私产可贷款 采光好 南北通透,单价29730元/平米,220,| 2室1厅 | 74平米 | 南 北 | 其他,低楼层(共6层)  1996年建板楼  -,
佳闻公寓 双阳 通透 带电梯 急售,单价25295元/平米,335,| 3室1厅 | 132.44平米 | 南 北 | 简装,高楼层(共14层)  2000年建板楼  -,
风荷新园 南北通透 金角 次顶层 采光好 诚心出售,单价38123元/平米,355,| 2室2厅 | 93.12平米 | 南 北 | 精装,高楼层(共7层)  2003年建板楼  -,
天荣公寓 稀缺两室 独家好房 欲购从速,单价26573元/平米,215,| 2室1厅 | 80.91平米 | 东 南 北 | 精装,高楼层(共6层)  2002年建板楼  -,
竹华里  黄金二楼 标准H户型 南北通透,单价29049元/平米,280,| 2室1厅 | 96.39平米 | 南 北 | 精装,低楼层(共6层)  2003年建板楼  -,
桦林园，五室大跃层三室H+1户型 采光好,单价21806元/平米,438,| 5室2厅 | 200.87平米 | 南 北 | 精装,高楼层(共6层)  1999年建板楼  -,
林苑西里 黄金三楼 婚房精装修 私产满两年,单价28022元/平米,160,| 2室1厅 | 57.1平米 | 南 | 精装,中楼层(共6层)  1998年建板楼  -,
富力城天越园 全阳两室 中间楼层 采光好,单价50926元/平米,550,| 2室1厅 | 108平米 | 南 | 其他,中楼层(共28层)  2007年建板楼  -,
凌研里 全阳面 私产可贷款 采光好,单价20707元/平米,133,| 2室1厅 | 64.23平米 | 南 | 其他,高楼层(共6层)  1990年建板楼  -,
宜君北里 1室1厅 70万,单价14584元/平米,70,| 1室1厅 | 48平米 | 南 北 | 其他,高楼层(共7层)  1999年建板楼  -,
富力城天越园 南北通透三室 中间楼层,单价48023元/平米,800,| 3室2厅 | 166.59平米 | 南 西南 北 | 其他,中楼层(共28层)  2007年建板楼  -,
保山北里 1室1厅 153万,单价43051元/平米,153,| 1室1厅 | 35.54平米 | 南 | 其他,低楼层(共6层)  1999年建板楼  -,
俊城浅水湾 2室1厅 290万,单价30527元/平米,290,| 2室1厅 | 95平米 | 南 北 | 其他,高楼层(共18层)  2004年建板楼  -,
竹华里  跃层三室改善必选  精装修 送露台,单价26699元/平米,400,| 3室2厅 | 149.82平米 | 南 北 | 精装,高楼层(共6层)  2003年建板楼  -,
植园里 H户型 二期房龄 钻石三楼 诚心出售,单价35484元/平米,330,| 2室1厅 | 93平米 | 南 北 | 其他,中楼层(共6层)  1997年建板楼  -,
改善首选 学区房 看房随时  配套成熟,单价28243元/平米,135,| 1室1厅 | 47.8平米 | 南 | 其他,低楼层(共6层)  1996年建板楼  -,
阳光壹佰北园 交通便利 配套设施齐全,单价24132元/平米,335,| 3室2厅 | 138.82平米 | 南 北 | 精装,中楼层(共9层)  1990年建板楼  -,
奥城公寓 有地采暖 正式一室一厅 商住两用,单价13572元/平米,76,| 1室1厅 | 56平米 | 东北 | 精装,低楼层(共29层)  2010年建板楼  -,
金宇里 采光充足 繁华地段 紧邻地铁,单价18250元/平米,128,| 2室1厅 | 70.14平米 | 南 北 | 简装,高楼层(共7层)  1985年建板楼  -,
仁爱濠景，稀缺独栋别墅，欧式装修 交通方便,单价43988元/平米,1300,| 5室3厅 | 295.54平米 | 南 北 | 精装,低楼层(共3层)  2006年建  -,
