name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
翠湖山庄 实用三房 环境优美 配套成熟,单价32405元/平米,335,| 3室2厅 | 103.38平米 | 北 | 简装,中楼层(共31层)  1999年建塔楼  -,
富力新村 学位房 采光一流,单价19299元/平米,110,| 2室1厅 | 57平米 | 北 | 简装,中楼层(共9层)  1994年建塔楼  -,
羊城花园 精装修复式楼 采光通风好,单价19030元/平米,200,| 3室2厅 | 105.1平米 | 北 | 简装,高楼层(共6层)  2000年建塔楼  -,
远洋宿舍温馨2室 通风采光好 位置优越,单价21539元/平米,140,| 2室1厅 | 65平米 | 北 | 其他,中楼层(共9层)  1997年建塔楼  -,
海景花园 高层洋房 视野开阔 景观开阔,单价39683元/平米,500,| 3室2厅 | 126平米 | 东北 | 简装,高楼层(共30层)  2003年建塔楼  -,
南向三房 总价低 看房方便 安静不吵,单价24075元/平米,260,| 3室2厅 | 108平米 | 西南 | 简装,低楼层(共11层)  2002年建塔楼  -,
美林湖畔花园 近地铁配套完善 保养绝佳,单价32090元/平米,430,| 3室2厅 | 134平米 | 南 | 精装,中楼层(共25层)  2006年建塔楼  -,
瑞华大厦 地铁上盖 交通生活便利,单价29474元/平米,280,| 2室2厅 | 95平米 | 西 | 简装,中楼层(共30层)  1998年建塔楼  -,
【满堂红链家】天雅居 低总价学位房,单价15653元/平米,180,| 3室2厅 | 115平米 | 暂无数据 | 其他,低楼层(共13层)  1999年建塔楼  -,
棠德花园 无敌视野大两房,单价14045元/平米,125,| 2室1厅 | 89平米 | 东 | 简装,高楼层(共9层)  1997年建塔楼  -,
棠德花园 精修两房 南北对流 黄金楼层,单价22132元/平米,135,| 2室1厅 | 61平米 | 南 | 其他,低楼层(共9层)  1997年建塔楼  -,
棠德花园 采光通风好 拎包入住 免重税,单价16196元/平米,90,| 2室1厅 | 55.57平米 | 西 | 简装,高楼层(共10层)  1997年建塔楼  -,
历德雅舍 1室1厅 224万,单价40000元/平米,224,| 1室1厅 | 56平米 | 西北 | 其他,高楼层(共30层)  2005年建塔楼  -,
星汇园复式出售  装修新静 格局方正,单价43931元/平米,760,| 4室2厅 | 173平米 | 西 | 简装,高楼层(共32层)  2002年建塔楼  -,
骏景花园 稀缺南向复式 位置安静住家舒适,单价30834元/平米,740,| 5室2厅 | 240平米 | 南 | 精装,高楼层(共13层)  2000年建塔楼  -,
太阳广场 3室2厅 450万,单价46875元/平米,450,| 3室2厅 | 96平米 | 东北 | 简装,低楼层(共26层)  2000年建塔楼  -,
MBA国际公寓 独立厨卫  交通方便,单价29812元/平米,158,| 1室0厅 | 53平米 | 北 | 简装,高楼层(共29层)  2007年建塔楼  -,
【满堂红链家】雅怡阁 精致二房,单价20136元/平米,149,| 2室1厅 | 74平米 | 北 | 简装,中楼层(共23层)  2000年建塔楼  -,
天河北 地铁上盖 豪装南向三房 笋！,单价44348元/平米,510,| 3室2厅 | 115平米 | 西南 | 精装,高楼层(共28层)  2004年建塔楼  -,
天诚广场 电梯楼 住家投资首选 诚意放卖,单价39241元/平米,310,| 2室2厅 | 79平米 | 东北 | 其他,中楼层(共24层)  1998年建塔楼  -,
汇景新城 中央庭院 高层复式 时尚精装,单价62815元/平米,2500,| 4室2厅 | 398平米 | 南 | 精装,高楼层(共29层)  2011年建塔楼  -,
中海康城 高层四房 视野好 方便看房,单价36913元/平米,550,| 4室2厅 | 149平米 | 东南 | 精装,高楼层(共12层)  2002年建塔楼  -,
临近双地铁电梯物业 侨源山庄电梯高层三房,单价24845元/平米,400,| 3室2厅 | 161平米 | 南 | 其他,中楼层(共23层)  1998年建塔楼  -,
骏景花园 南苑高层复式 豪华装修,单价24091元/平米,530,| 5室2厅 | 220平米 | 东 | 简装,高楼层(共12层)  2000年建板楼  -,
中怡城市花园 双省级学位 东向厅出阳台,单价53125元/平米,680,| 3室2厅 | 128平米 | 东 | 简装,高楼层(共32层)  2002年建塔楼  -,
名门大厦 两房东向 投资住家 双地铁,单价37250元/平米,298,| 2室2厅 | 80平米 | 北 | 简装,高楼层(共33层)  1997年建塔楼  -,
华景五期 东南向三房,单价40660元/平米,370,| 3室2厅 | 91平米 | 东南 | 简装,高楼层(共17层)  2009年建塔楼  -,
富力天朗明居 实用两房 望花园 安静舒适,单价30000元/平米,210,| 2室1厅 | 70平米 | 北 | 简装,中楼层(共18层)  2001年建塔楼  -,
中怡城市花园 两房改大一房一厅 高层采光,单价57948元/平米,350,| 2室1厅 | 60.4平米 | 东北 | 其他,高楼层(共32层)  2002年建塔楼  -,
紫荆花园西座 复式单位 带私家花园,单价36532元/平米,455,| 2室2厅 | 124.55平米 | 北 | 其他,高楼层(共15层)  1998年建塔楼  -,
侨林苑 一期A栋 实用两房,单价45715元/平米,320,| 2室2厅 | 70平米 | 东南 | 其他,中楼层(共20层)  2003年建塔楼  -,
广海花园 正规两房 安静望花园,单价21826元/平米,165,| 2室1厅 | 75.6平米 | 东北 | 其他,中楼层(共9层)  1998年建塔楼  -,
南天广场 南向三房 学位房 真实笋盘,单价35434元/平米,450,| 3室2厅 | 127平米 | 西南 | 简装,中楼层(共33层)  1997年建塔楼  -,
翠拥华庭 东向1房 高楼层视野光线好,单价30000元/平米,135,| 1室0厅 | 45平米 | 东 | 简装,高楼层(共27层)  2008年建塔楼  -,
中层大两房，精装光线好,单价21911元/平米,195,| 2室2厅 | 89平米 | 北 | 简装,低楼层(共21层)  2003年建塔楼  -,
天河广场 中心商业地段 升值空间大,单价19380元/平米,150,| 2室1厅 | 77.4平米 | 西南 | 简装,中楼层(共32层)  1996年建塔楼  -,
广海花园 精美4房 采光好 通风好,单价24091元/平米,265,| 4室2厅 | 110平米 | 南 | 其他,高楼层(共8层)  1998年建塔楼  -,
实用两房 户型方正 采光好,单价16667元/平米,100,| 2室1厅 | 60平米 | 东 | 简装,高楼层(共9层)  1994年建塔楼  -,
东圃富力新村 2房1厅 总价低 值得投资,单价22259元/平米,138,| 2室2厅 | 62平米 | 东 | 精装,高楼层(共9层)  1994年建塔楼  -,
骏景花园南苑楼王单位 尊贵的象征,单价33743元/平米,550,| 5室2厅 | 163平米 | 南 | 精装,中楼层(共19层)  2000年建塔楼  -,
强烈推荐，骏景花园，黄金楼层，户型方正，,单价25000元/平米,615,| 5室2厅 | 246平米 | 东 | 精装,高楼层(共12层)  2000年建塔楼  -,
骏景花园 南苑高层 户型方正 使用率高,单价35617元/平米,520,| 4室2厅 | 146平米 | 东南 | 精装,高楼层(共13层)  2000年建塔楼  -,
华景二期 安静两房 南北通透 省级学位,单价25317元/平米,200,| 3室2厅 | 79平米 | 南 | 简装,高楼层(共9层)  2009年建塔楼  -,
雅怡居地段繁华 南北对流 价格实惠,单价17107元/平米,140,| 1室1厅 | 81.84平米 | 南 | 简装,中楼层(共9层)  2000年建塔楼  -,
南国花园 全木地板 开放性厨房,单价40000元/平米,328,| 2室1厅 | 82平米 | 西北 | 简装,高楼层(共24层)  2002年建塔楼  -,
侨怡苑 省级学位 交通便利,单价42943元/平米,265,| 1室1厅 | 61.71平米 | 西 | 简装,高楼层(共21层)  1995年建塔楼  -,
华景大六期  豪华大三房  外享私人大平,单价31915元/平米,600,| 4室2厅 | 188平米 | 南 | 精装,低楼层(共31层)  1998年建塔楼  -,
华景新城 五期 精装三房 安静舒适,单价30000元/平米,300,| 3室2厅 | 100平米 | 西南 | 精装,高楼层(共9层)  2009年建塔楼  -,
正规四房 双阳台 南北对流 通风采光好,单价24584元/平米,295,| 4室2厅 | 120平米 | 北 | 简装,高楼层(共16层)  2000年建塔楼  -,
汇景新城 龙熹山 豪装四房 包两车位,单价38000元/平米,950,| 4室2厅 | 250平米 | 南 | 精装,低楼层(共29层)  2011年建塔楼  -,
林和中路 荟雅苑 近地铁,单价46316元/平米,440,| 3室1厅 | 95平米 | 西南 | 简装,低楼层(共31层)  2000年建塔楼  -,
纵横花园 全新小两房 光线好 免装修,单价18462元/平米,96,| 2室1厅 | 52平米 | 北 | 其他,低楼层(共9层)  2002年建塔楼  -,
中海康城 中高层精装三房 通风采光好,单价32728元/平米,360,| 3室2厅 | 110平米 | 北 | 精装,中楼层(共21层)  2002年建塔楼  -,
盈彩西向望花园，黄金楼层,单价29871元/平米,230,| 2室2厅 | 77平米 | 西 | 精装,中楼层(共12层)  2003年建塔楼  -,
中海康城 中高层精装三房 通风采光好,单价26000元/平米,304.2,| 3室2厅 | 117平米 | 北 | 精装,中楼层(共20层)  2002年建塔楼  -,
地段好，地铁上盖,单价39891元/平米,730,| 4室2厅 | 183平米 | 东南 | 简装,低楼层(共27层)  2002年建塔楼  -,
华景新城 五期在售南向精装四房 安静舒适,单价32787元/平米,400,| 4室2厅 | 122平米 | 南 | 简装,中楼层(共9层)  2009年建塔楼  -,
芳满庭园 三房带主套 视野开阔 采光好,单价42057元/平米,450,| 3室1厅 | 107平米 | 北 | 精装,低楼层(共36层)  2004年建塔楼  -,
春江花园 小户型 高楼层 诚心出售,单价23600元/平米,118,| 1室1厅 | 50平米 | 南 | 精装,高楼层(共18层)  2000年建塔楼  -,
天河广场 方正两房 中高层南向,单价20029元/平米,155,| 2室1厅 | 77.39平米 | 东南 | 简装,中楼层(共32层)  1996年建塔楼  -,
南向三房 总价低 带学位 未来21号地铁,单价24762元/平米,260,| 3室2厅 | 105平米 | 南 | 简装,低楼层(共18层)  2000年建塔楼  -,
逸致居 复式四房 安静舒适 带学位修改房,单价27364元/平米,550,| 4室2厅 | 201平米 | 东北 | 简装,高楼层(共31层)  1998年建塔楼  -,
天逸名都 小户型单位 入读名校 带学位,单价46297元/平米,125,| 1室0厅 | 27平米 | 北 | 简装,高楼层(共31层)  2002年建塔楼  -,
华景新城 电梯实用三房 两房朝南 光线好,单价35000元/平米,280,| 3室1厅 | 80平米 | 西南 | 简装,高楼层(共31层)  1998年建塔楼  -,
汇景新城世家 中层单位 南北对流大四房,单价41928元/平米,930,| 4室2厅 | 221.81平米 | 南 | 其他,低楼层(共29层)  2011年建塔楼  -,
雅怡居地段繁华 南北对流 价格合适,单价17941元/平米,165,| 3室2厅 | 91.97平米 | 南 | 简装,高楼层(共9层)  2000年建塔楼  -,
中海景晖 稀缺东向 真的不吵 207方,单价53141元/平米,1100,| 4室2厅 | 207平米 | 东 | 简装,中楼层(共31层)  2007年建塔楼  -,
棠德花园 东向好房 光线好 中高楼层,单价20313元/平米,130,| 2室1厅 | 64平米 | 东 | 精装,高楼层(共9层)  1997年建塔楼  -,
华景新城三期 实用大两房 可改三房,单价28317元/平米,260,| 2室2厅 | 91.82平米 | 东北 | 简装,高楼层(共9层)  2009年建塔楼  -,
东方新世界 东向3房安静望花园 居家首选,单价56544元/平米,620,| 3室2厅 | 109.65平米 | 东 | 精装,高楼层(共25层)  2011年建塔楼  -,
华景新城 陶然庭苑 精装四房 方正实用,单价43151元/平米,630,| 4室2厅 | 146平米 | 南 | 精装,高楼层(共36层)  2007年建塔楼  -,
云山居 标准三房 诚意放售 全朝阳采光,单价26667元/平米,400,| 3室2厅 | 150平米 | 南 | 精装,中楼层(共5层)  1996年建塔楼  -,
天龙大厦 地铁口 温馨三房 带龙口西学位,单价37500元/平米,405,| 3室2厅 | 108平米 | 东北 | 简装,低楼层(共25层)  1997年建塔楼  -,
嘉裕君玥公馆 3室2厅 800万,单价59702元/平米,800,| 3室2厅 | 134平米 | 西南 | 精装,高楼层(共30层)  2009年建塔楼  -,
雅怡居 刚需正规1房 黄金楼层 大力推荐,单价16957元/平米,78,| 1室1厅 | 46平米 | 北 | 简装,高楼层(共9层)  2000年建塔楼  -,
丽晶华庭，稀缺笋盘，四房3厅,单价32259元/平米,500,| 4室2厅 | 155平米 | 南 | 简装,高楼层(共30层)  1998年建塔楼  -,
春江花园3房单位仅售185万,单价22840元/平米,185,| 3室1厅 | 81平米 | 南 | 简装,低楼层(共16层)  2000年建塔楼  -,
东南单边 一线园景豪装4房 粤海丽江花园,单价58848元/平米,1168,| 4室2厅 | 198.48平米 | 东南 | 精装,高楼层(共30层)  2011年建塔楼  -,
金海花园 温馨南向两房 时尚装修,单价48649元/平米,360,| 2室2厅 | 74平米 | 南 | 简装,高楼层(共30层)  2002年建塔楼  -,
骏景花园 精装三房 户型方正 舒适住家,单价32654元/平米,320,| 3室2厅 | 98平米 | 北 | 简装,低楼层(共12层)  2000年建板楼  -,
天力居 实用两房 拎包入住,单价21875元/平米,140,| 2室1厅 | 64平米 | 东 | 其他,中楼层(共12层)  1998年建塔楼  -,
旭景家园 三房两厅 装修保养不错 采光好,单价25264元/平米,240,| 3室1厅 | 95平米 | 北 | 精装,高楼层(共15层)  2002年建塔楼  -,
天朗明居 最新楼栋南向两房 满五年,单价27942元/平米,190,| 2室2厅 | 68平米 | 东南 | 简装,低楼层(共18层)  2001年建塔楼  -,
骏景花园 南向黄金楼层,单价35065元/平米,540,| 4室2厅 | 154平米 | 南 | 精装,中楼层(共13层)  2000年建塔楼  -,
【满堂红链家】天河区 雅怡阁 户型方正实,单价20271元/平米,150,| 3室1厅 | 74平米 | 北 | 简装,高楼层(共23层)  2000年建塔楼  -,
安静两房 户型反正 近入口,单价26914元/平米,218,| 2室2厅 | 81平米 | 东北 | 精装,高楼层(共7层)  2002年建塔楼  -,
中海康城 中高层精装三房 保养好 安静,单价28366元/平米,295,| 3室2厅 | 104平米 | 北 | 精装,中楼层(共19层)  2002年建塔楼  -,
东晖花园 精品三房 电梯小高层 带学位,单价40988元/平米,485,| 3室2厅 | 118.33平米 | 东北 | 简装,中楼层(共10层)  1999年建塔楼  -,
汇景新城 棕榈园 少有高层复试 正南向,单价48443元/平米,1400,| 5室2厅 | 289平米 | 西南 | 简装,中楼层(共29层)  2011年建塔楼  -,
春江花园 安静两房 正南向望花园,单价25807元/平米,160,| 2室1厅 | 62平米 | 南 | 简装,中楼层(共16层)  2000年建塔楼  -,
地铁上盖，嘉宝华庭 精装三房，免营业税,单价40651元/平米,500,| 3室2厅 | 123平米 | 西北 | 简装,高楼层(共28层)  2001年建塔楼  -,
温馨三房  看房方便 安静不吵 户型方正,单价25000元/平米,215,| 3室1厅 | 86平米 | 南 | 精装,高楼层(共15层)  2002年建塔楼  -,
保利心语南向望三房 过两年 省级双学位,单价69600元/平米,750,| 3室2厅 | 107.76平米 | 南 | 简装,低楼层(共33层)  2009年建塔楼  -,
隽峰苑 南向小三房 高层一线景观 双学位,单价67416元/平米,600,| 3室2厅 | 89平米 | 南 | 精装,高楼层(共32层)  2008年建塔楼  -,
金坤花园 南向两房 干净装修,单价19190元/平米,142,| 2室1厅 | 74平米 | 南 | 精装,高楼层(共9层)  1998年建塔楼  -,
骏景花园 南苑高层 豪华装修 拎包入住,单价33019元/平米,350,| 3室2厅 | 106平米 | 北 | 毛坯,中楼层(共20层)  2000年建塔楼  -,
华景四期 翡翠居 装修雅致 可改三房,单价36487元/平米,270,| 2室2厅 | 74平米 | 西 | 精装,低楼层(共9层)  2009年建塔楼  -,
南北对流，高档装修，安静舒适。,单价36106元/平米,432,| 3室2厅 | 119.65平米 | 南 | 其他,低楼层(共27层)  2008年建塔楼  -,
金燕花园 高层三房 视野开阔 景观一流,单价23959元/平米,230,| 3室2厅 | 96平米 | 西 | 简装,高楼层(共26层)  2002年建塔楼  -,
雅怡阁 温馨两房 拎包入住 证满五年,单价19638元/平米,156,| 2室2厅 | 79.44平米 | 北 | 精装,低楼层(共23层)  2000年建塔楼  -,
峻峰苑小区,单价61819元/平米,850,| 3室2厅 | 137.5平米 | 南 | 其他,中楼层(共32层)  2008年建塔楼  -,
雅怡阁 实用两房 刚需首选交通方便精品小,单价21035元/平米,122,| 2室1厅 | 58平米 | 北 | 简装,低楼层(共23层)  2000年建塔楼  -,
华建小区 方正两房 省级学位,单价36034元/平米,290,| 2室2厅 | 80.48平米 | 北 | 简装,中楼层(共18层)  2001年建塔楼  -,
领汇国际公寓 大单间 诚意出售 有意请致,单价23810元/平米,100,| 1室0厅 | 42平米 | 西 | 简装,低楼层(共25层)  2003年建塔楼  -,
豪华装修 顶级复式 业主诚意出售,单价65754元/平米,480,| 1室1厅 | 73平米 | 西 | 精装,低楼层(共26层)  2009年建塔楼  -,
天文苑 高档豪宅小区 精装修西向两居,单价49231元/平米,320,| 2室1厅 | 65平米 | 西南 | 简装,高楼层(共29层)  2003年建塔楼  -,
天河北 祥兴大厦 南向三房 通风采光好,单价29546元/平米,325,| 3室2厅 | 110平米 | 南 | 精装,中楼层(共23层)  1996年建塔楼  -,
荟雅苑 好地段 快手盘 诚心放售,单价42017元/平米,500,| 3室2厅 | 119平米 | 南 | 其他,低楼层(共31层)  2000年建塔楼  -,
天河广场 方正两房 使用率高,单价18182元/平米,140,| 2室1厅 | 77平米 | 东 | 简装,低楼层(共28层)  1996年建塔楼  -,
华景新城建宇轩 1室0厅 290万,单价24370元/平米,290,| 1室0厅 | 119平米 | 东 | 精装,高楼层(共9层)  2009年建塔楼  -,
地铁上盖 尚德大厦,单价49153元/平米,290,| 1室1厅 | 59平米 | 东 | 其他,中楼层(共23层)  2003年建塔楼  -,
鸿翔大厦 天麟第 东北向 大两房,单价39561元/平米,360,| 2室2厅 | 91平米 | 东北 | 其他,高楼层(共29层)  2002年建塔楼  -,
天河广场 繁华地段 交通便利 商住两用,单价17925元/平米,190,| 3室1厅 | 106平米 | 北 | 简装,高楼层(共32层)  1996年建塔楼  -,
中信旁边 荟雅苑 东北向三房 笋盘！,单价42858元/平米,450,| 3室2厅 | 105平米 | 北 | 简装,低楼层(共31层)  2000年建塔楼  -,
