name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
锦绣生态园春满园 大三房 送私人露台,单价12322元/平米,138,| 3室2厅 | 112平米 | 东北 | 精装,高楼层(共6层)  2001年建塔楼  -,
洛涛居南区精装修三房，安静望花园,单价19319元/平米,170,| 3室2厅 | 88平米 | 西北 | 其他,中楼层(共6层)  1999年建塔楼  -,
工业路小区 户型方正实用 商业配套成熟,单价7500元/平米,45,| 2室1厅 | 60平米 | 东 | 其他,高楼层(共5层)  塔楼  -,
丽江花园 中层西南2房 低总价轻松置业,单价14394元/平米,95,| 2室2厅 | 66平米 | 西南 | 其他,低楼层(共9层)  2008年建塔楼  -,
祈福新村 A区别墅南向 带私家大花园,单价15000元/平米,288,| 4室2厅 | 192平米 | 南 | 简装,低楼层(共1层)  1995年建  -,
交通便利，环境优美，治安管理好，精装2房,单价18551元/平米,128,| 2室2厅 | 69平米 | 南 | 简装,低楼层(共7层)  1999年建塔楼  -,
大四房交通方便,单价15883元/平米,270,| 5室2厅 | 170平米 | 西 | 简装,高楼层(共11层)  1995年建塔楼  -,
海龙湾 户型方正厅大阳台大 通风透光性,单价19139元/平米,160,| 2室2厅 | 83.6平米 | 南 | 简装,低楼层(共11层)  2004年建塔楼  -,
时光南向精装四房 过五年唯一 手慢无,单价19231元/平米,300,| 4室2厅 | 156平米 | 南 | 精装,低楼层(共11层)  2010年建塔楼  -,
华南碧桂园 保养很好  装修优势。,单价20000元/平米,300,| 3室2厅 | 150平米 | 东 | 精装,中楼层(共8层)  2001年建塔楼  -,
两房 生态小区 双地铁,单价14394元/平米,95,| 2室1厅 | 66平米 | 西北 | 其他,中楼层(共9层)  2008年建塔楼  -,
自在豪庭 大两房 证过两年 精装修,单价15190元/平米,120,| 2室2厅 | 79平米 | 北 | 精装,中楼层(共11层)  2004年建塔楼  -,
华南碧桂园翠云山苑 四房 南北对流,单价19608元/平米,300,| 4室2厅 | 153平米 | 南 | 简装,低楼层(共18层)  2001年建塔楼  -,
祈福新村 山泉居 实用两房 中间楼层,单价15625元/平米,100,| 2室2厅 | 64平米 | 北 | 其他,低楼层(共6层)  2004年建板楼  -,
丽江花园 星海洲 大两房 采光好 装修新,单价16050元/平米,130,| 2室2厅 | 81平米 | 北 | 简装,中楼层(共25层)  2008年建塔楼  -,
江南新村 2房1厅1卫 楼层佳 可公基金,单价10274元/平米,75,| 2室1厅 | 73平米 | 暂无数据 | 精装,低楼层(共7层)  1998年建塔楼  -,
祈福新村蝶舞轩实用小三房,单价16130元/平米,130,| 3室2厅 | 80.6平米 | 北 | 精装,高楼层(共6层)  1995年建塔楼  -,
锦绣生态园雅典花园 精装修二房,单价11127元/平米,79,| 2室2厅 | 71平米 | 西南 | 其他,高楼层(共12层)  1993年建塔楼  -,
丽江花园 丽茹楼 家私电器齐全,单价15910元/平米,140,| 3室1厅 | 88平米 | 西南 | 精装,中楼层(共9层)  2008年建塔楼  -,
南国奥园 复式小三房 双地铁上盖 学位房,单价18469元/平米,205,| 3室2厅 | 111平米 | 西北 | 简装,高楼层(共6层)  2006年建塔楼  -,
自在城市花园 南向主套三房  望园林景观,单价17875元/平米,185,| 3室2厅 | 103.5平米 | 东南 | 简装,高楼层(共10层)  2004年建塔楼  -,
洛涛居南区过一五年唯一住房，可免营业税,单价19500元/平米,156,| 2室1厅 | 80平米 | 北 | 其他,中楼层(共6层)  1999年建塔楼  -,
星河湾星座 对流一线园景物业 中层靓装修,单价28456元/平米,700,| 4室2厅 | 246平米 | 南 | 精装,中楼层(共16层)  2001年建塔楼  -,
丽江花园 婚房首选 双地铁 生态小区,单价14844元/平米,95,| 2室1厅 | 64平米 | 西南 | 简装,低楼层(共9层)  2008年建塔楼  -,
自在豪庭 舒适两房 精致装修,单价14375元/平米,115,| 2室2厅 | 80平米 | 西北 | 简装,中楼层(共11层)  2004年建塔楼  -,
富丽家园 黄金楼层 近地铁交通便利,单价14656元/平米,170,| 4室2厅 | 116平米 | 南 | 其他,低楼层(共8层)  1995年建塔楼  -,
华林居稀缺电梯三房 装修保养好,单价18692元/平米,200,| 3室2厅 | 107平米 | 西南 | 精装,低楼层(共9层)  2008年建塔楼  -,
康怡居2房出售,单价15574元/平米,95,| 2室2厅 | 61平米 | 南 | 其他,低楼层(共6层)  1995年建塔楼  -,
祈福新村青怡居 南向大两房一楼赠花园,单价16667元/平米,115,| 2室2厅 | 69平米 | 南 | 其他,低楼层(共5层)  1995年建塔楼  -,
祈福新村 青怡居 南北对流临近市场,单价15214元/平米,89,| 2室2厅 | 58.5平米 | 北 | 简装,高楼层(共5层)  1995年建塔楼  -,
两房装修保养好 业主自主 拎包入住,单价18841元/平米,130,| 2室1厅 | 69平米 | 南 | 其他,中楼层(共7层)  1999年建塔楼  -,
富丽家园豪华装修三房 南向单位 价格低,单价10986元/平米,78,| 2室2厅 | 71平米 | 东 | 简装,中楼层(共8层)  1995年建塔楼  -,
海龙湾山水轩 南北对流 带花园 江景,单价23842元/平米,360,| 5室2厅 | 151平米 | 南 | 精装,低楼层(共9层)  2004年建塔楼  -,
祈福新村康怡雅园出售！,单价33334元/平米,780,| 5室2厅 | 234平米 | 北 | 精装,低楼层(共1层)  1995年建  -,
丽岛翠苑 南北通透 超大平层坐享城市繁华,单价24155元/平米,500,| 4室2厅 | 207平米 | 南 | 简装,低楼层(共25层)  2008年建塔楼  -,
侨基花园三房,单价11310元/平米,95,| 3室2厅 | 84平米 | 东南 | 简装,中楼层(共32层)  1998年建塔楼  -,
丽江花园丽字楼 电梯高层 大四房 过五年,单价13386元/平米,170,| 4室2厅 | 127平米 | 东北 | 简装,高楼层(共9层)  2008年建塔楼  -,
丽江花园 四房 双地铁 生态小区,单价14530元/平米,170,| 4室2厅 | 117平米 | 东北 | 其他,中楼层(共9层)  2008年建塔楼  -,
生态园复式出售 豪华装修 采光好,单价15295元/平米,130,| 3室2厅 | 85平米 | 北 | 简装,高楼层(共6层)  2001年建塔楼  -,
雅居乐花园 新地 独立小区 房子保养好,单价25410元/平米,310,| 3室2厅 | 122平米 | 南 | 简装,低楼层(共11层)  2010年建塔楼  -,
精装修 环境好 品质与档次的完美体现,单价13517元/平米,123,| 3室1厅 | 91平米 | 北 | 其他,低楼层(共4层)  1995年建塔楼  -,
v华南碧桂园岭御苑毛坯两房 环境优美,单价19127元/平米,197,| 2室2厅 | 103平米 | 东南 | 其他,中楼层(共18层)  2001年建塔楼  -,
业主急卖 过5唯一 黄金楼层 正望花园,单价16020元/平米,165,| 3室2厅 | 103平米 | 北 | 简装,中楼层(共7层)  1999年建塔楼  -,
祈福新村湖景居 小三房,单价13125元/平米,105,| 3室2厅 | 80平米 | 北 | 简装,中楼层(共4层)  1995年建塔楼  -,
百事佳新装三房 西南望江 安静舒适,单价15152元/平米,200,| 3室2厅 | 132平米 | 西南 | 简装,中楼层(共28层)  1995年建塔楼  -,
祈福新村 康怡居 高层2房,单价17214元/平米,105,| 2室1厅 | 61平米 | 北 | 简装,高楼层(共6层)  1995年建塔楼  -,
富丽广场精装 精装两房 户型方正,单价13816元/平米,105,| 2室1厅 | 76平米 | 南 | 其他,低楼层(共6层)  1995年建塔楼  -,
三房 生态小区 双地铁,单价15341元/平米,135,| 3室1厅 | 88平米 | 西南 | 简装,高楼层(共9层)  2008年建塔楼  -,
方正三房 通风非常好，南北通透修,单价11505元/平米,130,| 3室2厅 | 113平米 | 南 | 其他,高楼层(共8层)  2002年建塔楼  -,
岭御苑 精装2房 户型方正 无敌山景,单价18605元/平米,160,| 2室1厅 | 86平米 | 西南 | 简装,中楼层(共18层)  2001年建塔楼  -,
丽江花园 星海洲 中层电梯 保养好,单价17902元/平米,145,| 2室2厅 | 81平米 | 东北 | 简装,中楼层(共25层)  2008年建塔楼  -,
大发大厦 繁华地段 过五唯一 通风好,单价11873元/平米,78,| 2室1厅 | 65.7平米 | 南 | 其他,高楼层(共9层)  1999年建塔楼  -,
趣园大两房出售  装修保养好,单价13254元/平米,110,| 2室1厅 | 83平米 | 北 | 其他,中楼层(共6层)  2001年建塔楼  -,
锦绣生态园倚翠苑 93方3房,单价16130元/平米,150,| 3室2厅 | 93平米 | 南 | 简装,中楼层(共6层)  2001年建塔楼  -,
丽江花园 棕榈滩 联排别墅 高大上,单价24268元/平米,580,| 5室2厅 | 239平米 | 东南 | 精装,低楼层(共1层)    -,
祈福新村蝶舞轩 精致大两房 保养新首付低,单价15442元/平米,105,| 2室2厅 | 68平米 | 北 | 简装,高楼层(共6层)  1995年建塔楼  -,
电梯南向电梯三房，稀有户型南北对流双阳台,单价24562元/平米,280,| 3室2厅 | 114平米 | 南 | 其他,低楼层(共10层)  2002年建塔楼  -,
华南碧桂园漾翠苑 实用户型 格局方正,单价16984元/平米,500,| 6室2厅 | 294.4平米 | 南 | 精装,高楼层(共7层)  2001年建塔楼  -,
南国奥园 南向三房 楼距好 双地铁 学区,单价19812元/平米,210,| 3室2厅 | 106平米 | 南 | 简装,高楼层(共6层)  2006年建塔楼  -,
锦绣生态园 电梯高楼层 毛坯4房 东南向,单价16492元/平米,220,| 4室2厅 | 133.4平米 | 东南 | 毛坯,中楼层(共16层)  2001年建塔楼  -,
祈福新村海晴居 精致免税大两房 换房急售,单价15574元/平米,95,| 2室2厅 | 61平米 | 北 | 其他,中楼层(共6层)  1995年建塔楼  -,
锦绣生态园 南向3房阳 30方平台,单价14433元/平米,140,| 3室2厅 | 97平米 | 南 | 其他,低楼层(共6层)  2001年建塔楼  -,
华南新城碧泉居 南向精致三房 少税费,单价19627元/平米,210,| 3室2厅 | 107平米 | 南 | 其他,中楼层(共12层)  2011年建塔楼  -,
丽江花园 九如通津 豪华装修四房 高楼层,单价20144元/平米,280,| 4室2厅 | 139平米 | 北 | 精装,高楼层(共11层)  2008年建塔楼  -,
金海岸花园 刚需典范 稀缺户型,单价18182元/平米,180,| 3室2厅 | 99平米 | 西北 | 其他,高楼层(共17层)  2002年建塔楼  -,
丽江花园华林居 方正3房 光线充足,单价16953元/平米,168,| 3室2厅 | 99.1平米 | 西北 | 精装,中楼层(共6层)  1996年建塔楼  -,
锦绣生态园 实用三房出售,单价13530元/平米,115,| 3室2厅 | 85平米 | 东 | 简装,低楼层(共6层)  2001年建塔楼  -,
洛涛居南区采光佳 环境优美,单价22341元/平米,210,| 3室2厅 | 94平米 | 南 | 其他,低楼层(共6层)  1999年建塔楼  -,
华贵大厦 方正两房 高层空气好,单价11819元/平米,65,| 2室1厅 | 55平米 | 西南 | 简装,高楼层(共9层)  1995年建塔楼  -,
丽江花园左岸 全线江景 精装三房,单价26230元/平米,320,| 3室2厅 | 122平米 | 东 | 精装,高楼层(共16层)  2008年建塔楼  -,
广州雅居乐花园 花巷豪华复式,单价19500元/平米,390,| 4室2厅 | 200平米 | 东 | 毛坯,高楼层(共6层)  2010年建塔楼  -,
富丽家园侨苑 馨舒适2房 方正实用,单价10870元/平米,50,| 2室2厅 | 46平米 | 暂无数据 | 其他,低楼层(共6层)  1995年建塔楼  -,
自在庭苑 室内精装修，保养也很新静,单价15385元/平米,120,| 2室2厅 | 78平米 | 南 | 精装,中楼层(共11层)  2004年建塔楼  -,
祈福新村天湖居 精美大四房 一手业主免税,单价14983元/平米,218,| 4室2厅 | 145.5平米 | 北 | 精装,低楼层(共19层)  1995年建塔楼  -,
锦绣生态园 3房放卖 保养干净,单价13979元/平米,130,| 3室2厅 | 93平米 | 南 | 简装,高楼层(共6层)  2001年建塔楼  -,
莲芳园 温馨两房 格局方正 南北对流,单价11321元/平米,78,| 2室1厅 | 68.9平米 | 南 | 精装,高楼层(共8层)  1995年建塔楼  -,
锦绣生态园趣园 南北对流3房,单价14706元/平米,150,| 3室2厅 | 102平米 | 西南 | 精装,高楼层(共6层)  2001年建塔楼  -,
电梯方正三房 精致装修,单价21496元/平米,230,| 3室2厅 | 107平米 | 北 | 简装,中楼层(共10层)  2002年建塔楼  -,
时光九篇 业主诚意出售,单价33334元/平米,500,| 3室2厅 | 150平米 | 东 | 简装,低楼层(共11层)  2010年建塔楼  -,
锦绣生态园 安静3房 小区中心,单价13266元/平米,130,| 3室2厅 | 98平米 | 北 | 其他,高楼层(共6层)  2001年建塔楼  -,
锦绣生态园雅典花园 带花园3房,单价12879元/平米,85,| 2室1厅 | 66平米 | 北 | 简装,低楼层(共12层)  1993年建塔楼  -,
祈福水城 品牌开发商 澳洲风格,单价14286元/平米,116,| 2室1厅 | 81.2平米 | 东 | 其他,高楼层(共11层)  2008年建塔楼  -,
市桥南 绿庭雅苑 中等装修 格局方正,单价12827元/平米,118,| 3室2厅 | 92平米 | 南 | 简装,中楼层(共7层)  2005年建塔楼  -,
锦绣生态园乐满园 精装修保养好 望花园,单价12963元/平米,140,| 3室2厅 | 108平米 | 北 | 简装,中楼层(共6层)  2001年建塔楼  -,
洛涛居南区 户型方正 采光好 装修好,单价15645元/平米,300,| 4室2厅 | 191.76平米 | 南 | 简装,高楼层(共6层)  1999年建塔楼  -,
锦绣生态园水云居 大面积四房,单价15863元/平米,230,| 4室2厅 | 145平米 | 南 | 其他,低楼层(共11层)  2001年建塔楼  -,
丽江花园德字楼 稀缺一房 户型方正,单价19513元/平米,80,| 1室1厅 | 41平米 | 东北 | 简装,高楼层(共16层)  2008年建塔楼  -,
南国奥园 双地铁上盖  极力推荐,单价24753元/平米,500,| 4室2厅 | 202平米 | 南 | 简装,低楼层(共6层)  2006年建塔楼  -,
《满堂红链家》稀有的两房,单价15910元/平米,70,| 2室1厅 | 44平米 | 暂无数据 | 其他,高楼层(共7层)  1995年建塔楼  -,
祈福新村倚云居 新净大三房,单价14454元/平米,185,| 3室2厅 | 128平米 | 东北 | 其他,高楼层(共35层)  2004年建塔楼  -,
珠殿苑北区 视野开阔两房 南北对流,单价10286元/平米,72,| 2室2厅 | 70平米 | 南 | 其他,中楼层(共7层)  1996年建塔楼  -,
春满园 三房,单价12827元/平米,118,| 3室2厅 | 92平米 | 北 | 简装,高楼层(共6层)  2001年建塔楼  -,
富丽家园怡居新村 3室1厅 110万,单价10186元/平米,110,| 3室1厅 | 108平米 | 南 | 其他,中楼层(共7层)  1995年建塔楼  -,
祈福新村D区 南向一楼送花园 二次装修,单价13685元/平米,78,| 2室2厅 | 57平米 | 南 | 其他,低楼层(共4层)  1995年建塔楼  -,
锦绣香江山水园 实用三房 低首付,单价23728元/平米,235,| 3室2厅 | 99.04平米 | 北 | 简装,低楼层(共10层)  2004年建塔楼  -,
祈福新村 名都阁 电梯新楼温馨两房,单价20741元/平米,168,| 2室2厅 | 81平米 | 北 | 精装,高楼层(共32层)  1995年建塔楼  -,
星河湾星苑 黄金楼层 四房豪华装修,单价23590元/平米,460,| 4室2厅 | 195平米 | 南 | 精装,低楼层(共15层)  2001年建塔楼  -,
丽江花园 高层江景4房 精致装修 真实房,单价14683元/平米,185,| 4室2厅 | 126平米 | 西北 | 简装,低楼层(共9层)  1999年建塔楼  -,
广州万科红郡花园 联排别墅 装修保养好,单价32000元/平米,880,| 5室2厅 | 275平米 | 暂无数据 | 其他,低楼层(共1层)  2012年建  -,
方正两房,经济实用,果岭景观 ,,单价23530元/平米,200,| 2室2厅 | 85平米 | 东南 | 简装,低楼层(共17层)  2006年建塔楼  -,
南北对流 豪华装修,单价15169元/平米,135,| 3室2厅 | 89平米 | 北 | 简装,中楼层(共5层)  1995年建塔楼  -,
趣园三房南北对流,单价14415元/平米,160,| 3室2厅 | 111平米 | 南 | 简装,高楼层(共6层)  2001年建塔楼  -,
大石莲芳园 温馨两房 全新装修 采光一流,单价10127元/平米,80,| 2室2厅 | 79平米 | 西南 | 简装,中楼层(共8层)  1995年建塔楼  -,
丽江花园华林居 西南电梯 地铁沿线,单价21288元/平米,215,| 3室2厅 | 101平米 | 西南 | 精装,中楼层(共9层)  2008年建塔楼  -,
东街楼王位置一楼带120平花园 稀有户型,单价27174元/平米,200,| 2室2厅 | 73.6平米 | 南 | 简装,低楼层(共6层)  2000年建塔楼  -,
锦绣生态园趣园 91方三房 南向中间楼层,单价15061元/平米,136,| 3室1厅 | 90.3平米 | 南 | 简装,高楼层(共6层)  2001年建塔楼  -,
自在城市花园 闲庭 景观房 采光充足,单价14424元/平米,300,| 4室2厅 | 208平米 | 东 | 精装,高楼层(共10层)  2004年建塔楼  -,
丽江花园康城居 装修保养好 环境优美,单价16667元/平米,120,| 2室1厅 | 72平米 | 东 | 简装,低楼层(共9层)  1999年建塔楼  -,
锦绣银湾 精装修 对流一线园景物业,单价19812元/平米,210,| 2室1厅 | 106平米 | 北 | 精装,中楼层(共28层)  2007年建塔楼  -,
祈福新村 翠怡居 一楼两房,单价15095元/平米,80,| 2室1厅 | 53平米 | 北 | 简装,低楼层(共5层)  1995年建塔楼  -,
广州雅居乐花园 一尺山居 高层豪华装修,单价34147元/平米,280,| 2室1厅 | 82平米 | 北 | 精装,高楼层(共23层)  2010年建塔楼  -,
丽江花园左岸豪华型装修 光线足,单价21646元/平米,500,| 5室2厅 | 231平米 | 南 | 其他,高楼层(共16层)  2008年建塔楼  -,
丽江花园 丽字楼 装修保养新 拎包入住,单价15000元/平米,96,| 2室2厅 | 64平米 | 东北 | 简装,低楼层(共9层)  2008年建塔楼  -,
新地 实用大三房,所有房间均为南向,单价28874元/平米,410,| 4室2厅 | 142平米 | 南 | 精装,高楼层(共11层)  2010年建塔楼  -,
锦绣半岛 东南向三房 望花园 税费低,单价18993元/平米,122.5,| 3室2厅 | 64.5平米 | 南 | 其他,低楼层(共26层)  2009年建塔楼  -,
祈福新村A区 南北通透 保养新净,单价11364元/平米,75,| 2室2厅 | 66平米 | 北 | 其他,低楼层(共3层)  1995年建塔楼  -,
趣园南向三房出售,单价15492元/平米,145,| 3室2厅 | 93.6平米 | 西南 | 精装,高楼层(共6层)  2001年建塔楼  -,
诺德名都 舒适大三房 清爽干净 配套完善,单价19697元/平米,260,| 3室2厅 | 132平米 | 东南 | 毛坯,中楼层(共33层)  2004年建塔楼  -,
丽江花园丽字楼 温馨三房 交通便利,单价14205元/平米,125,| 3室1厅 | 88平米 | 西南 | 其他,低楼层(共9层)  2008年建塔楼  -,
