name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
卫生厅大院 大院管理 黄金楼层可改小三房,单价28338元/平米,190,| 2室2厅 | 67.05平米 | 东 | 精装,中楼层(共8层)  1985年建塔楼  -,
水荫路 电梯中层单位 实用率高 总价低,单价30000元/平米,330,| 4室2厅 | 110平米 | 东南 | 简装,中楼层(共9层)  塔楼  -,
幸福小区 家电齐全 采光通风好 出行方便,单价24732元/平米,230,| 3室2厅 | 93平米 | 南 | 简装,高楼层(共9层)  1992年建塔楼  -,
东山雅筑 大面积六房两厅出售 带露天花园,单价59486元/平米,1850,| 6室2厅 | 311平米 | 东南 | 简装,高楼层(共33层)  2006年建塔楼  -,
明月东山 大三房 稀缺户型 江景楼盘,单价50000元/平米,657.5,| 3室2厅 | 131.5平米 | 南 | 其他,低楼层(共7层)  塔楼  -,
贤藏街 精选三房 马赛克外墙楼龄新,单价22223元/平米,240,| 3室2厅 | 108平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
恤孤院路 小户型学区房 业主诚意出售,单价50667元/平米,380,| 3室1厅 | 75平米 | 东南 | 其他,高楼层(共6层)  塔楼  -,
富力御龙庭 三房两厅  景观一流稀缺楼王,单价48092元/平米,630,| 3室2厅 | 131平米 | 南 | 其他,低楼层(共28层)  2004年建塔楼  -,
五羊商住中心 配套完善环境舒适 交通方便,单价24810元/平米,325,| 3室2厅 | 131平米 | 南 | 其他,高楼层(共9层)  2000年建塔楼  -,
青菜岗小区 低层框架 建六学位 大院管理,单价31429元/平米,330,| 5室2厅 | 105平米 | 南 | 其他,中楼层(共9层)  1990年建塔楼  -,
联发名阁 顶层复式 东南北单边,单价35001元/平米,987.25,| 7室2厅 | 282.07平米 | 东南 | 其他,高楼层(共19层)  2001年建塔楼  -,
丽苑大厦 中层两房 厅出阳台 环境安静,单价30682元/平米,270,| 2室1厅 | 88平米 | 北 | 其他,高楼层(共17层)  1998年建塔楼  -,
东湖豪苑高层三房 证满五年唯一物业税费少,单价57143元/平米,600,| 3室1厅 | 105平米 | 东北 | 简装,中楼层(共28层)  塔楼  -,
高档小区 户型大气安静朝向 带超大花园,单价59908元/平米,1300,| 3室2厅 | 217平米 | 暂无数据 | 其他,低楼层(共6层)  2007年建塔楼  -,
广工大院 双地铁上盖 实用三房 黄花学位,单价26154元/平米,170,| 3室2厅 | 65平米 | 南 | 简装,高楼层(共6层)  塔楼  -,
东湖御苑 高层复式单位 豪华装修,单价37478元/平米,850,| 4室2厅 | 226.8平米 | 北 | 精装,高楼层(共51层)  2005年建塔楼  -,
房建大厦 2室1厅 190万,单价23691元/平米,190,| 2室1厅 | 80.2平米 | 南 | 其他,低楼层(共25层)  1996年建塔楼  -,
陶瓷大厦 实用两房 黄金楼层 交通便利,单价16912元/平米,115,| 2室1厅 | 68平米 | 南 | 其他,低楼层(共10层)  1994年建塔楼  -,
纸行路 正规实用一房 间隔方正通风采光好,单价21053元/平米,80,| 1室1厅 | 38平米 | 北 | 简装,高楼层(共6层)  塔楼  -,
时代you公寓 商住两用,单价27660元/平米,130,| 1室0厅 | 47平米 | 东南 | 其他,中楼层(共21层)  2006年建塔楼  -,
人民中路中高层精装两房 总价低 价钱笋,单价15854元/平米,65,| 1室1厅 | 41平米 | 东南 | 其他,高楼层(共8层)  塔楼  -,
一梯两户西南北向房改房方正实用,单价19604元/平米,198,| 3室2厅 | 101平米 | 西北 | 简装,高楼层(共9层)  1995年建塔楼  -,
建设二马路 实用3房 带天台空中花园,单价21035元/平米,183,| 3室1厅 | 87平米 | 西 | 简装,高楼层(共9层)  塔楼  -,
东华东路 实用两房 入读名校,单价41667元/平米,150,| 2室1厅 | 36平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
西门口 一楼两房 全明通风一流 老少皆宜,单价21709元/平米,92,| 2室1厅 | 42.38平米 | 南 | 其他,低楼层(共8层)  塔楼  -,
华侨乐园 西南向三房 精装修 中星学位,单价31667元/平米,380,| 3室2厅 | 120平米 | 西南 | 其他,中楼层(共18层)  1995年建塔楼  -,
水均南街 省级学位 生活便利,单价31449元/平米,218,| 2室1厅 | 69.32平米 | 南 | 简装,高楼层(共6层)  塔楼  -,
御东和府 精致户型 格局方正 采光通透,单价46297元/平米,375,| 2室1厅 | 81平米 | 南 | 其他,高楼层(共30层)  2008年建塔楼  -,
小北路 小两房出售 南北对流 看房方便,单价35000元/平米,175,| 2室1厅 | 50平米 | 南 | 其他,低楼层(共9层)  塔楼  -,
中山三路 南北向两房 证过两年 安静,单价27885元/平米,145,| 2室1厅 | 52平米 | 南 | 其他,中楼层(共8层)  塔楼  -,
永怡新都 中层精装两房 安静东向大阳台,单价33925元/平米,268,| 2室2厅 | 79平米 | 东 | 简装,高楼层(共19层)  塔楼  -,
东华南路 中层两房 格局方正 采光较好,单价19597元/平米,100,| 2室1厅 | 51.03平米 | 北 | 简装,中楼层(共8层)  塔楼  -,
安泰大厦 实用舒适单位 配套完善,单价45840元/平米,336,| 2室1厅 | 73.3平米 | 东北 | 其他,低楼层(共24层)  2013年建塔楼  -,
麓湖路 南向房改房 睇楼提前约,单价25472元/平米,135,| 2室1厅 | 53平米 | 西 | 其他,低楼层(共9层)  塔楼  -,
电梯两房,间隔实用,可改三房,单价32500元/平米,260,| 2室2厅 | 80平米 | 东 | 其他,高楼层(共9层)  2011年建塔楼  -,
户型方正 稀有放盘 带双阳台 水荫路学位,单价30000元/平米,315,| 2室1厅 | 105平米 | 东南 | 其他,中楼层(共29层)  2007年建塔楼  -,
海月东路 小户型 中等装修,单价25235元/平米,35,| 1室0厅 | 13.87平米 | 南 | 其他,中楼层(共9层)  塔楼  -,
房建大厦 高层电梯楼,单价25676元/平米,285,| 3室1厅 | 111平米 | 西 | 其他,高楼层(共25层)  1996年建塔楼  -,
实用温馨单位 配套完善,单价14075元/平米,95,| 2室1厅 | 67.5平米 | 东南 | 简装,高楼层(共9层)  1990年建塔楼  -,
两房一厅 居家首选,单价14607元/平米,65,| 2室1厅 | 44.5平米 | 东北 | 简装,中楼层(共8层)  塔楼  -,
省级学位 地铁上盖 格局方正,单价41792元/平米,280,| 2室1厅 | 67平米 | 北 | 其他,低楼层(共27层)  2004年建塔楼  -,
实用舒适单位 配套完善,单价45055元/平米,410,| 2室1厅 | 91平米 | 东南 | 其他,低楼层(共24层)  2013年建塔楼  -,
安泰大厦 实用舒适单位 配套完善,单价48485元/平米,320,| 2室1厅 | 66平米 | 北 | 其他,低楼层(共24层)  2013年建塔楼  -,
带省级学位 忠价低,单价36055元/平米,337,| 3室2厅 | 93.47平米 | 东南 | 其他,中楼层(共21层)  1997年建塔楼  -,
北校场路 实用三房 带学位,单价18232元/平米,140,| 3室2厅 | 76.79平米 | 暂无数据 | 简装,高楼层(共9层)  塔楼  -,
省级学位 地铁上盖 标准两房,单价45071元/平米,320,| 2室2厅 | 71平米 | 东南 | 其他,低楼层(共9层)  塔楼  -,
独栋别墅 环境舒适 交通方便,单价73470元/平米,1800,| 5室1厅 | 245平米 | 东南 | 精装,低楼层(共1层)  塔楼  -,
东华西路 四层私房 少有放售,单价22024元/平米,150,| 2室4厅 | 68.11平米 | 北 | 其他,低楼层(共1层)  塔楼  -,
黄田小区 阳台针对绿化 小区环境优美,单价25582元/平米,220,| 3室1厅 | 86平米 | 东南 | 其他,低楼层(共9层)  1988年建塔楼  -,
淘金家园两房 住家装修 送全屋家私家电,单价44872元/平米,350,| 2室2厅 | 78平米 | 北 | 其他,低楼层(共30层)  2013年建塔楼  -,
实用两房 高层电梯 省级黄花学位,单价43056元/平米,310,| 2室1厅 | 72平米 | 东北 | 简装,高楼层(共33层)  塔楼  -,
间隔方正 中层靓向 实用两房一厅,单价27778元/平米,125,| 2室1厅 | 45平米 | 南 | 简装,低楼层(共9层)  塔楼  -,
光塔路 朝天小学学位 马赛克外墙,单价21775元/平米,135,| 2室1厅 | 62平米 | 东 | 简装,低楼层(共9层)  2005年建塔楼  -,
地铁口物业 矿泉北街 南向精致三房,单价13612元/平米,98,| 3室1厅 | 72平米 | 北 | 其他,低楼层(共9层)  塔楼  -,
底层两房 安静大院 婚房首选,单价41250元/平米,330,| 2室2厅 | 80平米 | 东北 | 其他,低楼层(共9层)  1990年建塔楼  -,
东华西路 实用一房 装修新净 安静,单价32927元/平米,135,| 1室1厅 | 41平米 | 东 | 其他,中楼层(共8层)  塔楼  -,
璟泰南向两房 安静舒适,单价43422元/平米,330,| 2室2厅 | 76平米 | 南 | 简装,中楼层(共33层)  2003年建塔楼  -,
海珠北路 低层三楼三房 间隔方正实用,单价23637元/平米,156,| 3室2厅 | 66平米 | 东 | 其他,低楼层(共9层)  塔楼  -,
名品居 环境舒适 配套齐全 地铁沿线,单价37235元/平米,350,| 4室2厅 | 94平米 | 南 | 其他,中楼层(共11层)  1995年建塔楼  -,
美东大厦 三房两厅地铁房 越秀区置业首选,单价31667元/平米,380,| 3室2厅 | 120平米 | 东 | 其他,高楼层(共28层)  2000年建塔楼  -,
米市路 实用两房 学位房,单价25798元/平米,178,| 2室1厅 | 69平米 | 南 | 其他,高楼层(共8层)  塔楼  -,
东风西路 实用三房 装修新净,单价13096元/平米,110,| 3室1厅 | 84平米 | 西北 | 其他,低楼层(共9层)  塔楼  -,
侨福苑 交通方便 靠近步行街 地铁,单价35354元/平米,350,| 3室1厅 | 99平米 | 西 | 其他,中楼层(共21层)  1996年建塔楼  -,
金迪大厦 实用大三房 交通方便,单价29584元/平米,400,| 3室2厅 | 135.21平米 | 东南 | 精装,低楼层(共28层)  2002年建塔楼  -,
麓湖御景电梯房出售,单价29592元/平米,435,| 3室1厅 | 147平米 | 西南 | 精装,低楼层(共32层)  2007年建塔楼  -,
东华南路 低楼层方正实用两房 地铁沿线,单价28750元/平米,230,| 3室1厅 | 80平米 | 南 | 简装,中楼层(共9层)  塔楼  -,
实用温馨单位 配套完善,单价36141元/平米,460,| 3室2厅 | 127.28平米 | 东南 | 简装,中楼层(共9层)  塔楼  -,
越富广场 3房2厅 双阳台,单价24510元/平米,250,| 3室2厅 | 102平米 | 东北 | 简装,中楼层(共17层)  1997年建塔楼  -,
广卫路楼梯楼三房出售,单价23000元/平米,203.32,| 3室1厅 | 88.4平米 | 西南 | 简装,高楼层(共9层)  塔楼  -,
德政中路 楼细积单位 交通方便 配套完善,单价25143元/平米,88,| 1室1厅 | 35平米 | 东 | 简装,中楼层(共9层)  塔楼  -,
南北对流 地铁上盖 标准三房,单价21364元/平米,235,| 3室2厅 | 110平米 | 南 | 其他,高楼层(共9层)  塔楼  -,
紧邻地铁，交通便利。,单价31863元/平米,195,| 2室1厅 | 61.2平米 | 北 | 其他,中楼层(共9层)  塔楼  -,
东华东路锦桦荟 电梯一房一厅,单价23924元/平米,120,| 1室1厅 | 50.16平米 | 西 | 其他,低楼层(共3层)  2001年建塔楼  -,
嘉和苑三期 豪华装修 东北向,单价34832元/平米,310,| 2室1厅 | 89平米 | 东北 | 精装,中楼层(共22层)  2003年建塔楼  -,
省级学位 地铁上盖 格局方正,单价27143元/平米,380,| 4室2厅 | 140平米 | 南 | 其他,中楼层(共7层)  塔楼  -,
实用舒适单位 配套完善,单价39635元/平米,650,| 4室2厅 | 164平米 | 东南 | 其他,高楼层(共19层)  1998年建塔楼  -,
东华西路 社区中层三房 东南向 安静,单价25000元/平米,240,| 3室2厅 | 96平米 | 东南 | 其他,中楼层(共9层)  塔楼  -,
正规三房改两房两厅 精致装修,单价19879元/平米,163,| 2室1厅 | 82平米 | 东南 | 其他,中楼层(共7层)  塔楼  -,
下塘西路 三居室 省级学位 电梯房,单价21622元/平米,240,| 3室1厅 | 111平米 | 南 | 其他,中楼层(共9层)  1995年建塔楼  -,
高层两房低价出售,单价26667元/平米,160,| 2室1厅 | 60平米 | 南 | 其他,高楼层(共8层)  1995年建塔楼  -,
省级学位 地铁上盖 标准三房,单价50550元/平米,460,| 3室1厅 | 91平米 | 东北 | 其他,高楼层(共31层)  2005年建塔楼  -,
方正2房    交通便利,单价23000元/平米,115,| 2室1厅 | 50平米 | 东北 | 其他,高楼层(共10层)  塔楼  -,
麓景雅苑三房 带学位,单价41803元/平米,450,| 3室1厅 | 107.65平米 | 南 | 简装,高楼层(共13层)  2004年建塔楼  -,
保安前街 黄金楼层 住家三房 证过2年,单价40507元/平米,320,| 3室1厅 | 79平米 | 东南 | 其他,中楼层(共8层)  塔楼  -,
六榕路 正规四房 采光一流 居家首选,单价17858元/平米,200,| 4室2厅 | 112平米 | 东南 | 其他,高楼层(共8层)  塔楼  -,
省级学位 地铁上盖 格局方正,单价28475元/平米,168,| 2室1厅 | 59平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
1.精装修2室，南北通透，景观楼层，采光,单价37000元/平米,148,| 2室2厅 | 40平米 | 东 | 简装,低楼层(共8层)  1990年建塔楼  -,
北京路 国际公寓出售,单价28572元/平米,120,| 1室0厅 | 42平米 | 南 | 其他,中楼层(共37层)  1997年建塔楼  -,
文明路中层两房,方正实用,通风采光非常好,单价28462元/平米,74,| 2室1厅 | 26平米 | 东北 | 其他,高楼层(共5层)  塔楼  -,
两房一厅 户型方正 光线充足,单价25363元/平米,175,| 2室1厅 | 69平米 | 北 | 其他,高楼层(共9层)  塔楼  -,
东风东路粤剧大院中层全明三房 一梯两户,单价29833元/平米,300,| 3室2厅 | 100.56平米 | 西南 | 其他,高楼层(共7层)  塔楼  -,
商业商圈 地段好 地铁上盖 临近珠江,单价26250元/平米,420,| 4室3厅 | 160平米 | 东 | 其他,高楼层(共22层)  2006年建塔楼  -,
西华路 低层3房 通风采光,单价18519元/平米,150,| 3室1厅 | 81平米 | 南 | 简装,中楼层(共9层)  塔楼  -,
省级学位 地铁上盖 格局方正修改房评,单价37436元/平米,292,| 2室1厅 | 78平米 | 南 | 其他,高楼层(共8层)  塔楼  -,
实用舒适单位 配套完善,单价32559元/平米,280,| 3室2厅 | 86平米 | 北 | 其他,高楼层(共9层)  塔楼  -,
实用舒适单位 配套完善,单价30682元/平米,135,| 2室1厅 | 44平米 | 南 | 精装,高楼层(共8层)  塔楼  -,
水荫路高层单位 实用温馨 采光一流,单价26000元/平米,130,| 2室1厅 | 50平米 | 南 | 其他,高楼层(共9层)  1982年建塔楼  -,
西胜街楼梯中层笋盘小户型出售,单价17912元/平米,95,| 2室1厅 | 53.04平米 | 南 | 其他,中楼层(共8层)  塔楼  -,
越华路 南北对流 交通方便,单价27001元/平米,155.66,| 2室1厅 | 57.65平米 | 南 | 简装,高楼层(共9层)  塔楼  -,
中山四路 靠近地铁 旺中带静,单价29592元/平米,145,| 2室1厅 | 49平米 | 西南 | 其他,低楼层(共9层)  塔楼  -,
华乐路 靓两房 交通便利,单价24430元/平米,150,| 2室1厅 | 61.4平米 | 南 | 其他,高楼层(共9层)  1990年建塔楼  -,
淘金坑 黄金楼层 豪装3房 华侨学位,单价33991元/平米,295,| 3室1厅 | 86.79平米 | 南 | 其他,高楼层(共8层)  塔楼  -,
水荫路低层温馨两房 安静舒适,单价29091元/平米,160,| 2室1厅 | 55平米 | 南 | 简装,低楼层(共9层)  塔楼  -,
东风东路 省建行房改 实用三房,单价29862元/平米,215,| 3室1厅 | 72平米 | 西南 | 其他,中楼层(共10层)  塔楼  -,
北京路 三房两厅 近地铁 面积实用,单价28427元/平米,253,| 3室2厅 | 89平米 | 东 | 精装,中楼层(共9层)  塔楼  -,
惠福东路 盐运西社区 低层实用两房两厅,单价21569元/平米,220,| 3室2厅 | 102平米 | 暂无数据 | 其他,中楼层(共6层)  塔楼  -,
淘金坑 低层单位 华侨学位,单价29703元/平米,300,| 4室2厅 | 101平米 | 西南 | 其他,低楼层(共9层)  塔楼  -,
华乐路标准一房笋价出售,单价27062元/平米,105,| 1室1厅 | 38.8平米 | 东 | 简装,高楼层(共9层)  1990年建塔楼  -,
实用温馨单位 配套完善,单价20968元/平米,130,| 2室1厅 | 62平米 | 南 | 其他,中楼层(共9层)  1990年建塔楼  -,
房间方正 采光通透 环境安静,单价29412元/平米,250,| 3室1厅 | 85平米 | 南 | 其他,低楼层(共9层)  塔楼  -,
天伦花园中层三房 低于市场价 出手要快,单价49587元/平米,600,| 3室2厅 | 121平米 | 东北 | 其他,中楼层(共23层)  2005年建塔楼  -,
凯旋会 高档小区 豪华装修 一线望江,单价51585元/平米,1800,| 3室3厅 | 348.94平米 | 南 | 其他,中楼层(共48层)  2004年建塔楼  -,
嘉富广场 配套完善 交通方便 环境优美,单价40000元/平米,896.24,| 6室2厅 | 224.06平米 | 西南 | 精装,高楼层(共32层)  1999年建塔楼  -,
环市东路 通风采光好 带农林下路学位,单价34356元/平米,280,| 2室2厅 | 81.5平米 | 南 | 其他,高楼层(共8层)  塔楼  -,
挹翠路　实用两房　采光一流,单价24831元/平米,168,| 2室1厅 | 67.66平米 | 东 | 简装,高楼层(共9层)  塔楼  -,
实用温馨单位 配套完善,单价40000元/平米,564,| 4室2厅 | 141平米 | 东北 | 精装,高楼层(共32层)  2007年建塔楼  -,
嘉和苑三期  大面积 通风采光好,单价30076元/平米,400,| 4室1厅 | 133平米 | 东北 | 简装,中楼层(共22层)  2003年建塔楼  -,
凯旋会 高档小区 豪华装修 一线望江,单价53868元/平米,1950,| 4室2厅 | 362平米 | 东南 | 精装,低楼层(共48层)  2004年建塔楼  -,
仓前大厦笋盘放售,单价28182元/平米,155,| 2室1厅 | 55平米 | 西 | 其他,中楼层(共18层)  1996年建塔楼  -,
3房一厅，住家精选！,单价37259元/平米,380,| 3室1厅 | 101.99平米 | 南 | 精装,中楼层(共9层)  2001年建塔楼  -,
寺右东小区 园林小区 安静舒适 交通方便,单价35715元/平米,300,| 3室2厅 | 84平米 | 东南 | 简装,低楼层(共9层)  塔楼  -,
解放中路 学宫街46号北梯,单价22024元/平米,185,| 3室1厅 | 84平米 | 西南 | 简装,低楼层(共9层)  塔楼  -,
建设新村精致3房2厅南北向大院管理,单价22223元/平米,140,| 3室2厅 | 63平米 | 南 | 简装,高楼层(共5层)  1988年建塔楼  -,
南北朝向 中层采光通风佳 户型实用,单价29179元/平米,140,| 1室2厅 | 47.98平米 | 南 | 其他,中楼层(共5层)  塔楼  -,
