name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
自住靓房 经典跃式 东南 安静朝向,单价55325元/平米,426,| 2室2厅 | 77平米 | 南 | 简装,中楼层(共18层)  2001年建板塔结合  -,
婚房 中高层 满五唯一 地铁口物业,单价61406元/平米,305,| 2室1厅 | 49.67平米 | 北 | 精装,中楼层(共33层)  2008年建板塔结合  -,
南光捷佳大厦 满二红本 近中心公园及地铁,单价41359元/平米,335,| 2室1厅 | 81平米 | 东南 | 简装,高楼层(共34层)  2002年建塔楼  -,
华强南嘉汇新城房本满五年唯一住宅学区地铁,单价54655元/平米,320,| 2室1厅 | 58.55平米 | 西 | 简装,高楼层(共30层)  2000年建板塔结合  -,
侨城东复式房 带前后大花园 南北通透 安静,单价99416元/平米,3400,| 7室2厅 | 342平米 | 南 | 精装,低楼层(共9层)  2003年建塔楼  -,
前排朝北 看花园 视野开阔 诚心出售,单价60228元/平米,530,| 3室2厅 | 88平米 | 北 | 精装,高楼层(共28层)  2001年建板塔结合  -,
上梅林地铁口 低首付南向两居室,单价52831元/平米,280,| 2室1厅 | 53平米 | 南 | 简装,低楼层(共12层)  2000年建塔楼  -,
绿景新美域，楼王户型，全海景房，高层精装,单价69983元/平米,818.8,| 3室2厅 | 117平米 | 南 | 精装,高楼层(共33层)  2005年建塔楼  -,
视野开阔，大户型两房，满五年唯一，全名格局,单价65334元/平米,490,| 2室2厅 | 75平米 | 西北 | 简装,高楼层(共34层)  2004年建塔楼  -,
南向四居室 位置安静 楼层好带学位,单价64830元/平米,600,| 4室2厅 | 92.55平米 | 南 北 | 简装,中楼层(共8层)  板塔结合  -,
3房2卫房，满五年唯一无税费，东南向，精装修，急售,单价63044元/平米,580,| 3室2厅 | 92平米 | 东南 | 精装,高楼层(共31层)  2000年建板塔结合  -,
半山御景全朝南两房 精装修 满五年,单价71959元/平米,475,| 2室2厅 | 66.01平米 | 南 | 精装,高楼层(共10层)  2008年建板塔结合  -,
文伟阁，公园环抱豪宅！4房南向大户型！,单价64025元/平米,1050,| 4室2厅 | 164平米 | 南 北 | 精装,低楼层(共25层)  1999年建板塔结合  -,
华强北桑达新村 三房朝南户型 荔园小学 红岭中学学位,单价59184元/平米,580,| 3室2厅 | 98平米 | 南 北 | 简装,高楼层(共7层)  1988年建板塔结合  -,
精装大两房 红本在手  精装 西南 看花园,单价33981元/平米,350,| 2室2厅 | 103平米 | 西南 | 精装,高楼层(共39层)  2001年建板塔结合  -,
福田新洲本周热买盘，楼下地铁高层朝南看海景满五红本,单价56945元/平米,410,| 2室2厅 | 72平米 | 东南 | 精装,高楼层(共32层)  2007年建塔楼  -,
红本在手，南向通风采光好，业主自己住,单价62402元/平米,435,| 2室2厅 | 69.71平米 | 南 | 精装,高楼层(共15层)  2004年建板塔结合  -,
业主诚心出售，户型方正，看房方便,单价43980元/平米,420,| 3室2厅 | 95.5平米 | 东南 | 简装,中楼层(共32层)  2001年建板塔结合  -,
祥云天都世纪，东南向2房，满五地铁口，厅出阳台,单价59723元/平米,430,| 2室2厅 | 72平米 | 东南 | 精装,高楼层(共32层)  2007年建塔楼  -,
南向精装3房  户型方正  重点学位  中海物业管理,单价49457元/平米,455,| 3室2厅 | 92平米 | 东南 | 精装,低楼层(共15层)  1994年建板塔结合  -,
南北通透 中心区精品楼梯大两房,单价44509元/平米,340,| 3室1厅 | 76.39平米 | 南 | 精装,高楼层(共7层)  1992年建板塔结合  -,
天安高尔夫小三房，户型方正，小区环境好，配套齐全。,单价61617元/平米,610,| 3室2厅 | 99平米 | 东南 | 精装,高楼层(共31层)  2002年建塔楼  -,
景桦花园精装大四房 红本满五年唯一 送私家车位,单价81169元/平米,1250,| 4室2厅 | 154平米 | 南 | 精装,低楼层(共10层)  2000年建板塔结合  -,
双实验学位房 精装修三居室 婚房首选！,单价123596元/平米,1100,| 3室2厅 | 89平米 | 南 北 | 精装,中楼层(共18层)  1993年建塔楼  -,
红本在手 户型方正 地铁口学区房 配套成熟 业主诚售,单价59281元/平米,465,| 2室1厅 | 78.44平米 | 东北 | 简装,中楼层(共30层)  2002年建板塔结合  -,
富莲大厦，此房正对莲花山，享受纯天然养吧,单价68750元/平米,660,| 3室2厅 | 96平米 | 东南 | 精装,中楼层(共25层)  1993年建板塔结合  -,
颐林雅院一期 双地铁口 卓越CBD 楼层佳 采光好,单价59575元/平米,560,| 3室2厅 | 94平米 | 北 | 精装,低楼层(共8层)  1998年建板楼  -,
稀缺出售！福田口岸 住宅大四房 满5唯一 朝南看米铺,单价71642元/平米,960,| 4室2厅 | 134平米 | 南 | 精装,低楼层(共32层)  2007年建板塔结合  -,
福田体育公园旁7号线 ，朝南高层两房，满五红本，唯一,单价57137元/平米,265,| 2室1厅 | 46.38平米 | 东南 | 简装,高楼层(共15层)  1999年建塔楼  -,
意馨居，朝南，学区房，满五年唯一，税费少,单价64815元/平米,350,| 1室1厅 | 54平米 | 南 | 精装,中楼层(共9层)  板塔结合  -,
景洲大厦精装三房 业主诚心出售 有40平的赠送面积,单价80898元/平米,800,| 3室2厅 | 98.89平米 | 南 北 | 精装,低楼层(共31层)  2009年建板塔结合  -,
赛格苑双地铁口电梯房急售，红本无税，空出钥匙看房,单价41781元/平米,305,| 2室2厅 | 73平米 | 西南 | 简装,低楼层(共20层)  1987年建板塔结合  -,
益田村 经典两房  业主换房诚心出售,单价61648元/平米,375,| 2室1厅 | 60.83平米 | 南 | 简装,高楼层(共8层)  1996年建板塔结合  -,
实验+荔园学位房  70年产权  豪华装修,单价93458元/平米,1000,| 3室2厅 | 107平米 | 西北 | 精装,高楼层(共32层)  1993年建塔楼  -,
新洲蜜园一房一厅，地铁七号线物业，红本在手无增值税,单价57447元/平米,270,| 1室1厅 | 47平米 | 北 | 其他,低楼层(共33层)  2007年建塔楼  -,
福保桂花苑东南向精装两房 大社区 环境好 车位充足,单价61261元/平米,380,| 2室2厅 | 62.03平米 | 东南 | 精装,低楼层(共28层)  2008年建板楼  -,
益田村四房  地铁学位房，带车位，楼王位置,单价70834元/平米,850,| 4室2厅 | 120平米 | 南 北 | 简装,高楼层(共24层)  2002年建塔楼  -,
链上你未来的家，福田中心区 地铁又口岸物业,单价52585元/平米,468,| 3室2厅 | 89平米 | 东南 | 精装,中楼层(共16层)  1995年建板塔结合  -,
户型方正，使用率高三房，业主诚意出售房源,单价58975元/平米,460,| 3室2厅 | 78平米 | 北 | 其他,中楼层(共13层)  1998年建板塔结合  -,
户型方正 ，东南向，满五年增值税。优质均价总价,单价51191元/平米,430,| 3室2厅 | 84平米 | 东南 南 | 精装,低楼层(共33层)  2000年建板塔结合  -,
滨江新村 4室2厅 500万,单价51021元/平米,500,| 4室2厅 | 98平米 | 南 北 | 简装,高楼层(共8层)  1984年建板塔结合  -,
荔园小学+实验中学！精装修两房 业主自住,单价82759元/平米,720,| 2室1厅 | 87平米 | 南 北 | 精装,中楼层(共17层)  1989年建塔楼  -,
大金沙改造片，绿洲花园二房，地铁口精装修,单价53162元/平米,380,| 2室1厅 | 71.48平米 | 东南 | 精装,中楼层(共7层)  2009年建板塔结合  -,
小区看公园大两房，红本无税单价低，诚心卖,单价43210元/平米,350,| 2室1厅 | 81平米 | 东南 东北 | 简装,中楼层(共34层)  2002年建塔楼  -,
中层南向，视野好，四房得房率高,单价59860元/平米,850,| 4室1厅 | 142平米 | 南 | 简装,中楼层(共30层)  2002年建板塔结合  -,
金港两房 对小区中庭 宁静享受 居家选择,单价64190元/平米,475,| 2室1厅 | 74平米 | 北 | 精装,高楼层(共32层)  2003年建塔楼  -,
【满五年唯一】方正精装修 安静 无遮挡采光通风好,单价72279元/平米,510,| 2室2厅 | 70.56平米 | 南 北 | 精装,高楼层(共8层)  2009年建板塔结合  -,
金地海景翠堤湾海景4房 精装修 税费成本低,单价68703元/平米,900,| 3室2厅 | 131平米 | 西南 | 其他,低楼层(共32层)  2000年建板塔结合  -,
精装南向2房，满五唯一，带一个超大平台花园,单价61291元/平米,380,| 2室2厅 | 62平米 | 西南 | 精装,低楼层(共32层)  2003年建板塔结合  -,
经典三房 高层正海景 户型方正 小区配套好,单价65790元/平米,750,| 3室2厅 | 114平米 | 南 | 精装,中楼层(共33层)  2002年建板塔结合  -,
百花+实验双学位桑达雅苑93平朝南3居满五唯一税少,单价67742元/平米,630,| 2室1厅 | 93平米 | 南 | 其他,中楼层(共25层)  2004年建板塔结合  -,
趣园 独特享受 全景高尔夫视野,单价64394元/平米,425,| 1室1厅 | 66平米 | 北 | 简装,高楼层(共26层)  2004年建塔楼  -,
岗厦地铁口中心公园旁带福华小学学位俯瞰中心公园,单价50531元/平米,400,| 3室1厅 | 79.16平米 | 东北 | 精装,中楼层(共21层)  1993年建板塔结合  -,
福田口岸的少有的稀缺小高层朝南安静户型实用花园小区,单价52778元/平米,380,| 2室2厅 | 72平米 | 南 | 精装,高楼层(共12层)  2000年建板塔结合  -,
中心区送两个花园的房子，并且赠送面积在120平米以上,单价120799元/平米,1700,| 4室2厅 | 140.73平米 | 南 | 精装,高楼层(共16层)  2004年建塔楼  -,
嘉汇新城业主诚心卖，满5年居家户型，红本抵押,单价65049元/平米,670,| 3室2厅 | 103平米 | 东 | 简装,中楼层(共30层)  2000年建板塔结合  -,
户型方正，南向2房，楼层高，采光视野佳,单价60027元/平米,405,| 2室1厅 | 67.47平米 | 东南 | 精装,高楼层(共33层)  2003年建板塔结合  -,
宣嘉华庭87平三房 高楼层 视野采光好 无增值税,单价57472元/平米,500,| 3室2厅 | 87平米 | 东 北 | 精装,高楼层(共31层)  2000年建板塔结合  -,
高楼层精装南向小两房  户型方正带红岭学位,单价71053元/平米,540,| 2室2厅 | 76平米 | 南 | 精装,中楼层(共29层)  2001年建塔楼  -,
豪华装修拎包入住 带大阳台 南北通透 满五年唯一住房,单价111302元/平米,1300,| 3室2厅 | 116.8平米 | 东南 南 北 | 精装,中楼层(共17层)  2000年建板塔结合  -,
购物公园站 高端物业 精装三房 有红本 视野好采光棒,单价96504元/平米,1380,| 3室2厅 | 143平米 | 东南 | 精装,中楼层(共29层)  2009年建塔楼  -,
地铁口物业 大2房 户型方正,单价67568元/平米,500,| 2室2厅 | 74平米 | 南 | 简装,中楼层(共29层)  2001年建板塔结合  -,
梅林一村 九区方厅 满五年 看水库山景,单价61094元/平米,600,| 3室2厅 | 98.21平米 | 北 | 简装,高楼层(共18层)  1999年建板塔结合  -,
碧荔花园 地铁口小三房 赠送7平米露台花园 居住安静,单价54283元/平米,450,| 3室2厅 | 82.9平米 | 东 西 | 简装,低楼层(共9层)  1998年建板楼  -,
三房两卫厅出阳台  带重点学位 户型方正实用,单价42900元/平米,429,| 3室1厅 | 100平米 | 西北 | 简装,高楼层(共24层)  1999年建板塔结合  -,
宝瑞轩精装修大三房 红本满五年 省装修费,单价56307元/平米,625,| 3室2厅 | 111平米 | 北 | 精装,低楼层(共12层)  1999年建塔楼  -,
梅林一村 直观水库山景 高楼层采光通风好,单价56667元/平米,510,| 3室2厅 | 90平米 | 东北 | 简装,高楼层(共31层)  2000年建板塔结合  -,
中心公园附近 庆福园 正规一房一厅 低价出售,单价54055元/平米,200,| 1室1厅 | 37平米 | 东北 | 精装,低楼层(共33层)  2007年建板塔结合  -,
景田北村 2室2厅 360万,单价60000元/平米,360,| 2室2厅 | 60平米 | 南 北 | 精装,高楼层(共8层)  1995年建板楼  -,
大金沙改造 绿景花园 东南向一房一厅 大社区大花园,单价65910元/平米,290,| 1室1厅 | 44平米 | 东南 | 精装,中楼层(共29层)  2005年建塔楼  -,
华侨城金海燕花园东南向满五唯一税费少精装修,单价62923元/平米,800,| 4室2厅 | 127.14平米 | 东南 | 精装,低楼层(共16层)  1997年建板塔结合  -,
皇庭居 高层2房 东向 景观好,单价59524元/平米,400,| 2室1厅 | 67.2平米 | 东 | 精装,中楼层(共32层)  2000年建板塔结合  -,
上梅林凯丰花园，舒适一房，满五年唯一,单价42004元/平米,130,| 1室0厅 | 30.95平米 | 北 | 简装,中楼层(共7层)  1999年建板塔结合  -,
大花园，大社区，新房子，安静住家，东南向，通风好。,单价59375元/平米,380,| 2室2厅 | 64平米 | 东南 | 精装,低楼层(共28层)  2008年建板楼  -,
购物公园附近，学位房，新洲带游泳池，看高尔夫花园,单价54269元/平米,445,| 3室2厅 | 82平米 | 南 | 精装,高楼层(共25层)  2002年建板塔结合  -,
梅林一村 九区南向 方厅大三房,单价61666元/平米,605,| 3室2厅 | 98.11平米 | 南 | 精装,中楼层(共18层)  1999年建板塔结合  -,
深业花园 方正3房 户型通透 位置安静  满五唯一 少税,单价83094元/平米,780,| 3室2厅 | 93.87平米 | 东 | 精装,低楼层(共28层)  2001年建塔楼  -,
福田景田 福田外国语学位3房 业主换房诚意出售,单价57959元/平米,520,| 3室1厅 | 89.72平米 | 西北 | 简装,高楼层(共29层)  1998年建塔楼  -,
彩天名苑  满五年唯一 东向安静 高层看公园,单价56558元/平米,345,| 2室1厅 | 61平米 | 东 | 精装,高楼层(共32层)  2001年建板塔结合  -,
户型方正，安静，看花园，诚心出售，,单价50000元/平米,330,| 2室2厅 | 66平米 | 西北 | 简装,低楼层(共20层)  1996年建塔楼  -,
位置优越，户型方正，厅出阳台，楼层高,单价55264元/平米,420,| 2室1厅 | 76平米 | 西 | 精装,高楼层(共32层)  2001年建塔楼  -,
高层看海 满五唯一红本在手 精装修 主卧带落地窗,单价69532元/平米,890,| 3室2厅 | 128平米 | 西南 | 精装,中楼层(共30层)  2001年建板塔结合  -,
核电花园满五唯一，带荔园+实验,单价104879元/平米,860,| 2室2厅 | 82平米 | 东南 | 其他,高楼层(共30层)  1991年建板塔结合  -,
笔架山公园旁边 东南朝向 三居 地铁口物业,单价55285元/平米,680,| 3室2厅 | 123平米 | 东南 | 精装,高楼层(共13层)  2001年建板塔结合  -,
翠海166㎡精装4房复式 满五唯一,单价101205元/平米,1680,| 4室2厅 | 166平米 | 南 | 精装,高楼层(共31层)  2000年建板楼  -,
东南向厅出阳台 中间楼层两房 采光好视野开阔,单价61072元/平米,350,| 2室2厅 | 57.31平米 | 南 北 | 精装,低楼层(共31层)  2004年建板塔结合  -,
景鹏大厦东南精装两房 位置安静 近莲花山,单价56435元/平米,510,| 2室2厅 | 90.37平米 | 东南 | 精装,中楼层(共32层)  1997年建塔楼  -,
御景华城 正规两房带阳台 满五年省增值税,单价58065元/平米,360,| 2室1厅 | 62平米 | 西南 | 其他,高楼层(共35层)  2005年建板塔结合  -,
房子安静看花园，户型方正，地铁口物业,单价62500元/平米,550,| 3室2厅 | 88平米 | 北 | 精装,中楼层(共32层)  2001年建板塔结合  -,
住家装修大3房 免个税 双阳台 精装修 拎包即住 楼层佳,单价69131元/平米,795,| 3室2厅 | 115平米 | 西南 西北 | 精装,中楼层(共29层)  2001年建板塔结合  -,
业主自住 红本无营业税 户型方正四房,单价73950元/平米,880,| 4室2厅 | 119平米 | 北 | 其他,中楼层(共30层)  2000年建板塔结合  -,
红本满两年  学位没有占用  看房方便,单价101124元/平米,900,| 3室1厅 | 89平米 | 南 北 | 简装,高楼层(共18层)  1993年建塔楼  -,
新盘 深南路边 近地铁 待拆迁 南北通大3房 低价出售,单价42234元/平米,435,| 3室1厅 | 103平米 | 南 | 简装,中楼层(共7层)  板塔结合  -,
益田花园中庭位置 南北通透户型 红本在手,单价56800元/平米,700,| 4室2厅 | 123.24平米 | 南 北 | 简装,中楼层(共6层)  1998年建板塔结合  -,
楼王户型 东南向 红本无税 精装4房 带学位,单价64886元/平米,850,| 4室2厅 | 131平米 | 东南 | 精装,中楼层(共29层)  2001年建板塔结合  -,
椰树花园，大金沙改造片区，红本满五年有匙,单价47112元/平米,424,| 3室2厅 | 90平米 | 南 | 简装,高楼层(共8层)  1996年建板塔结合  -,
