name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
万科金域蓝湾 近地铁 中高楼层,单价25000元/平米,260,| 3室2厅 | 104平米 | 西南 | 其他,中楼层(共25层)  2008年建塔楼  -,
紫荆花园 电梯三房 园林单位,单价15935元/平米,145,| 3室2厅 | 91平米 | 北 | 简装,中楼层(共11层)  2000年建塔楼  -,
岗贝路 海棠居中层两房 户型方正实用,单价15433元/平米,80,| 2室1厅 | 51.84平米 | 北 | 简装,中楼层(共9层)  塔楼  -,
祥景花园 三房一厅 视野开阔,单价13415元/平米,110,| 3室1厅 | 82平米 | 西南 | 简装,高楼层(共9层)  2000年建塔楼  -,
云苑新村 格局方正的三房 东南靓向,单价20000元/平米,160,| 3室1厅 | 80平米 | 南 | 其他,低楼层(共9层)  1999年建塔楼  -,
上步花园低层方正大三房  朝向靓,单价13530元/平米,138,| 3室1厅 | 102平米 | 东 | 其他,低楼层(共9层)  1998年建塔楼  -,
时代花园 四房两厅 豪华装修 采光极好,单价24000元/平米,170.4,| 2室2厅 | 71平米 | 北 | 其他,低楼层(共15层)  1999年建塔楼  -,
祥景花园 南向两房 采光充足,单价13158元/平米,75,| 2室1厅 | 57平米 | 南 | 简装,高楼层(共9层)  1999年建塔楼  -,
祥景花园 黄金楼层 南向单间 装修保养好,单价16750元/平米,67,| 1室1厅 | 40平米 | 南 | 简装,中楼层(共9层)  1999年建塔楼  -,
祥景花园 低层三房 格局一流,单价16266元/平米,135,| 3室2厅 | 83平米 | 东 | 简装,低楼层(共9层)  1999年建塔楼  -,
祥景花园 高楼层 采光好 视野开阔,单价13726元/平米,70,| 2室1厅 | 51平米 | 北 | 简装,高楼层(共9层)  2000年建塔楼  -,
祥景花园 大两房户型方正实用 采光好,单价11843元/平米,90,| 2室1厅 | 76平米 | 西南 | 毛坯,高楼层(共9层)  2000年建塔楼  -,
紫荆花园 一房一厅 少有户型,单价16223元/平米,73,| 1室1厅 | 45平米 | 东南 | 其他,低楼层(共11层)  2000年建塔楼  -,
保利春天里 近地铁 交通方便 过两年,单价20108元/平米,187,| 3室2厅 | 93平米 | 西北 | 其他,低楼层(共11层)  2011年建塔楼  -,
荷塘月色 全新两房,单价23572元/平米,165,| 2室2厅 | 70平米 | 北 | 简装,低楼层(共11层)  2002年建塔楼  -,
元邦航空家园 三期 125平三房 南向,单价15726元/平米,195,| 3室2厅 | 124平米 | 南 | 简装,低楼层(共15层)  2004年建塔楼  -,
黄石花园 视野开阔 南向两房,单价11765元/平米,80,| 2室2厅 | 68平米 | 南 | 简装,高楼层(共8层)  1997年建塔楼  -,
汇侨新城东区 实用两房 厅出阳台 采光好,单价13014元/平米,95,| 2室2厅 | 73平米 | 暂无数据 | 简装,低楼层(共9层)  2000年建塔楼  -,
金域蓝湾 高楼层 拎包入住,单价30304元/平米,300,| 3室2厅 | 99平米 | 东南 | 其他,中楼层(共34层)  2008年建塔楼  -,
成丰大厦 电梯高层 南向两房,单价11765元/平米,80,| 2室1厅 | 68平米 | 南 | 其他,高楼层(共13层)  1999年建塔楼  -,
云山诗意 稀缺朝东南望白云山 俩房,单价28170元/平米,200,| 2室2厅 | 71平米 | 东 | 其他,低楼层(共18层)  2008年建塔楼  -,
景泰新村 低层两房 格局方正 采光充足,单价18022元/平米,125,| 2室2厅 | 69.36平米 | 东 | 简装,中楼层(共8层)  2008年建塔楼  -,
雍翠园 两房一厅 高层单位 保养新净,单价16217元/平米,120,| 2室2厅 | 74平米 | 北 | 精装,中楼层(共15层)  2000年建塔楼  -,
黄石花园 交通方便 小区管理 环境优美,单价13069元/平米,115,| 3室1厅 | 88平米 | 南 | 简装,高楼层(共8层)  1997年建塔楼  -,
时代花园 南北通透高层楼王4房 一年一遇,单价24853元/平米,338,| 4室2厅 | 136平米 | 南 | 精装,中楼层(共15层)  1999年建塔楼  -,
白云骏景家园 地铁口三房 朝向好 格局靓,单价19159元/平米,205,| 3室2厅 | 107平米 | 北 | 精装,高楼层(共12层)  2003年建塔楼  -,
元邦航空家园 花园三房 中层单位,单价17709元/平米,170,| 3室2厅 | 96平米 | 北 | 简装,中楼层(共15层)  2004年建塔楼  -,
雍翠园 超大三房 随时可看房,单价15000元/平米,168,| 3室2厅 | 112平米 | 北 | 其他,低楼层(共13层)  2000年建塔楼  -,
黄石花园 低楼层 稀少一房一厅 小区绿化,单价17143元/平米,60,| 1室1厅 | 35平米 | 东南 | 其他,中楼层(共8层)  1997年建塔楼  -,
泽德花园 高层南向 视野采光一流,单价11539元/平米,90,| 2室2厅 | 78平米 | 南 | 其他,高楼层(共9层)  1998年建塔楼  -,
景泰新村 一梯两户 南北对流 证够五年,单价18919元/平米,140,| 2室1厅 | 74平米 | 南 | 简装,中楼层(共8层)  2008年建塔楼  -,
阳光美居 精致两房 干净舒适,单价17106元/平米,130,| 2室2厅 | 76平米 | 南 | 简装,低楼层(共15层)  2001年建塔楼  -,
云东花园 三房一厅 格局方正 近地铁口,单价17700元/平米,177,| 3室2厅 | 100平米 | 东南 | 其他,高楼层(共9层)  1998年建塔楼  -,
百顺台 电梯高层三房望花园 住家装修,单价19000元/平米,190,| 3室2厅 | 100平米 | 西 | 精装,中楼层(共15层)  1999年建塔楼  -,
景泰新村 高层两房 省级学位,单价13334元/平米,76,| 2室1厅 | 57平米 | 北 | 简装,高楼层(共8层)  2008年建塔楼  -,
景泰新村 实用两房 采光通风 入读名校,单价15455元/平米,85,| 2室1厅 | 55平米 | 东 | 简装,中楼层(共8层)  1990年建塔楼  -,
花园小区 住家安静 满五 唯一,单价18731元/平米,118,| 2室1厅 | 63平米 | 西南 | 精装,中楼层(共15层)  2001年建塔楼  -,
云山诗意 带平台 唯一过五 靓单位,单价27632元/平米,210,| 2室2厅 | 76平米 | 北 | 简装,低楼层(共18层)  2008年建塔楼  -,
金兰花园 实用两房 格局方正 临近地铁,单价20589元/平米,140,| 2室1厅 | 68平米 | 东北 | 精装,低楼层(共9层)  1998年建塔楼  -,
腾龙阁精致小户型，投资职业首选,单价18164元/平米,89,| 1室1厅 | 49平米 | 东南 | 精装,低楼层(共14层)  1999年建塔楼  -,
紫荆花园 电梯两房 新装修 双阳台,单价20150元/平米,135,| 2室1厅 | 67平米 | 暂无数据 | 其他,低楼层(共10层)  2000年建塔楼  -,
满堂红链家 中意花园 冬意阁 电梯中层,单价16038元/平米,170,| 3室2厅 | 106平米 | 东北 | 简装,中楼层(共15层)  1998年建塔楼  -,
时代花园 稀缺四房 东南向 两个阳台,单价26471元/平米,360,| 4室2厅 | 136平米 | 东南 | 精装,低楼层(共15层)  1999年建塔楼  -,
云东花园 精装两房 南向通风 随时看房,单价15477元/平米,130,| 2室1厅 | 84平米 | 东南 | 简装,中楼层(共9层)  1998年建塔楼  -,
远景路 南向三房 一梯两户 方正采光好,单价13000元/平米,118.3,| 3室2厅 | 91平米 | 南 | 简装,高楼层(共9层)  1999年建塔楼  -,
嘉华苑 中层实用两居 随时约看,单价14815元/平米,80,| 2室1厅 | 54平米 | 西 | 简装,中楼层(共9层)  1995年建塔楼  -,
万方园精致装修 采光特好 南北通透,单价18447元/平米,190,| 3室2厅 | 103平米 | 南 | 精装,中楼层(共18层)  1999年建塔楼  -,
东方明珠 三房两厅 证够五年 看房约看,单价24370元/平米,290,| 3室2厅 | 119平米 | 南 | 其他,高楼层(共11层)  1999年建塔楼  -,
万方园 小户型 南向通风采光好,单价20000元/平米,80,| 1室0厅 | 40平米 | 南 | 简装,高楼层(共18层)  1999年建塔楼  -,
祥景花园 厅出阳台 南向方正两房,单价12587元/平米,73,| 2室1厅 | 58平米 | 南 | 简装,高楼层(共9层)  1999年建塔楼  -,
祥景花园高层两房 视野开阔 总价低,单价11112元/平米,70,| 2室2厅 | 63平米 | 北 | 简装,高楼层(共9层)  1999年建塔楼  -,
高尔夫大三房 楼层适中 户型方正实用,单价26985元/平米,340,| 3室2厅 | 126平米 | 南 | 简装,中楼层(共25层)  2002年建塔楼  -,
黄石花园 两房一厅 黄金楼层 采光充足,单价14000元/平米,70,| 1室1厅 | 50平米 | 北 | 简装,中楼层(共8层)  1997年建塔楼  -,
祥景花园 两房一厅,单价16429元/平米,115,| 2室1厅 | 70平米 | 西南 | 其他,中楼层(共9层)  2000年建塔楼  -,
祥景花园 南向两房 南北对流 采光一流,单价11971元/平米,82,| 2室2厅 | 68.5平米 | 南 | 简装,高楼层(共9层)  1999年建塔楼  -,
隆康花园 三房低总价 厅出阳台 学区房,单价23455元/平米,258,| 3室2厅 | 110平米 | 西北 | 其他,低楼层(共11层)  2002年建塔楼  -,
枫溪苑 间隔好 实用两房 居家首选,单价15874元/平米,100,| 2室1厅 | 63平米 | 东 | 简装,低楼层(共9层)  1997年建塔楼  -,
金钟横路大院 精装中层两房 南北通透,单价18473元/平米,133,| 2室1厅 | 72平米 | 南 | 精装,中楼层(共6层)  塔楼  -,
云东花园 中层三房 带省级学位 格局方正,单价15377元/平米,143,| 3室1厅 | 93平米 | 东南 | 简装,中楼层(共9层)  1998年建塔楼  -,
金信路小区 实用两房 格局方正,单价17600元/平米,132,| 2室1厅 | 75平米 | 东北 | 简装,中楼层(共9层)  塔楼  -,
心谊路 派出所宿舍 房改房 性价比超高,单价13195元/平米,95,| 2室1厅 | 72平米 | 北 | 其他,中楼层(共9层)  1997年建塔楼  -,
间隔方正 南北对流 低层 过五唯一,单价15338元/平米,90,| 2室1厅 | 58.68平米 | 北 | 其他,低楼层(共9层)  塔楼  -,
白兰花园 两房一厅 近地铁近万达,单价21983元/平米,165,| 2室1厅 | 75.06平米 | 西南 | 其他,低楼层(共7层)  1998年建塔楼  -,
金名都 精装修 温馨三房,单价18966元/平米,165,| 3室1厅 | 87平米 | 北 | 其他,低楼层(共45层)  塔楼  -,
超大三房 电梯高层 户型通透 南朝向,单价16454元/平米,190,| 3室2厅 | 115.48平米 | 东北 | 其他,高楼层(共16层)  1999年建塔楼  -,
景泰新村 低层两房 省级学位,单价18359元/平米,123,| 2室1厅 | 67平米 | 南 | 其他,中楼层(共8层)  2008年建塔楼  -,
机场路 星汇晴轩 厅出阳台南向,单价24158元/平米,215,| 3室2厅 | 89平米 | 南 | 其他,中楼层(共11层)  2005年建塔楼  -,
云景花园 云桂苑 高层三房 楼王笋盘,单价23424元/平米,260,| 3室2厅 | 111平米 | 西 | 其他,中楼层(共11层)  2002年建塔楼  -,
汇侨新城 电梯两房 楼层佳 光线好,单价15610元/平米,128,| 3室1厅 | 82平米 | 东 | 简装,高楼层(共17层)  2000年建塔楼  -,
【满堂红链家】保利西海岸 小三房出售,单价23165元/平米,200,| 3室2厅 | 86.34平米 | 西 | 其他,高楼层(共26层)  2010年建塔楼  -,
恒大御景湾 全新未住 方便看房,单价17778元/平米,160,| 2室2厅 | 90平米 | 暂无数据 | 其他,中楼层(共33层)  2013年建塔楼  -,
中海金沙湾 大三房 直入,单价22279元/平米,275,| 3室2厅 | 123.44平米 | 东南 | 其他,低楼层(共33层)  2007年建塔楼  -,
康盈阁 3室1厅 123.58万,单价14800元/平米,123.58,| 3室1厅 | 83.5平米 | 东 | 简装,中楼层(共6层)  1995年建塔楼  -,
中海金沙湾 C区精选大三房 园景随时看,单价19206元/平米,290,| 3室2厅 | 151平米 | 南 | 其他,低楼层(共33层)  2010年建塔楼  -,
汇侨新城 电梯楼三房 位置安静 居住首选,单价15663元/平米,130,| 3室1厅 | 83平米 | 西 | 简装,中楼层(共17层)  2000年建塔楼  -,
晓翠苑 格局方正 精致两房 环境干净,单价16035元/平米,93,| 2室1厅 | 58平米 | 暂无数据 | 简装,中楼层(共15层)  1999年建塔楼  -,
白云花园 交通方便 配套成熟  正规三房,单价15000元/平米,150,| 3室2厅 | 100平米 | 南 | 简装,低楼层(共9层)  1993年建塔楼  -,
云东花园 底层南向 入读名校 装修精致,单价14818元/平米,78,| 2室1厅 | 52.64平米 | 暂无数据 | 其他,低楼层(共9层)  1998年建塔楼  -,
祥景花园 一房一厅 采光通风好,单价14469元/平米,68,| 1室1厅 | 47平米 | 北 | 简装,高楼层(共9层)  1999年建塔楼  -,
富力桃园E区精装 中高层 朝向好,单价21473元/平米,175,| 2室2厅 | 81.5平米 | 南 | 其他,高楼层(共31层)  2004年建塔楼  -,
机场路 万方园 大两房 精装修,单价21233元/平米,155,| 2室2厅 | 73平米 | 北 | 简装,中楼层(共18层)  1999年建塔楼  -,
贝丽花园 电梯2房 高层景观好 住家舒服,单价21229元/平米,160,| 2室1厅 | 75.37平米 | 东北 | 精装,高楼层(共15层)  2000年建塔楼  -,
金兰花园 中层两房 精美装修,单价25397元/平米,160,| 2室1厅 | 63平米 | 西北 | 简装,中楼层(共8层)  1998年建塔楼  -,
嘉华苑 实用2房 楼梯低层,单价14627元/平米,98,| 3室1厅 | 67平米 | 暂无数据 | 其他,低楼层(共9层)  1995年建塔楼  -,
泽德花园 低层两房,单价15358元/平米,86,| 2室1厅 | 56平米 | 南 | 其他,低楼层(共9层)  1998年建塔楼  -,
电梯两房 间隔方正 采光好 价格便宜,单价16784元/平米,120,| 2室1厅 | 71.5平米 | 西 | 其他,低楼层(共21层)  1998年建塔楼  -,
金碧雅苑 两居室 厅出阳台 精致装修,单价21831元/平米,155,| 2室2厅 | 71平米 | 北 | 其他,高楼层(共18层)  2005年建塔楼  -,
祥景花园 精致三房 底层出行方便,单价13781元/平米,113,| 3室2厅 | 82平米 | 北 | 精装,低楼层(共9层)  1999年建塔楼  -,
广州富力城 2室2厅 120万,单价13954元/平米,120,| 2室2厅 | 86平米 | 东 | 简装,低楼层(共18层)  2005年建塔楼  -,
田心明苑 成熟小区 间隔方正 南北通透修,单价14286元/平米,90,| 2室1厅 | 63平米 | 北 | 其他,高楼层(共6层)  1998年建塔楼  -,
上步花园 中层三房 南北对流,单价15000元/平米,114,| 3室1厅 | 76平米 | 南 | 其他,中楼层(共9层)  1998年建塔楼  -,
富力桃园 豪华装修 保养好,单价20000元/平米,278,| 3室2厅 | 139平米 | 西南 | 其他,高楼层(共30层)  2004年建塔楼  -,
汇侨新城 电梯高层 间隔方正,单价16837元/平米,165,| 3室2厅 | 98平米 | 西 | 其他,高楼层(共18层)  2000年建塔楼  -,
保利西海岸 高层望江 舒适三房,单价20225元/平米,180,| 3室2厅 | 89平米 | 东北 | 其他,高楼层(共26层)  2010年建塔楼  -,
保利西海岸  户型方正 西南望山景,单价21023元/平米,185,| 3室2厅 | 88平米 | 西南 | 其他,高楼层(共26层)  2010年建塔楼  -,
富力半岛花园 低层精装两房 安静舒适,单价17425元/平米,115,| 2室2厅 | 66平米 | 南 | 其他,低楼层(共12层)  2000年建塔楼  -,
保利西海岸 毛坯房 想怎么装就怎么装,单价19595元/平米,145,| 2室2厅 | 74平米 | 北 | 精装,低楼层(共26层)  2010年建塔楼  -,
电梯中楼层视野采光好 南向,单价32233元/平米,165,| 3室2厅 | 51.19平米 | 西南 | 精装,低楼层(共18层)  2006年建塔楼  -,
三元里大道 厅出阳台朝南向 大两居室,单价11241元/平米,78,| 2室2厅 | 69.39平米 | 南 | 其他,高楼层(共9层)  2000年建塔楼  -,
温馨三房，采光好，装修保养好，实用面积大,单价24572元/平米,215,| 3室2厅 | 87.5平米 | 东南 | 其他,中楼层(共13层)  2001年建塔楼  -,
天河御品 大三房 户型方正 省一级学位,单价32893元/平米,398,| 3室2厅 | 121平米 | 东北 | 其他,低楼层(共15层)  2010年建塔楼  -,
云景花园 精致三房 安静看花园 南北通,单价28422元/平米,270,| 3室2厅 | 95平米 | 东北 | 简装,中楼层(共10层)  2002年建塔楼  -,
岭南新世界 南向  精装修,单价30527元/平米,290,| 3室2厅 | 95平米 | 东南 | 其他,低楼层(共9层)  2008年建塔楼  -,
云景花园 稀缺三阳台全朝南 另送超大露台,单价27429元/平米,480,| 4室2厅 | 175平米 | 南 | 其他,高楼层(共10层)  2002年建塔楼  -,
恒大御景半岛 高层望江 豪华大三房,单价18000元/平米,318.6,| 3室2厅 | 177平米 | 东 | 其他,高楼层(共31层)  2007年建塔楼  -,
恒骏花园 配京溪小学学位,单价27723元/平米,280,| 3室2厅 | 101平米 | 北 | 简装,中楼层(共12层)  2002年建塔楼  -,
云东小区 三房两厅 黄金楼层 交通便利,单价18959元/平米,182,| 3室2厅 | 96平米 | 南 | 其他,高楼层(共9层)  1997年建塔楼  -,
保利春天里 地铁附近 精致装修 户型方正,单价20000元/平米,170,| 3室2厅 | 85平米 | 西北 | 其他,中楼层(共11层)  2011年建塔楼  -,
司法学校 南向小三房 业主诚心出售,单价13462元/平米,105,| 3室2厅 | 78平米 | 南 | 简装,低楼层(共9层)  塔楼  -,
合一国际 电梯黄金楼层 南北向望空中花园,单价30173元/平米,350,| 3室2厅 | 116平米 | 南 | 精装,中楼层(共23层)  2006年建塔楼  -,
景泰新村 南向大两房 带入户 送装修,单价16313元/平米,115,| 2室1厅 | 70.5平米 | 南 | 其他,中楼层(共8层)  2008年建塔楼  -,
竹园小区 南向精装两房 格局方正,单价17693元/平米,115,| 2室1厅 | 65平米 | 南 | 其他,中楼层(共9层)  1995年建塔楼  -,
白云花园  笋盘推荐 普通装修大三房,单价10170元/平米,120,| 3室2厅 | 118平米 | 西北 | 简装,高楼层(共9层)  1993年建塔楼  -,
香江苑楼梯低层 大三房 采光好 通风佳,单价13654元/平米,142,| 3室2厅 | 104平米 | 北 | 其他,低楼层(共9层)  1995年建塔楼  -,
方正实用两房 采光通风 单价笋！,单价12088元/平米,88,| 2室2厅 | 72.8平米 | 暂无数据 | 其他,中楼层(共9层)  塔楼  -,
满堂红链家 中意花园 秋意阁,单价20226元/平米,180.01,| 2室1厅 | 89平米 | 东南 | 精装,高楼层(共15层)  1998年建塔楼  -,
三元里地铁口 侨爱苑 精装三房 间隔方正,单价16293元/平米,145,| 3室2厅 | 89平米 | 北 | 简装,低楼层(共9层)  1995年建塔楼  -,
