name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
玉雅居，两房，近仙桐公园空气好,单价48953元/平米,285,| 2室2厅 | 58.22平米 | 东南 北 | 其他,低楼层(共10层)  1998年建板塔结合  -,
金城大厦 装修好 厅出大阳台 满两年 户型正,单价38298元/平米,180,| 2室1厅 | 47平米 | 西南 | 简装,高楼层(共23层)  1984年建板塔结合  -,
万科东方尊峪 四房豪华装修 赠送40平,单价70000元/平米,1225,| 4室2厅 | 175平米 | 东 西 北 | 精装,低楼层(共26层)  2006年建板塔结合  -,
百仕达乐湖朝南三房看山全景满五年诚心出售,单价69034元/平米,980,| 3室2厅 | 141.96平米 | 南 | 其他,低楼层(共34层)  2009年建板塔结合  -,
高端小区 大花园社区 重点双学位,单价78572元/平米,1100,| 4室2厅 | 140平米 | 南 北 | 简装,高楼层(共12层)  2001年建板塔结合  -,
星桂园 东南朝向 标准两房 采光视野好 业主诚售,单价59081元/平米,325,| 2室1厅 | 55.01平米 | 东南 | 简装,中楼层(共20层)  2004年建板塔结合  -,
鹏兴花园五期 南向 复式 三室两卫,单价62276元/平米,450,| 3室2厅 | 72.26平米 | 南 | 其他,高楼层(共16层)  2001年建板塔结合  -,
地王核心商圈，满五年无营业税,单价39131元/平米,180,| 1室1厅 | 46平米 | 东北 | 精装,中楼层(共26层)  2006年建板塔结合  -,
深中、翠北双学位 双地铁 满五 朝南 黄金三楼可改两房,单价103449元/平米,300,| 1室0厅 | 29平米 | 南 | 简装,中楼层(共7层)  1992年建板塔结合  -,
满五唯一住宅，小户型，投资自住首选，南向,单价53281元/平米,160,| 1室0厅 | 30.03平米 | 南 | 精装,中楼层(共26层)  2006年建板塔结合  -,
金园花园 2室1厅 360万,单价54546元/平米,360,| 2室1厅 | 66平米 | 东北 | 精装,高楼层(共15层)  2000年建板塔结合  -,
东门地铁口物业 红本无税 黄金楼层,单价63692元/平米,147,| 1室0厅 | 23.08平米 | 东南 | 精装,中楼层(共29层)  2004年建板塔结合  -,
卧龙阁 经典户型 高楼层 东南向 红本无税,单价47018元/平米,268,| 2室1厅 | 57平米 | 东南 | 简装,高楼层(共33层)  2000年建板塔结合  -,
星桂园 2室2厅 340万,单价55738元/平米,340,| 2室2厅 | 61平米 | 东南 | 其他,低楼层(共20层)  2004年建板塔结合  -,
满五唯一 大一房 红本无增值税 南洋大厦51平米,单价36418元/平米,185,| 1室1厅 | 50.8平米 | 东南 | 精装,中楼层(共28层)  板塔结合  -,
红桂皇冠 经典1房 满五唯一 高楼层,单价50319元/平米,150,| 1室0厅 | 29.81平米 | 北 | 简装,中楼层(共26层)  2006年建板塔结合  -,
汇锦名园，精装三房，满五唯一，东南朝向，业主诚售,单价56494元/平米,435,| 2室2厅 | 77平米 | 东南 南 | 其他,低楼层(共24层)  1999年建板塔结合  -,
中山花园大厦 三房  简装 翠园学位 看房方便 有钥匙。,单价40385元/平米,420,| 3室2厅 | 104平米 | 东南 | 简装,低楼层(共33层)  2009年建板塔结合  -,
东晓花园 户型方正 朝南好红本在手,单价43713元/平米,365,| 3室1厅 | 83.5平米 | 东南 | 简装,中楼层(共7层)  1988年建板塔结合  -,
此房满五年唯一 户型方正采光充足 视野好周边配套齐全,单价50834元/平米,305,| 2室2厅 | 60平米 | 西 | 其他,低楼层(共27层)  2000年建板塔结合  -,
新天地名居  三房两厅  高层西南   精装修  无税,单价63255元/平米,550,| 4室1厅 | 86.95平米 | 西北 | 精装,中楼层(共31层)  2004年建板塔结合  -,
风格名苑  东南向 一房一厅 带大阳台 远眺梧桐山,单价58683元/平米,270,| 1室2厅 | 46.01平米 | 东南 | 精装,中楼层(共27层)  2007年建板塔结合  -,
标准大三房 南北通透  业主诚心出售,单价50000元/平米,540,| 3室2厅 | 108平米 | 南 北 | 简装,中楼层(共6层)  1998年建板塔结合  -,
螺岭学位房 满五唯一 红本在手,单价58442元/平米,450,| 3室2厅 | 77平米 | 东南 | 精装,低楼层(共5层)  板塔结合  -,
鹏兴花园二期朝南3房，莲塘商业中心地段。,单价66280元/平米,570,| 3室2厅 | 86平米 | 南 | 简装,高楼层(共10层)  板塔结合  -,
金碧苑 学区 5房 诚心卖,单价71203元/平米,1280,| 5室2厅 | 179.77平米 | 南 | 精装,中楼层(共17层)  1993年建板塔结合  -,
鸿翔花园 订制级视野！绝佳户型 稀缺！稀缺,单价77641元/平米,608,| 2室1厅 | 78.31平米 | 南 | 精装,高楼层(共33层)  2006年建板塔结合  -,
淘金山一期 观景豪宅 满五唯一 红本在手,单价80000元/平米,1200,| 3室2厅 | 150平米 | 南 北 | 简装,高楼层(共32层)  2006年建板塔结合  -,
景庭苑 怡景别墅豪宅区 四房 翠园学区房,单价64749元/平米,1080,| 4室1厅 | 166.8平米 | 南 北 | 精装,高楼层(共10层)  塔楼  -,
金城大厦 两房 红本在手满五唯一 格局方正 住家首选,单价35556元/平米,160,| 2室1厅 | 45平米 | 南 | 简装,低楼层(共23层)  1994年建  -,
急售 业主急用钱 环岛丽园 精装舒适2房 螺岭学位空置,单价61429元/平米,430,| 2室2厅 | 70平米 | 东南 | 精装,低楼层(共33层)  2002年建板塔结合  -,
畔山花园；低楼层，住家户，诚意出售,单价44445元/平米,520,| 4室2厅 | 117平米 | 南 | 简装,低楼层(共8层)  1998年建板塔结合  -,
泰和花园 稀缺挑空复式 重点学位 带小院,单价65847元/平米,980,| 4室2厅 | 148.83平米 | 南 北 | 精装,低楼层(共7层)  1998年建板塔结合  -,
今日家园 顶楼复式 送天台花园 果树摇篮一起送,单价60000元/平米,480,| 3室2厅 | 80平米 | 东北 | 简装,高楼层(共25层)  1999年建板塔结合  -,
正对小区花园，税费节省15万，百仕达商圈。,单价55139元/平米,257,| 2室1厅 | 46.61平米 | 南 北 | 简装,低楼层(共30层)  2005年建板塔结合  -,
聚宝花园大三房，户型方正，居家首选，诚心出售,单价48388元/平米,450,| 3室2厅 | 93平米 | 南 | 简装,低楼层(共14层)  板楼  -,
布心地铁口 宝湖名园 精致大三房 带露台,单价55085元/平米,650,| 3室2厅 | 118平米 | 东南 | 精装,低楼层(共26层)  2002年建板塔结合  -,
畔山花园，地铁口物业，居家首选,单价50000元/平米,620,| 4室2厅 | 124平米 | 南 | 精装,低楼层(共8层)  1998年建板塔结合  -,
幸福里雅居 三室  高档小区 豪华装修,单价99767元/平米,1880,| 4室2厅 | 188.44平米 | 西南 | 其他,高楼层(共49层)  塔楼  -,
玉雅居两房，满五年唯一，厅出阳台，采光好，带学区,单价49468元/平米,288,| 2室2厅 | 58.22平米 | 东南 | 简装,高楼层(共10层)  1998年建板塔结合  -,
和平广场 精装三居室 老街地铁 无缝衔接,单价57895元/平米,440,| 3室1厅 | 76平米 | 西北 | 精装,中楼层(共34层)  2000年建板塔结合  -,
新秀村南区 大4房 户型方正 楼层好 采光好,单价47462元/平米,590,| 4室2厅 | 124.31平米 | 南 | 其他,中楼层(共7层)  1998年建板塔结合  -,
太阳岛 精装一居室 高层观景 采光好 不限购,单价23283元/平米,123,| 1室1厅 | 52.83平米 | 北 | 简装,中楼层(共28层)  塔楼  -,
田心大厦总价低两房 户型方正 采光充足,单价40580元/平米,280,| 2室2厅 | 69平米 | 北 | 其他,中楼层(共23层)  2001年建板塔结合  -,
双碧波学位，地铁旁，正规一房，厅出阳台,单价57210元/平米,246,| 1室1厅 | 43平米 | 东 | 简装,低楼层(共23层)  板塔结合  -,
大澎花园 南北通透 大三房 满五唯一红本在手 新秀,单价44468元/平米,430,| 3室2厅 | 96.7平米 | 南 北 | 其他,高楼层(共9层)  1996年建板塔结合  -,
海富花园 两房可改三房  满五年红本在手   春风路,单价38957元/平米,330,| 2室1厅 | 84.71平米 | 北 | 简装,低楼层(共32层)  1992年建塔楼  -,
雍翠华府 三房改大两房 精装看山 拎包入住,单价49604元/平米,375,| 2室2厅 | 75.6平米 | 东 | 精装,低楼层(共32层)  2003年建板塔结合  -,
金湖花园C区 3房 学位 诚心卖,单价44624元/平米,415,| 3室2厅 | 93平米 | 南 | 简装,中楼层(共8层)  板塔结合  -,
贝丽花园降价50万业主靠谱+京基京武强势入驻,单价51760元/平米,450,| 3室2厅 | 86.94平米 | 南 | 简装,高楼层(共6层)  1981年建板塔结合  -,
聚福花园二期两房，满五唯一，高楼层采光不错,单价45271元/平米,335,| 2室2厅 | 74平米 | 北 | 精装,高楼层(共22层)  2002年建塔楼  -,
名骏豪庭 满五年唯一 带学区 户型方正,单价53392元/平米,370,| 2室1厅 | 69.3平米 | 西南 | 简装,低楼层(共28层)  2003年建板塔结合  -,
罗湖黄贝岭地铁站文锦花园,单价53043元/平米,340,| 3室1厅 | 64.1平米 | 南 | 精装,低楼层(共7层)  1991年建板塔结合  -,
翠苑住宅小区，现代精装三居，安静，满5！,单价54652元/平米,470,| 3室2厅 | 86平米 | 南 北 | 精装,中楼层(共7层)  板塔结合  -,
莲塘梧桐山新居一期 65平，正规两房，客厅出阳台,单价52308元/平米,340,| 2室1厅 | 65平米 | 西南 | 其他,低楼层(共6层)  2001年建板楼  -,
名骏豪庭 满五年唯一 精装 两房,单价46875元/平米,300,| 2室2厅 | 64平米 | 北 | 精装,高楼层(共28层)  2003年建板塔结合  -,
雍翠华府，满五唯一，标准两房。,单价50127元/平米,258,| 2室1厅 | 51.47平米 | 东南 | 简装,低楼层(共35层)  2004年建板塔结合  -,
碧岭华庭舒适两房，红本在手随时可看。,单价50000元/平米,330,| 2室1厅 | 66平米 | 北 | 简装,中楼层(共34层)  2002年建塔楼  -,
精装两房拎包入住 地铁学区房 单价低,单价52118元/平米,320,| 2室2厅 | 61.4平米 | 东南 西南 | 其他,低楼层(共24层)  2004年建板塔结合  -,
螺岭学位未用  满五唯一 欠款少相当于红本在手 诚意卖,单价65417元/平米,150,| 1室0厅 | 22.93平米 | 东南 | 精装,中楼层(共29层)  2004年建板塔结合  -,
房子满5年螺岭学位，黄金楼层，户型方正。,单价54762元/平米,230,| 1室1厅 | 42平米 | 北 | 精装,中楼层(共24层)  1999年建板塔结合  -,
深城公寓 2室1厅 250万,单价47985元/平米,250,| 2室1厅 | 52.1平米 | 南 | 简装,中楼层(共31层)  2000年建板塔结合  -,
雅仕居 2室1厅 270万,单价46496元/平米,270,| 2室1厅 | 58.07平米 | 东南 | 其他,高楼层(共19层)  2000年建板塔结合  -,
罗湖金岸  精装1房  满五唯一,单价39535元/平米,170,| 1室1厅 | 43平米 | 南 | 精装,低楼层(共33层)  2003年建板塔结合  -,
罗湖金岸 东南两房不限购不限贷   正对香港,单价35212元/平米,250,| 2室2厅 | 71平米 | 南 | 简装,低楼层(共33层)  2003年建板塔结合  -,
聚福花园 2室2厅 355万,单价48631元/平米,355,| 2室2厅 | 73平米 | 南 | 其他,低楼层(共22层)  2002年建塔楼  -,
置地逸轩 单身公寓 红本满五唯一  高楼层 租金高,单价61108元/平米,170,| 1室0厅 | 27.82平米 | 东 | 精装,高楼层(共33层)  2005年建板塔结合  -,
置地逸轩 黄金楼层 双阳台一房满二年 看房方便,单价56383元/平米,265,| 1室1厅 | 47平米 | 北 | 精装,高楼层(共33层)  2005年建板塔结合  -,
日豪名园正规大三房  投资居家首选,单价44667元/平米,670,| 2室1厅 | 150平米 | 西北 | 精装,高楼层(共31层)  2000年建板塔结合  -,
粤海花园 卧室客厅超正南 厅出阳台 满两年,单价43284元/平米,290,| 2室1厅 | 67平米 | 南 | 简装,中楼层(共31层)  1993年建板塔结合  -,
兴隆大厦 两房一厅 国贸地铁口,单价32561元/平米,240,| 2室1厅 | 73.71平米 | 东南 | 简装,低楼层(共30层)  1988年建板塔结合  -,
大塘垅小区 4室2厅 698万,单价55397元/平米,698,| 4室2厅 | 126平米 | 南 | 简装,低楼层(共12层)  1984年建板塔结合  -,
西岭花园大三房 户型方正 黄金楼层环境好 满五唯一,单价66327元/平米,650,| 3室2厅 | 98平米 | 南 北 | 其他,中楼层(共7层)  1995年建板塔结合  -,
鹏城花园 免税房 南北通透 红本在手 交易方便,单价40000元/平米,340,| 3室2厅 | 85平米 | 南 北 | 精装,高楼层(共8层)  1995年建板塔结合  -,
向西大厦 精装四房 满五唯一 无抵押,单价36124元/平米,460,| 4室2厅 | 127.34平米 | 西北 | 精装,高楼层(共29层)  2000年建塔楼  -,
大信大厦 精装三房朝南 红本无税,单价35418元/平米,465,| 3室2厅 | 131.29平米 | 南 | 精装,中楼层(共29层)  1992年建板塔结合  -,
莲塘金色年华，双学位，满五年，看梧桐山景,单价56452元/平米,350,| 2室2厅 | 62平米 | 东 北 | 简装,低楼层(共26层)  2005年建板塔结合  -,
峰度天下 两户打通超大户型 满五唯一 带赠送阳台,单价54762元/平米,460,| 6室2厅 | 84平米 | 南 | 精装,中楼层(共30层)  2010年建板塔结合  -,
泰宁花园，满五唯一，两房两厅双阳台！,单价46591元/平米,410,| 2室2厅 | 88平米 | 东南 | 简装,高楼层(共25层)  1997年建板塔结合  -,
采光视野好房主信任我，找我看房随时,单价59671元/平米,290,| 2室1厅 | 48.6平米 | 南 | 精装,中楼层(共6层)  1983年建塔楼  -,
笋岗大厦 地铁口 满五唯一 价低税少,单价37500元/平米,180,| 1室1厅 | 48平米 | 西 | 简装,高楼层(共22层)  板塔结合  -,
文华花园 三房两厅  高层南向  满五唯一,单价41526元/平米,490,| 3室2厅 | 118平米 | 南 | 精装,中楼层(共30层)  板塔结合  -,
曦龙山庄 环境优雅 满五唯一 红本在手 靠近莲塘口岸,单价73620元/平米,1200,| 4室2厅 | 163平米 | 东南 | 简装,中楼层(共11层)  2001年建板塔结合  -,
龙园山庄，两房一厅，南北通透，满五年 带学位,单价37682元/平米,260,| 2室1厅 | 69平米 | 东南 | 其他,中楼层(共8层)  1997年建板塔结合  -,
梧桐山新居两房，房本满五年， 二层，莲塘,单价58475元/平米,345,| 2室1厅 | 59平米 | 东南 | 其他,低楼层(共9层)  2002年建塔楼  -,
富达花园 满五红本唯一  南向采光好   安静,单价52565元/平米,410,| 2室2厅 | 78平米 | 南 | 简装,中楼层(共8层)  2008年建板塔结合  -,
玉雅居精改两房 房子虽小功能俱全 红本在手,单价54129元/平米,236,| 2室1厅 | 43.6平米 | 西 | 其他,低楼层(共11层)  1998年建板塔结合  -,
水贝地铁附近，精装修一房，户型非常实用,单价44619元/平米,199,| 1室1厅 | 44.6平米 | 西 北 | 精装,中楼层(共20层)  1998年建塔楼  -,
峰度天下 满五唯一 双套打通超大户型 背山看香港,单价54762元/平米,920,| 6室2厅 | 168平米 | 东南 | 精装,中楼层(共30层)  2010年建板塔结合  -,
桐景花园 106平3房 满五唯一红本 双名校 莲塘口岸旁,单价53774元/平米,570,| 3室2厅 | 106平米 | 北 | 其他,中楼层(共23层)  2002年建板塔结合  -,
鹏兴五期107平3房 满五唯一红本 南北通透双阳台,单价57944元/平米,620,| 3室2厅 | 107平米 | 南 | 精装,低楼层(共18层)  2001年建板塔结合  -,
阳光新干线家园 满五年 精装两居室 无抵押,单价52460元/平米,320,| 2室2厅 | 61平米 | 南 | 精装,中楼层(共33层)  2005年建塔楼  -,
东门168自住 求学 投资好房 户型采光好,单价60537元/平米,185,| 1室0厅 | 30.56平米 | 南 | 简装,低楼层(共29层)  2004年建板塔结合  -,
宝泉庄稀缺三房出售，满五唯一红本在手,单价49600元/平米,620,| 3室1厅 | 125平米 | 东南 | 简装,中楼层(共8层)  1996年建板塔结合  -,
东乐花园 精致两房 居家好房 红本满5年,单价44474元/平米,338,| 2室1厅 | 76平米 | 南 北 | 精装,高楼层(共7层)  1988年建板塔结合  -,
金园花园 满五唯一 学区房 有学位可用,单价49829元/平米,320,| 2室1厅 | 64.22平米 | 北 | 精装,高楼层(共15层)  2000年建板塔结合  -,
桂花大厦 一手业主 费用少,单价38776元/平米,380,| 3室1厅 | 98平米 | 西北 | 精装,低楼层(共24层)  1995年建板塔结合  -,
莲塘合正锦园南北三居 双卫户型,单价60026元/平米,740,| 3室2厅 | 123.28平米 | 南 北 | 精装,低楼层(共11层)  2005年建板塔结合  -,
松泉山庄 正规住家三房单价总价低 随时签约,单价37053元/平米,345,| 3室2厅 | 93.11平米 | 东南 | 精装,高楼层(共7层)  1998年建板塔结合  -,
碧湖花园 朝南三房出售 安静住家 无增值税,单价44860元/平米,480,| 3室2厅 | 107平米 | 南 | 精装,高楼层(共33层)  1995年建塔楼  -,
天井湖小区稀缺房源 碧波双学位 待拆迁房 看房方便,单价46250元/平米,370,| 3室2厅 | 80平米 | 南 北 | 简装,高楼层(共7层)  板塔结合  -,
